green_channel,red_channel,ir_channel,Anomaly
59696,43719,15249,1
59651,43655,15129,0
59606,43596,15008,0
59559,43540,14885,0
59504,43477,14750,0
59446,43407,14606,0
59390,43339,14464,0
59332,43271,14323,0
59266,43192,14175,0
59196,43108,14027,0
59128,43026,13883,0
59060,42939,13739,0
58986,42845,13590,0
58911,42750,13443,0
58841,42659,13305,0
58773,42571,13169,0
58704,42483,13032,0
58638,42401,12899,0
58577,42326,12775,0
58520,42255,12658,0
58465,42183,12543,0
58411,42115,12427,0
58362,42058,12319,0
58317,42005,12216,0
58276,41945,12110,0
58241,41883,12007,0
58210,41825,11911,0
58176,41766,11816,0
58134,41703,11713,0
58091,41642,11608,0
58049,41587,11505,0
58004,41534,11397,0
57957,41479,11282,0
57909,41428,11169,0
57862,41380,11061,0
57819,41331,10957,0
57782,41281,10862,0
57751,41239,10776,0
57726,41203,10697,0
57701,41166,10622,0
57679,41131,10558,0
57673,41114,10519,0
57683,41122,10518,0
57707,41155,10559,0
57757,41223,10661,0
57844,41344,10850,0
57973,41522,11137,0
58149,41752,11518,0
58373,42032,11996,0
58643,42364,12562,0
58944,42738,13196,0
59256,43132,13874,0
59576,43537,14576,0
59899,43945,15282,0
60216,44341,15964,0
60516,44712,16606,0
60796,45054,17201,0
61052,45365,17743,0
61275,45638,18222,0
61461,45865,18632,0
61618,46051,18977,0
61749,46205,19265,0
61852,46322,19496,0
61925,46403,19672,0
61975,46458,19802,0
62007,46492,19894,0
62020,46501,19943,0
62013,46486,19950,0
61992,46457,19928,0
61964,46425,19887,0
61929,46385,19825,0
61883,46331,19743,0
61834,46266,19648,0
61784,46197,19545,0
61732,46124,19433,0
61681,46050,19314,0
61630,45978,19198,0
61579,45908,19086,0
61529,45841,18974,0
61482,45776,18861,0
61438,45713,18749,0
61394,45652,18638,0
61346,45585,18521,0
61293,45510,18397,0
61237,45436,18274,0
61180,45364,18153,0
61118,45285,18024,0
61054,45199,17880,0
60992,45112,17731,0
60928,45024,17577,0
60860,44930,17420,0
60796,44840,17271,0
60740,44763,17133,0
60688,44693,16999,0
60637,44624,16870,0
60593,44563,16753,0
60558,44513,16655,0
60528,44474,16577,0
60505,44448,16519,0
60496,44439,16489,0
60506,44452,16494,0
60527,44479,16530,0
60555,44514,16584,0
60593,44559,16654,0
60643,44619,16746,0
60698,44684,16852,0
60758,44750,16964,0
60825,44821,17081,0
60890,44898,17202,0
60946,44971,17317,0
60990,45033,17415,0
61028,45087,17499,0
61061,45133,17572,0
61088,45164,17627,0
61108,45178,17662,0
61124,45189,17680,0
61135,45195,17683,0
61133,45190,17667,0
61121,45172,17633,0
61101,45149,17589,0
61072,45121,17537,0
61037,45081,17470,0
60997,45029,17388,0
