green_channel,red_channel,ir_channel,Anomaly
14973,38514,56957,1
14964,38512,56951,0
14959,38509,56942,0
14960,38505,56930,0
14966,38501,56917,0
14978,38500,56900,0
14994,38498,56880,0
15003,38493,56855,0
15005,38486,56826,0
15000,38474,56796,0
14988,38460,56767,0
14974,38447,56740,0
14957,38436,56717,0
14940,38428,56701,0
14925,38425,56691,0
14913,38425,56685,0
14905,38425,56680,0
14898,38422,56669,0
14886,38412,56649,0
14867,38397,56622,0
14846,38379,56589,0
14826,38363,56554,0
14808,38347,56518,0
14789,38327,56482,0
14768,38303,56453,0
14748,38281,56426,0
14729,38257,56398,0
14709,38231,56367,0
14690,38208,56340,0
14675,38189,56315,0
14657,38171,56289,0
14635,38153,56261,0
14611,38135,56240,0
14589,38119,56229,0
14567,38105,56219,0
14548,38089,56206,0
14534,38078,56194,0
14525,38073,56183,0
14516,38070,56175,0
14508,38067,56164,0
14502,38062,56147,0
14504,38061,56131,0
14509,38066,56114,0
14510,38069,56092,0
14509,38070,56068,0
14503,38070,56045,0
14491,38066,56022,0
14475,38057,55999,0
14457,38048,55978,0
14437,38035,55956,0
14412,38019,55934,0
14392,38002,55917,0
14379,37992,55903,0
14373,37989,55896,0
14378,37992,55898,0
14394,37996,55907,0
14417,38006,55925,0
14443,38025,55952,0
14469,38053,55984,0
14502,38086,56024,0
14544,38122,56076,0
14591,38162,56135,0
14641,38208,56201,0
14693,38263,56273,0
14750,38323,56348,0
14807,38382,56429,0
14862,38437,56519,0
14921,38491,56619,0
14983,38546,56724,0
15040,38600,56824,0
15090,38650,56918,0
15141,38699,57005,0
15193,38747,57089,0
15238,38792,57170,0
15276,38832,57244,0
15311,38868,57305,0
15342,38901,57352,0
15366,38927,57388,0
15385,38951,57424,0
15403,38978,57462,0
15418,39000,57497,0
15429,39015,57527,0
15436,39024,57554,0
15442,39029,57576,0
15447,39028,57590,0
15448,39021,57594,0
15442,39009,57589,0
15432,38994,57578,0
15422,38982,57566,0
15415,38971,57554,0
15409,38961,57543,0
15410,38952,57535,0
15419,38947,57531,0
15429,38943,57531,0
15437,38941,57532,0
15439,38938,57527,0
15435,38932,57513,0
15426,38920,57485,0
15413,38903,57451,0
15398,38886,57419,0
15377,38867,57389,0
15351,38842,57357,0
15320,38815,57324,0
15285,38790,57291,0
15248,38767,57260,0
15213,38745,57231,0
15179,38723,57206,0
15145,38701,57187,0
15114,38677,57171,0
15092,38653,57157,0
15080,38633,57148,0
15077,38618,57140,0
15079,38608,57132,0
15081,38602,57123,0
15082,38601,57116,0
15082,38602,57115,0
15080,38598,57120,0
15080,38594,57127,0
15081,38592,57136,0
15083,38591,57147,0
15086,38590,57159,0
15094,38588,57171,0
15106,38591,57180,0
15123,38599,57188,0
15143,38609,57194,0
15158,38617,57197,0
15166,38621,57193,0
15165,38623,57182,0
15161,38622,57163,0
15156,38616,57143,0
15146,38605,57123,0
15129,38590,57103,0
15105,38568,57078,0
15077,38542,57048,0
15054,38520,57016,0
15037,38502,56983,0
15019,38483,56956,0
15000,38465,56936,0
14979,38448,56917,0
14952,38430,56893,0
14919,38407,56864,0
14881,38380,56833,0
14836,38354,56801,0
14791,38326,56765,0
14750,38297,56723,0
14719,38269,56681,0
14697,38245,56644,0
14680,38225,56615,0
14669,38211,56593,0
14661,38202,56573,0
14654,38191,56549,0
14646,38177,56518,0
14638,38161,56485,0
14631,38150,56457,0
14626,38144,56436,0
14620,38143,56419,0
14605,38140,56397,0
14583,38129,56368,0
14558,38112,56338,0
14532,38092,56307,0
14504,38067,56272,0
14475,38037,56240,0
14444,38009,56213,0
14411,37985,56189,0
14381,37967,56170,0
14355,37958,56157,0
14329,37953,56146,0
14306,37946,56136,0
14285,37936,56124,0
14263,37923,56108,0
14241,37910,56091,0
14224,37899,56076,0
14212,37889,56060,0
14200,37880,56042,0
14186,37873,56021,0
14174,37867,55995,0
14159,37856,55966,0
14139,37839,55931,0
14115,37821,55891,0
14090,37807,55852,0
14065,37793,55819,0
14038,37772,55791,0
14009,37748,55771,0
13980,37728,55756,0
13952,37714,55746,0
13937,37710,55744,0
13939,37719,55761,0
13957,37740,55795,0
13991,37771,55840,0
14038,37807,55897,0
14096,37850,55967,0
14159,37902,56050,0
14221,37960,56148,0
14285,38023,56253,0
14350,38085,56357,0
14413,38142,56462,0
14478,38202,56571,0
14544,38262,56683,0
14606,38317,56792,0
14662,38369,56895,0
14716,38425,56994,0
14774,38487,57093,0
14830,38548,57189,0
14877,38601,57276,0
14915,38645,57352,0
14946,38682,57417,0
14971,38712,57473,0
14995,38734,57520,0
15015,38750,57560,0
15027,38758,57595,0
15027,38757,57624,0
15022,38753,57646,0
15019,38748,57658,0
15014,38744,57663,0
15006,38741,57663,0
14997,38739,57656,0
14985,38736,57646,0
14970,38734,57636,0
14953,38729,57625,0
14932,38721,57612,0
14908,38713,57596,0
14888,38704,57578,0
14876,38697,57564,0
14870,38693,57557,0
14870,38688,57554,0
14873,38679,57549,0
14877,38667,57539,0
14880,38654,57521,0
14878,38637,57497,0
14874,38622,57470,0
14866,38609,57438,0
14860,38595,57400,0
14855,38583,57365,0
14846,38572,57333,0
14831,38555,57301,0
14811,38537,57271,0
14790,38524,57249,0
14770,38517,57230,0
14756,38508,57210,0
14748,38501,57191,0
14745,38495,57175,0
14744,38491,57163,0
14743,38487,57154,0
14743,38485,57152,0
14737,38485,57158,0
14727,38486,57169,0
14718,38490,57181,0
14713,38495,57195,0
14710,38499,57206,0
14712,38501,57210,0
14721,38505,57210,0
14736,38508,57208,0
14752,38505,57203,0
14762,38499,57198,0
14768,38495,57199,0
14771,38495,57202,0
14771,38494,57199,0
14771,38491,57192,0
14772,38485,57181,0
14772,38483,57166,0
14773,38486,57153,0
14775,38492,57145,0
14779,38499,57138,0
14779,38505,57128,0
14776,38503,57112,0
14766,38492,57093,0
14752,38477,57071,0
14740,38462,57050,0
14727,38447,57030,0
14708,38433,57007,0
14685,38417,56982,0
14664,38398,56956,0
14645,38380,56928,0
14627,38363,56896,0
14612,38348,56867,0
14597,38336,56839,0
14582,38324,56810,0
14567,38307,56776,0
14548,38286,56734,0
14526,38260,56691,0
14502,38233,56656,0
14479,38211,56629,0
14461,38197,56611,0
14448,38188,56599,0
14435,38179,56585,0
14422,38167,56566,0
14414,38158,56539,0
14410,38156,56509,0
14403,38156,56479,0
14390,38154,56453,0
14376,38148,56435,0
14363,38135,56427,0
14354,38117,56417,0
14349,38098,56402,0
14347,38080,56388,0
14347,38066,56374,0
14347,38058,56361,0
14345,38051,56348,0
14342,38043,56331,0
14336,38031,56308,0
14323,38011,56281,0
14311,37990,56252,0
14302,37974,56229,0
14290,37960,56210,0
14273,37948,56189,0
14256,37939,56160,0
14242,37932,56130,0
14228,37929,56106,0
14211,37929,56081,0
14193,37927,56052,0
14174,37917,56023,0
14153,37900,55995,0
14135,37880,55971,0
14126,37866,55955,0
14122,37862,55951,0
14120,37869,55963,0
14121,37882,55987,0
14125,37898,56020,0
14138,37918,56061,0
14161,37939,56106,0
14195,37965,56159,0
14240,38003,56226,0
14295,38056,56317,0
14359,38122,56433,0
14429,38198,56563,0
14508,38280,56697,0
14592,38367,56832,0
14677,38455,56963,0
14757,38540,57093,0
14830,38618,57219,0
14896,38686,57331,0
14958,38744,57426,0
15016,38792,57506,0
15065,38831,57578,0
15105,38863,57640,0
15138,38887,57694,0
15163,38902,57736,0
15185,38918,57769,0
15205,38937,57796,0
15219,38953,57819,0
