green_channel,red_channel,ir_channel,Anomaly
38314,14539,32264,0
38340,14566,32291,0
38357,14585,32302,0
38366,14592,32294,0
38366,14589,32273,0
38362,14579,32247,0
38357,14564,32222,0
38346,14543,32195,0
38325,14518,32161,0
38299,14492,32125,0
38272,14470,32092,0
38248,14457,32061,0
38226,14446,32025,0
38203,14432,31983,0
38177,14416,31941,0
38150,14400,31903,0
38124,14385,31869,0
38096,14370,31839,0
38069,14356,31807,0
38044,14344,31772,0
38022,14333,31734,0
38001,14322,31696,0
37978,14310,31658,0
37950,14292,31615,0
37921,14269,31570,0
37893,14241,31525,0
37863,14209,31483,0
37833,14178,31443,0
37805,14152,31405,0
37778,14129,31371,0
37754,14111,31341,0
37734,14099,31316,0
37715,14092,31297,0
37698,14086,31282,0
37687,14084,31271,0
37683,14089,31264,0
37684,14100,31260,0
37684,14112,31260,0
37687,14129,31264,0
37694,14148,31269,0
37699,14161,31271,0
37700,14164,31266,0
37702,14163,31256,0
37711,14167,31253,0
37727,14173,31261,0
37746,14179,31274,0
37762,14183,31289,0
37778,14186,31307,0
37793,14190,31325,0
37804,14192,31340,0
37811,14193,31352,0
37810,14196,31360,0
37806,14198,31364,0
37803,14197,31365,0
37800,14192,31360,0
37796,14187,31351,0
37791,14177,31341,0
37782,14163,31327,0
37773,14150,31312,0
37765,14139,31297,0
37752,14125,31279,0
37736,14112,31259,0
37721,14106,31236,0
37708,14108,31214,0
37695,14110,31194,0
37681,14108,31171,0
37664,14098,31142,0
37645,14085,31114,0
37624,14069,31091,0
37600,14050,31067,0
37572,14030,31037,0
37542,14008,31003,0
37511,13989,30968,0
37486,13976,30936,0
37466,13967,30905,0
37446,13960,30876,0
37426,13954,30850,0
37406,13947,30820,0
37389,13943,30789,0
37376,13940,30764,0
37359,13934,30739,0
37338,13922,30709,0
37316,13906,30678,0
37299,13887,30650,0
37285,13868,30625,0
37270,13852,30603,0
37252,13839,30582,0
37230,13825,30561,0
37205,13810,30540,0
37181,13794,30518,0
37161,13779,30496,0
37141,13763,30474,0
37119,13746,30450,0
37096,13734,30424,0
37077,13727,30399,0
37062,13725,30379,0
37049,13724,30363,0
37039,13721,30350,0
37027,13714,30335,0
37010,13702,30320,0
36993,13690,30306,0
36976,13679,30290,0
36960,13669,30270,0
36945,13661,30249,0
36932,13658,30228,0
36922,13657,30211,0
36913,13656,30198,0
36906,13656,30190,0
36901,13655,30184,0
36896,13653,30175,0
36890,13649,30167,0
36880,13642,30158,0
36864,13635,30146,0
36852,13633,30133,0
36845,13637,30124,0
36844,13642,30122,0
36850,13650,30131,0
36872,13664,30157,0
36907,13687,30202,0
36947,13716,30261,0
36994,13753,30332,0
37056,13803,30416,0
37131,13858,30513,0
37212,13913,30620,0
37291,13965,30734,0
37369,14018,30852,0
37445,14069,30973,0
37520,14119,31093,0
37592,14167,31203,0
37658,14216,31300,0
37720,14261,31387,0
37775,14302,31465,0
37821,14338,31530,0
37862,14369,31584,0
37899,14395,31630,0
37934,14414,31669,0
37964,14429,31698,0
37984,14439,31715,0
37995,14441,31724,0
37997,14438,31724,0
37992,14432,31714,0
37981,14426,31695,0
37964,14416,31668,0
37938,14403,31633,0
37913,14388,31592,0
37890,14372,31552,0
37861,14354,31515,0
37824,14334,31478,0
37787,14313,31438,0
37756,14292,31399,0
37732,14272,31368,0
37716,14256,31344,0
37705,14243,31321,0
37690,14228,31294,0
37671,14213,31265,0
37657,14203,31236,0
37651,14199,31212,0
37646,14194,31192,0
37633,14183,31172,0
37613,14170,31148,0
37589,14158,31117,0
37566,14147,31084,0
37544,14136,31051,0
37521,14123,31014,0
37500,14111,30975,0
37482,14099,30939,0
37469,14085,30908,0
37459,14073,30883,0
37448,14063,30863,0
37435,14054,30847,0
37422,14046,30834,0
37414,14045,30824,0
37412,14052,30816,0
37414,14060,30813,0
37418,14068,30816,0
37423,14078,30823,0
37429,14089,30832,0
37438,14097,30843,0
37450,14102,30857,0
37466,14107,30875,0
37482,14113,30894,0
37495,14117,30913,0
37502,14120,30929,0
37509,14125,30941,0
37519,14132,30955,0
37527,14141,30969,0
37527,14148,30978,0
37518,14153,30979,0
37507,14156,30981,0
37499,14158,30984,0
37492,14155,30982,0
37483,14148,30966,0
37469,14136,30943,0
37452,14123,30920,0
37435,14111,30897,0
37424,14099,30875,0
37419,14088,30857,0
37416,14075,30841,0
37414,14060,30824,0
37412,14048,30807,0
37409,14037,30791,0
37402,14024,30777,0
37386,14006,30756,0
37364,13987,30732,0
37340,13971,30712,0
37314,13958,30690,0
37286,13946,30664,0
37259,13937,30635,0
37236,13931,30606,0
37217,13928,30578,0
37199,13927,30555,0
37188,13927,30537,0
37182,13924,30521,0
37176,13914,30502,0
37171,13905,30484,0
37167,13899,30468,0
37161,13892,30452,0
37149,13885,30437,0
37138,13883,30423,0
37128,13885,30409,0
