green_channel,red_channel,ir_channel,Anomaly
36156,12876,39773,0
36151,12870,39758,0
36152,12869,39743,0
36152,12867,39726,0
36151,12862,39708,0
36150,12855,39688,0
36148,12843,39662,0
36139,12826,39634,0
36122,12805,39603,0
36097,12780,39566,0
36071,12751,39528,0
36049,12726,39490,0
36034,12705,39456,0
36023,12689,39427,0
36014,12680,39403,0
36002,12672,39380,0
35989,12661,39352,0
35974,12643,39318,0
35955,12622,39280,0
35931,12600,39238,0
35908,12578,39196,0
35888,12558,39161,0
35873,12540,39133,0
35860,12526,39109,0
35848,12515,39084,0
35836,12505,39059,0
35822,12492,39035,0
35807,12477,39013,0
35797,12468,38995,0
35789,12466,38981,0
35779,12464,38971,0
35766,12459,38957,0
35753,12451,38940,0
35747,12442,38923,0
35751,12437,38912,0
35766,12442,38914,0
35789,12457,38933,0
35820,12483,38968,0
35858,12519,39024,0
35901,12565,39099,0
35948,12617,39188,0
36004,12675,39288,0
36070,12744,39398,0
36141,12823,39519,0
36214,12907,39647,0
36288,12996,39777,0
36362,13084,39910,0
36434,13168,40048,0
36503,13246,40185,0
36570,13313,40310,0
36632,13372,40423,0
36687,13425,40522,0
36736,13475,40611,0
36780,13519,40689,0
36816,13558,40755,0
36847,13590,40810,0
36872,13612,40852,0
36886,13626,40881,0
36893,13633,40903,0
36896,13637,40923,0
36895,13638,40943,0
36893,13638,40956,0
36892,13635,40963,0
36890,13628,40962,0
36880,13618,40952,0
36865,13607,40936,0
36849,13599,40924,0
36839,13598,40918,0
36837,13603,40916,0
36842,13612,40919,0
36849,13620,40922,0
36853,13625,40924,0
36853,13626,40926,0
36849,13623,40927,0
36843,13619,40931,0
36841,13618,40937,0
36840,13617,40942,0
36838,13615,40942,0
36834,13612,40939,0
36827,13609,40933,0
36816,13603,40924,0
36801,13595,40914,0
36790,13587,40905,0
36785,13581,40899,0
36787,13578,40895,0
36793,13578,40894,0
36800,13576,40894,0
36808,13576,40895,0
36815,13580,40896,0
36815,13586,40901,0
36815,13593,40911,0
36822,13604,40929,0
36837,13614,40949,0
36852,13622,40965,0
36867,13629,40977,0
36883,13639,40990,0
36901,13657,41007,0
36920,13675,41025,0
36934,13684,41038,0
36941,13688,41047,0
36939,13689,41052,0
36931,13687,41055,0
36922,13684,41060,0
36920,13686,41072,0
36922,13693,41087,0
36924,13697,41099,0
36923,13697,41107,0
36918,13696,41111,0
36914,13691,41111,0
36912,13687,41110,0
36913,13684,41108,0
36912,13681,41099,0
36910,13676,41079,0
36906,13667,41054,0
36899,13654,41029,0
36890,13640,41006,0
36878,13624,40984,0
36868,13609,40968,0
36862,13598,40956,0
36858,13590,40944,0
36848,13577,40925,0
36836,13561,40900,0
36829,13544,40876,0
36823,13527,40853,0
36813,13513,40832,0
36800,13502,40811,0
36783,13490,40793,0
36765,13476,40776,0
36746,13461,40760,0
36725,13447,40743,0
36702,13435,40726,0
36680,13424,40708,0
36668,13417,40691,0
36664,13413,40675,0
36659,13408,40659,0
36651,13399,40640,0
36645,13392,40619,0
36643,13388,40600,0
36643,13385,40587,0
36642,13383,40577,0
36639,13379,40565,0
36636,13371,40546,0
36632,13360,40524,0
36626,13350,40503,0
36620,13342,40488,0
36614,13336,40477,0
36606,13328,40466,0
36600,13320,40456,0
36600,13314,40448,0
36601,13314,40439,0
36602,13316,40427,0
36599,13312,40408,0
36589,13297,40380,0
36574,13276,40348,0
36560,13260,40321,0
36545,13249,40299,0
36526,13234,40276,0
36506,13216,40252,0
36492,13202,40226,0
36485,13190,40201,0
36478,13177,40180,0
36467,13162,40160,0
36453,13147,40141,0
36439,13134,40123,0
36429,13123,40105,0
36412,13107,40085,0
36386,13083,40060,0
36355,13060,40033,0
36327,13043,40005,0
36306,13030,39978,0
36290,13018,39952,0
