green_channel,red_channel,ir_channel,Anomaly_ch2,Anomaly_ch2,Anomaly_ch2
31261,55342,12619,0,0,0
31550,55693,8400,0,0,0
31840,56048,5445,0,0,0
32130,56402,3586,0,0,0
32421,56753,2625,0,0,0
32707,57094,2362,0,0,0
32987,57424,2607,0,0,0
33256,57737,3194,0,0,0
33511,58033,3981,0,0,0
33746,58305,4860,0,0,0
33957,58549,5745,0,0,0
34142,58763,6579,0,0,0
34298,58944,7322,0,0,0
34427,59097,7959,0,0,0
34538,59227,8485,0,0,0
34635,59334,8899,0,0,0
34711,59412,9207,0,0,0
34765,59464,9415,0,0,0
34794,59492,9535,0,0,0
34795,59494,9580,0,0,0
34769,59468,9562,0,0,0
34725,59419,9490,0,0,0
34670,59353,9374,0,0,0
34612,59282,9227,0,0,0
34547,59206,9061,0,0,0
34473,59122,8878,0,0,0
34394,59028,8678,0,0,0
34307,58921,8466,0,0,0
34214,58806,8249,0,0,0
34116,58684,8028,0,0,0
34017,58560,7807,0,0,0
33924,58441,7593,0,0,0
33833,58327,7383,0,0,0
33747,58219,7173,0,0,0
33658,58109,6962,0,0,0
33566,57995,6742,0,0,0
33478,57882,6522,0,0,0
33397,57774,6311,0,0,0
33319,57669,6110,0,0,0
33244,57569,5916,0,0,0
33171,57473,5724,0,0,0
33089,57375,5531,0,0,0
33001,57272,5336,0,0,0
32913,57168,5147,0,0,0
32831,57069,4968,0,0,0
32752,56975,4797,0,0,0
32678,56891,4635,0,0,0
32618,56821,4490,0,0,0
32576,56766,4366,0,0,0
32545,56724,4265,0,0,0
32517,56690,4181,0,0,0
32491,56663,4115,0,0,0
32471,56646,4067,0,0,0
32456,56635,4036,0,0,0
32448,56634,4024,0,0,0
32451,56642,4029,0,0,0
32462,56653,4044,0,0,0
32481,56669,4072,0,0,0
32509,56694,4117,0,0,0
32539,56727,4173,0,0,0
32567,56763,4236,0,0,0
32596,56802,4310,0,0,0
32629,56845,4397,0,0,0
32670,56892,4493,0,0,0
32716,56940,4591,0,0,0
32763,56988,4689,0,0,0
32812,57036,4783,0,0,0
32860,57083,4872,0,0,0
32902,57130,4960,0,0,0
32946,57182,5049,0,0,0
32992,57235,5132,0,0,0
33036,57282,5203,0,0,0
33073,57320,5260,0,0,0
33098,57346,5299,0,0,0
33107,57355,5316,0,0,0
33101,57350,5315,0,0,0
33086,57341,5300,0,0,0
33072,57332,5274,0,0,0
33058,57319,5238,0,0,0
33040,57295,5189,0,0,0
33017,57265,5129,0,0,0
32981,57225,5060,0,0,0
32932,57175,4981,0,0,0
32881,57120,4893,0,0,0
32838,57064,4799,0,0,0
32798,57008,4698,0,0,0
32756,56951,4593,0,0,0
32713,56894,4483,0,0,0
32667,56833,4371,0,0,0
32622,56772,4262,0,0,0
32581,56718,4162,0,0,0
32540,56669,4063,0,0,0
32498,56619,3956,0,0,0
32448,56560,3835,0,0,0
32389,56489,3704,0,0,0
32325,56412,3573,0,0,0
32261,56336,3446,0,0,0
32200,56262,3324,0,0,0
32141,56189,3206,0,0,0
32080,56114,3088,0,0,0
32020,56039,2976,0,0,0
31963,55968,2871,0,0,0
31914,55902,2771,0,0,0
31872,55844,2672,0,0,0
31831,55790,2572,0,0,0
31792,55737,2469,0,0,0
31752,55684,2365,0,0,0
31713,55632,2265,0,0,0
31678,55585,2171,0,0,0
31639,55535,2080,0,0,0
31594,55485,1994,0,0,0
31550,55440,1911,0,0,0
31512,55397,1830,0,0,0
31477,55353,1751,0,0,0
31436,55306,1670,0,0,0
31395,55260,1590,0,0,0
31360,55220,1516,0,0,0
31332,55186,1448,0,0,0
31311,55160,1389,0,0,0
31296,55138,1338,0,0,0
31285,55118,1292,0,0,0
31275,55098,1248,0,0,0
31265,55079,1204,0,0,0
31250,55057,1155,0,0,0
31229,55031,1101,0,0,0
31206,55000,1043,0,0,0
31181,54964,982,0,0,0
31155,54931,924,0,0,0
31129,54901,874,0,0,0
31094,54869,826,0,0,0
31057,54835,773,0,0,0
31024,54801,718,0,0,0
30992,54764,658,0,0,0
30958,54728,595,0,0,0
30929,54702,550,0,0,0
30916,54697,544,0,0,0
30928,54720,579,0,0,0
30969,54777,660,0,0,0
31035,54860,788,0,0,0
31122,54969,974,0,0,0
31237,55109,1225,0,0,0
31382,55284,1538,0,0,0
31558,55495,1908,0,0,0
31763,55738,2336,0,0,0
31995,56011,2823,0,0,0
32253,56315,3366,0,0,0
32524,56641,3949,0,0,0
32800,56978,4561,0,0,0
33079,57323,5194,0,0,0
33361,57672,5835,0,0,0
33642,58019,6471,0,0,0
33915,58353,7090,0,0,0
34181,58672,7688,0,0,0
34443,58979,8261,0,0,0
34691,59267,8796,0,0,0
34913,59527,9282,0,0,0
