green_channel,red_channel,ir_channel,Anomaly
53882,10139,50716,0
53910,10171,50778,0
53965,10227,50884,0
54050,10323,51032,0
54163,10465,51226,0
54300,10644,51472,0
54465,10849,51762,0
54655,11065,52084,0
54859,11281,52422,0
55064,11503,52769,0
55270,11737,53117,0
55480,11976,53458,0
55681,12198,53784,0
55862,12393,54085,0
56025,12566,54345,0
56163,12711,54557,0
56270,12826,54729,0
56351,12918,54876,0
56414,12993,54998,0
56464,13053,55085,0
56495,13093,55141,0
56509,13112,55167,0
56516,13119,55172,0
56512,13111,55154,0
56495,13076,55104,0
56465,13022,55023,0
56420,12955,54925,0
56363,12881,54818,0
56302,12805,54709,0
56243,12735,54607,0
56183,12668,54510,0
56118,12598,54407,0
56053,12527,54300,0
55993,12456,54190,0
55932,12388,54083,0
55869,12322,53985,0
55809,12258,53889,0
55760,12200,53798,0
55715,12148,53717,0
55669,12097,53643,0
55628,12046,53565,0
55591,11998,53481,0
55552,11955,53402,0
55515,11913,53342,0
55481,11872,53289,0
55450,11834,53227,0
55422,11809,53156,0
55395,11795,53098,0
55371,11781,53060,0
55349,11766,53040,0
55329,11756,53041,0
55321,11754,53055,0
55327,11760,53075,0
55340,11776,53101,0
55354,11808,53140,0
55366,11846,53193,0
55388,11884,53256,0
55419,11916,53323,0
55451,11943,53394,0
55487,11973,53464,0
55532,12015,53531,0
55582,12067,53592,0
55632,12117,53651,0
55669,12153,53707,0
55684,12169,53737,0
55679,12170,53739,0
55658,12164,53727,0
55634,12147,53713,0
55611,12120,53697,0
55583,12088,53668,0
55544,12054,53618,0
55502,12021,53559,0
55469,11991,53500,0
55447,11954,53442,0
55427,11906,53385,0
55405,11853,53322,0
55386,11808,53253,0
55368,11772,53179,0
55342,11727,53100,0
55309,11672,53018,0
55276,11623,52932,0
55240,11577,52839,0
55196,11524,52753,0
55138,11460,52678,0
55067,11388,52590,0
54984,11315,52485,0
54900,11248,52384,0
54826,11187,52303,0
54766,11129,52234,0
54711,11069,52163,0
54655,11009,52089,0
54596,10951,52012,0
54537,10896,51931,0
54481,10839,51852,0
54428,10779,51777,0
54382,10723,51706,0
54344,10676,51640,0
54312,10637,51580,0
54290,10607,51534,0
54275,10585,51490,0
54254,10566,51437,0
54227,10549,51387,0
54204,10535,51343,0
54183,10520,51299,0
54161,10503,51252,0
54136,10486,51211,0
54114,10465,51184,0
54102,10445,51163,0
54097,10428,51136,0
54097,10413,51112,0
54097,10395,51090,0
54094,10377,51064,0
54076,10359,51033,0
54046,10326,50995,0
54009,10278,50952,0
53969,10227,50901,0
53926,10177,50836,0
53888,10130,50767,0
53862,10089,50707,0
53847,10060,50660,0
53835,10044,50621,0
53821,10040,50586,0
53809,10040,50569,0
