green_channel,red_channel,ir_channel,Anomaly
48922,53808,43683,0
48903,53794,43650,0
48881,53779,43617,0
48858,53761,43582,0
48831,53738,43544,0
48804,53715,43506,0
48779,53694,43468,0
48760,53678,43431,0
48743,53667,43395,0
48724,53658,43356,0
48705,53649,43314,0
48688,53637,43272,0
48668,53623,43231,0
48647,53607,43192,0
48625,53587,43153,0
48599,53563,43110,0
48570,53537,43065,0
48539,53510,43020,0
48510,53484,42977,0
48480,53458,42933,0
48447,53429,42887,0
48411,53399,42839,0
48379,53372,42790,0
48349,53346,42743,0
48322,53319,42698,0
48296,53293,42655,0
48276,53271,42616,0
48261,53254,42578,0
48247,53240,42540,0
48234,53230,42506,0
48225,53224,42481,0
48222,53222,42471,0
48226,53226,42476,0
48240,53243,42502,0
48271,53275,42554,0
48321,53326,42641,0
48396,53399,42771,0
48507,53501,42959,0
48656,53638,43217,0
48845,53815,43545,0
49072,54025,43938,0
49337,54267,44388,0
49639,54538,44890,0
49968,54831,45432,0
50309,55135,45996,0
50653,55444,46559,0
50992,55747,47106,0
51314,56034,47623,0
51612,56302,48099,0
51884,56544,48528,0
52124,56759,48909,0
52331,56946,49243,0
52506,57106,49527,0
52656,57241,49762,0
52778,57350,49951,0
52868,57436,50096,0
52932,57496,50201,0
52975,57534,50272,0
52998,57556,50314,0
53002,57562,50334,0
52993,57552,50329,0
52972,57529,50305,0
52939,57498,50266,0
52897,57458,50212,0
52847,57411,50142,0
52796,57358,50060,0
52743,57298,49967,0
52689,57235,49868,0
52632,57171,49765,0
52574,57109,49659,0
52511,57047,49550,0
52438,56982,49434,0
52358,56912,49312,0
52276,56840,49188,0
52191,56764,49058,0
52097,56684,48920,0
51996,56600,48770,0
51891,56511,48606,0
51782,56416,48431,0
51672,56317,48252,0
51564,56218,48076,0
51462,56124,47907,0
51365,56035,47744,0
51276,55954,47590,0
51198,55883,47450,0
51132,55821,47328,0
51080,55769,47229,0
51041,55726,47152,0
51014,55696,47095,0
51001,55679,47060,0
50999,55675,47048,0
51008,55681,47059,0
51029,55699,47093,0
51061,55730,47147,0
51103,55773,47221,0
51151,55822,47310,0
51205,55876,47407,0
51264,55933,47509,0
51325,55993,47618,0
51389,56052,47729,0
51453,56110,47841,0
51515,56165,47950,0
51571,56214,48052,0
51622,56256,48142,0
51669,56291,48214,0
51707,56320,48267,0
51731,56342,48303,0
51741,56352,48321,0
51742,56352,48324,0
51733,56341,48312,0
51715,56323,48284,0
51689,56299,48243,0
51659,56271,48190,0
51621,56238,48124,0
51574,56197,48045,0
51523,56149,47954,0
51472,56096,47856,0
51415,56037,47752,0
51349,55971,47644,0
51277,55904,47533,0
51200,55835,47416,0
51117,55765,47295,0
51031,55695,47171,0
50948,55628,47041,0
50871,55563,46909,0
50794,55500,46778,0
50714,55435,46649,0
50637,55371,46521,0
50562,55306,46396,0
50489,55244,46274,0
50418,55186,46158,0
50350,55132,46047,0
50286,55078,45941,0
50226,55025,45840,0
50171,54974,45742,0
50121,54927,45650,0
50077,54886,45567,0
50039,54850,45488,0
50004,54815,45411,0
49973,54781,45339,0
49943,54751,45275,0
49914,54722,45220,0
49887,54693,45166,0
49864,54665,45115,0
49844,54640,45066,0
49821,54617,45018,0
49796,54594,44973,0
49772,54571,44930,0
49747,54548,44889,0
49719,54523,44847,0
49687,54495,44803,0
49658,54465,44760,0
49630,54437,44722,0
49603,54415,44684,0
49580,54398,44646,0
49565,54386,44613,0
49554,54378,44583,0
49545,54370,44555,0
49540,54364,44528,0
49536,54360,44502,0
49529,54358,44478,0
49519,54354,44458,0
49507,54347,44437,0
49495,54337,44418,0
