green_channel,red_channel,ir_channel,Anomaly
17608,49594,5264,0
17587,49576,5210,0
17547,49532,5129,0
17494,49470,5033,0
17458,49434,4966,0
17428,49409,4912,0
17376,49354,4827,0
17316,49289,4730,0
17272,49251,4658,0
17231,49219,4591,0
17170,49159,4493,0
17108,49092,4386,0
17066,49050,4303,0
17025,49009,4221,0
16965,48939,4110,0
16906,48871,4009,0
16868,48831,3943,0
16829,48788,3876,0
16776,48722,3786,0
16731,48668,3708,0
16705,48642,3663,0
16673,48606,3612,0
16622,48546,3537,0
16579,48501,3473,0
16554,48488,3434,0
16520,48463,3378,0
16471,48412,3292,0
16434,48374,3222,0
16414,48357,3180,0
16381,48321,3117,0
16330,48257,3028,0
16294,48212,2960,0
16273,48192,2914,0
16236,48151,2844,0
16182,48087,2751,0
16147,48050,2687,0
16130,48043,2651,0
16102,48017,2593,0
16062,47974,2520,0
16038,47952,2476,0
16021,47944,2447,0
15980,47907,2385,0
15933,47856,2307,0
15911,47837,2264,0
15899,47832,2239,0
15866,47800,2186,0
15828,47761,2126,0
15820,47762,2111,0
15834,47786,2131,0
15846,47802,2152,0
15876,47835,2206,0
15956,47923,2336,0
16065,48043,2520,0
16180,48161,2730,0
16316,48306,2988,0
16489,48501,3312,0
16679,48712,3661,0
16865,48906,4000,0
17060,49110,4354,0
17276,49344,4741,0
17481,49570,5116,0
17659,49764,5451,0
17837,49957,5779,0
18026,50162,6111,0
18196,50342,6404,0
18339,50483,6642,0
18477,50619,6866,0
18613,50764,7089,0
18719,50882,7268,0
18793,50962,7392,0
18863,51039,7504,0
18932,51119,7613,0
18970,51166,7677,0
18982,51175,7696,0
18998,51190,7717,0
19018,51213,7741,0
19011,51203,7721,0
18981,51163,7664,0
18961,51143,7622,0
18949,51138,7595,0
18915,51101,7540,0
18865,51044,7466,0
18836,51016,7422,0
18820,51007,7393,0
18781,50968,7329,0
18731,50913,7249,0
18700,50882,7195,0
18675,50857,7146,0
18627,50796,7056,0
18569,50721,6949,0
18524,50669,6863,0
18472,50618,6771,0
18395,50536,6641,0
18312,50446,6503,0
18247,50380,6396,0
18190,50321,6294,0
18119,50240,6168,0
18054,50161,6053,0
18013,50110,5977,0
17974,50065,5906,0
17919,50005,5816,0
