green_channel,red_channel,ir_channel,Anomaly
32739,47367,59525,0
33051,47407,59767,0
33336,47444,59988,0
33546,47470,60167,0
33758,47497,60347,0
33998,47531,60539,0
34181,47556,60692,0
34279,47567,60799,0
34385,47577,60910,0
34521,47591,61026,0
34596,47596,61095,0
34600,47591,61116,0
34623,47591,61147,0
34675,47598,61184,0
34666,47596,61175,0
34608,47586,61133,0
34592,47585,61114,0
34595,47589,61106,0
34523,47582,61058,0
34409,47570,60988,0
34361,47569,60949,0
34349,47573,60925,0
34273,47566,60869,0
34163,47556,60800,0
34111,47555,60763,0
34080,47553,60736,0
33986,47539,60676,0
33876,47521,60611,0
33841,47516,60585,0
33832,47516,60567,0
33766,47506,60518,0
33693,47496,60472,0
33694,47499,60466,0
33707,47504,60464,0
33652,47497,60429,0
33594,47491,60397,0
33603,47494,60399,0
33605,47494,60391,0
33532,47479,60345,0
33463,47466,60306,0
33462,47466,60298,0
33453,47466,60278,0
33378,47455,60227,0
33318,47447,60192,0
33325,47451,60190,0
33315,47452,60176,0
33249,47440,60135,0
33207,47432,60113,0
33220,47436,60118,0
33207,47438,60106,0
33145,47432,60074,0
33122,47431,60068,0
33154,47437,60088,0
33153,47437,60084,0
33110,47431,60060,0
33112,47431,60064,0
33159,47439,60091,0
33162,47438,60092,0
33126,47429,60076,0
33139,47428,60091,0
33182,47434,60119,0
33161,47429,60111,0
33102,47418,60083,0
33105,47419,60085,0
33138,47424,60098,0
33103,47418,60074,0
33039,47408,60038,0
33035,47411,60035,0
33047,47417,60037,0
32988,47410,59999,0
32902,47399,59951,0
32877,47399,59935,0
32863,47403,59921,0
32779,47394,59870,0
32677,47383,59812,0
32633,47383,59782,0
32596,47382,59749,0
32500,47367,59682,0
32409,47353,59617,0
32385,47352,59587,0
32357,47350,59550,0
32263,47337,59478,0
32178,47325,59411,0
32161,47324,59377,0
32132,47319,59335,0
32035,47304,59265,0
31954,47294,59209,0
31935,47296,59184,0
31895,47293,59146,0
31800,47282,59084,0
31736,47276,59038,0
31727,47277,59019,0
31682,47274,58986,0
31582,47262,58930,0
31515,47256,58895,0
31497,47258,58878,0
31441,47251,58836,0
31346,47237,58778,0
31298,47230,58748,0
31291,47228,58734,0
31233,47218,58691,0
