green_channel,red_channel,ir_channel,Anomaly
30001,11920,34438,0
29947,11872,34353,0
29892,11822,34267,0
29837,11772,34185,0
29796,11744,34122,0
29770,11731,34077,0
29749,11720,34035,0
29738,11716,34001,0
29745,11733,33992,0
29762,11763,33999,0
29783,11792,34007,0
29813,11824,34022,0
29857,11871,34059,0
29911,11928,34116,0
29978,11994,34188,0
30080,12089,34305,0
30243,12240,34506,0
30478,12457,34808,0
30791,12741,35212,0
31186,13096,35720,0
31645,13510,36322,0
32141,13956,36982,0
32663,14422,37670,0
33202,14907,38379,0
33738,15396,39090,0
34248,15862,39772,0
34724,16294,40410,0
35170,16696,41005,0
35576,17067,41553,0
35931,17398,42042,0
36238,17686,42467,0
36502,17935,42839,0
36723,18144,43161,0
36901,18314,43434,0
37040,18445,43654,0
37145,18543,43825,0
37217,18612,43952,0
37261,18649,44035,0
37280,18656,44078,0
37273,18636,44083,0
37242,18589,44050,0
37185,18516,43985,0
37109,18435,43899,0
37025,18354,43803,0
36924,18260,43689,0
36797,18140,43547,0
36661,18007,43388,0
36535,17878,43225,0
36414,17752,43058,0
36282,17619,42878,0
36143,17485,42694,0
36016,17362,42523,0
35902,17250,42364,0
35790,17144,42215,0
35686,17053,42080,0
35599,16978,41964,0
35523,16911,41865,0
35449,16847,41774,0
35384,16794,41694,0
35333,16755,41628,0
35289,16719,41567,0
35239,16673,41497,0
35182,16619,41421,0
35127,16567,41347,0
35067,16508,41271,0
35000,16434,41187,0
34935,16360,41096,0
34882,16302,41008,0
34833,16251,40927,0
34778,16195,40848,0
34721,16139,40772,0
34667,16090,40707,0
34613,16043,40644,0
34556,15995,40580,0
34508,15959,40524,0
34476,15937,40484,0
34450,15921,40452,0
34427,15906,40427,0
34415,15897,40412,0
34411,15892,40401,0
34404,15878,40387,0
34394,15860,40375,0
34388,15856,40376,0
34383,15856,40379,0
34370,15846,40374,0
34357,15832,40367,0
34356,15827,40368,0
34358,15826,40371,0
34352,15817,40361,0
34337,15801,40344,0
34318,15786,40325,0
34291,15771,40303,0
34255,15748,40273,0
34219,15723,40239,0
34191,15700,40203,0
34161,15675,40156,0
34118,15639,40089,0
34070,15595,40009,0
34016,15544,39923,0
33948,15478,39820,0
33867,15398,39705,0
33788,15318,39594,0
33710,15240,39490,0
33625,15158,39381,0
33531,15066,39261,0
33437,14974,39137,0
33340,14883,39012,0
