green_channel,red_channel,ir_channel,Anomaly
32333,41142,23791,1
32246,41062,23689,0
32157,40981,23583,0
32070,40903,23476,0
31988,40827,23371,0
31908,40754,23268,0
31827,40681,23164,0
31747,40610,23062,0
31669,40541,22964,0
31592,40474,22868,0
31519,40412,22776,0
31449,40353,22690,0
31382,40296,22611,0
31318,40239,22536,0
31256,40185,22462,0
31195,40133,22389,0
31130,40083,22315,0
31062,40032,22240,0
30993,39981,22165,0
30924,39928,22090,0
30857,39876,22021,0
30797,39827,21956,0
30741,39779,21890,0
30685,39730,21821,0
30627,39676,21750,0
30570,39623,21679,0
30514,39572,21608,0
30462,39524,21539,0
30415,39478,21472,0
30371,39437,21411,0
30330,39399,21354,0
30289,39359,21299,0
30247,39321,21247,0
30205,39288,21197,0
30163,39257,21146,0
30119,39225,21095,0
30077,39191,21046,0
30039,39158,21001,0
30004,39128,20956,0
29967,39099,20908,0
29927,39065,20854,0
29884,39027,20795,0
29841,38987,20734,0
29793,38945,20671,0
29738,38901,20605,0
29678,38853,20538,0
29613,38801,20469,0
29544,38746,20396,0
29471,38685,20317,0
29396,38621,20236,0
29323,38557,20156,0
29256,38496,20083,0
29201,38448,20026,0
29165,38418,19992,0
29161,38418,19993,0
29198,38462,20045,0
29288,38555,20165,0
29439,38700,20360,0
29655,38902,20633,0
29935,39162,20983,0
30272,39472,21401,0
30647,39814,21868,0
31043,40174,22362,0
31447,40540,22864,0
31847,40897,23357,0
32228,41234,23827,0
32583,41543,24265,0
32906,41822,24663,0
33192,42066,25014,0
33441,42275,25317,0
33652,42452,25576,0
33828,42597,25791,0
33967,42712,25964,0
34070,42799,26095,0
34142,42860,26191,0
34186,42898,26254,0
34209,42917,26289,0
34215,42920,26300,0
34206,42911,26291,0
34185,42890,26267,0
34154,42857,26228,0
34114,42814,26178,0
34067,42762,26121,0
34014,42706,26057,0
33962,42651,25989,0
33912,42597,25917,0
33862,42544,25845,0
33811,42492,25776,0
33760,42441,25710,0
33707,42391,25645,0
33655,42342,25578,0
33605,42296,25512,0
33558,42253,25448,0
33512,42212,25381,0
33465,42169,25310,0
33417,42122,25234,0
33364,42072,25155,0
33304,42017,25072,0
33233,41953,24981,0
33149,41881,24880,0
33060,41805,24775,0
32970,41731,24671,0
32879,41657,24564,0
32787,41580,24457,0
32697,41504,24352,0
32613,41435,24257,0
32535,41373,24171,0
32465,41315,24096,0
32407,41263,24033,0
32365,41219,23982,0
32339,41188,23944,0
32324,41169,23919,0
32319,41161,23909,0
32322,41162,23910,0
32336,41173,23924,0
32362,41194,23953,0
32397,41223,23993,0
32435,41260,24040,0
32476,41304,24090,0
32521,41351,24142,0
32566,41394,24193,0
32609,41434,24239,0
32649,41471,24282,0
32684,41504,24323,0
32713,41530,24359,0
32734,41549,24385,0
32749,41563,24401,0
32760,41572,24407,0
32761,41574,24402,0
32754,41565,24386,0
32739,41549,24362,0
32718,41529,24332,0
32689,41503,24297,0
32650,41470,24251,0
32601,41428,24193,0
32544,41379,24129,0
32481,41322,24059,0
32413,41258,23980,0
32339,41188,23892,0
32263,41115,23801,0
32186,41040,23707,0
32107,40963,23608,0
32026,40885,23506,0
31946,40811,23406,0
31867,40741,23309,0
31786,40674,23214,0
31703,40606,23121,0
31621,40537,23031,0
31542,40469,22939,0
31467,40403,22847,0
31392,40337,22757,0
31319,40272,22670,0
31249,40208,22583,0
31179,40145,22495,0
31108,40082,22406,0
31040,40019,22314,0
30973,39956,22222,0
30908,39894,22133,0
30844,39837,22051,0
30781,39782,21972,0
30716,39725,21895,0
30655,39671,21820,0
30598,39620,21749,0
30544,39575,21680,0
30490,39532,21612,0
30438,39492,21548,0
30393,39458,21490,0
30354,39427,21435,0
