green_channel,red_channel,ir_channel,Anomaly
34048,15547,40857,0
34062,15567,40877,0
34100,15609,40933,0
34163,15676,41030,0
34255,15779,41178,0
34370,15914,41375,0
34499,16062,41603,0
34646,16218,41858,0
34825,16394,42155,0
35033,16599,42491,0
35247,16816,42844,0
35467,17033,43210,0
35702,17260,43596,0
35942,17498,43993,0
36174,17728,44377,0
36404,17947,44745,0
36645,18170,45115,0
36886,18392,45481,0
37104,18595,45817,0
37296,18778,46125,0
37471,18950,46417,0
37622,19101,46677,0
37741,19217,46889,0
37843,19314,47073,0
37945,19414,47253,0
38039,19509,47419,0
38106,19574,47546,0
38145,19612,47635,0
38175,19639,47702,0
38189,19652,47742,0
38179,19645,47747,0
38167,19634,47744,0
38165,19633,47748,0
38158,19627,47747,0
38135,19601,47730,0
38106,19569,47706,0
38084,19552,47691,0
38065,19540,47675,0
38040,19519,47648,0
38027,19510,47633,0
38038,19533,47648,0
38050,19562,47667,0
38054,19580,47677,0
38064,19598,47692,0
38081,19615,47711,0
38088,19619,47715,0
38081,19608,47701,0
38082,19605,47694,0
38096,19615,47704,0
38103,19620,47708,0
38099,19615,47698,0
38104,19621,47698,0
38122,19646,47714,0
38142,19674,47727,0
38162,19700,47733,0
38190,19732,47744,0
38217,19763,47753,0
38222,19768,47732,0
38200,19738,47681,0
38163,19692,47617,0
38120,19635,47541,0
38065,19563,47444,0
38005,19490,47345,0
37952,19432,47269,0
37899,19382,47205,0
37846,19332,47140,0
37814,19298,47085,0
37815,19297,47057,0
37832,19316,47049,0
37841,19328,47041,0
37837,19330,47029,0
37836,19336,47025,0
37835,19343,47022,0
37826,19336,47005,0
37816,19326,46992,0
37814,19328,46999,0
37807,19327,47002,0
37790,19311,46985,0
37784,19302,46971,0
37802,19315,46971,0
37828,19337,46977,0
37852,19355,46982,0
37875,19372,46992,0
37898,19389,47011,0
37907,19387,47010,0
37893,19358,46974,0
37871,19326,46928,0
37852,19304,46892,0
37818,19268,46843,0
37766,19214,46771,0
37719,19163,46696,0
37687,19123,46626,0
37658,19080,46553,0
37625,19032,46481,0
37596,18990,46423,0
37572,18955,46376,0
37541,18912,46318,0
37505,18869,46247,0
37482,18844,46188,0
37465,18832,46140,0
37434,18806,46076,0
37389,18766,46001,0
37344,18728,45936,0
37297,18687,45869,0
37243,18630,45784,0
37189,18569,45693,0
37141,18519,45613,0
37084,18463,45528,0
37006,18382,45417,0
36923,18287,45294,0
36856,18207,45186,0
36801,18139,45089,0
36744,18065,44983,0
36685,17988,44874,0
36635,17929,44783,0
36593,17882,44702,0
36547,17833,44615,0
36504,17789,44539,0
36477,17761,44484,0
36445,17724,44421,0
36392,17663,44332,0
36340,17600,44244,0
36300,17545,44169,0
36250,17475,44082,0
36180,17386,43976,0
36103,17300,43868,0
36021,17221,43764,0
35932,17140,43655,0
35850,17054,43538,0
35786,16980,43436,0
35739,16924,43352,0
35688,16864,43260,0
35631,16793,43155,0
35585,16732,43064,0
35550,16685,42990,0
35515,16638,42919,0
35479,16595,42855,0
35451,16566,42812,0
35427,16543,42780,0
35396,16512,42737,0
35361,16480,42686,0
35338,16463,42642,0
35324,16456,42599,0
35299,16438,42535,0
35262,16410,42453,0
35224,16379,42364,0
35175,16334,42259,0
35109,16272,42133,0
35046,16208,42005,0
34995,16160,41893,0
34942,16113,41783,0
34885,16054,41665,0
34841,16003,41560,0
34821,15983,41496,0
34816,15991,41470,0
34812,16008,41463,0
34812,16034,41473,0
34828,16085,41510,0
34864,16157,41572,0
34914,16239,41651,0
34981,16338,41758,0
35068,16457,41897,0
35157,16572,42037,0
35238,16669,42155,0
35324,16770,42268,0
35419,16884,42387,0
35508,16993,42494,0
35588,17089,42582,0
35665,17184,42661,0
35734,17276,42736,0
35782,17347,42790,0
35813,17396,42820,0
35846,17441,42840,0
35886,17488,42853,0
35914,17519,42850,0
35928,17535,42839,0
35945,17553,42836,0
35966,17577,42840,0
35981,17590,42834,0
35998,17604,42831,0
36039,17647,42867,0
36108,17722,42949,0
36192,17808,43062,0
36292,17909,43209,0
36424,18046,43407,0
36590,18213,43644,0
36785,18393,43910,0
37010,18597,44220,0
37264,18838,44587,0
37530,19096,44988,0
37797,19349,45395,0
38079,19611,45814,0
38383,19895,46262,0
38688,20189,46725,0
38976,20470,47177,0
39246,20736,47605,0
39505,20994,48014,0
39749,21235,48399,0
39967,21440,48744,0
40155,21614,49055,0
40320,21772,49342,0
40455,21895,49584,0
40551,21969,49763,0
40623,22017,49909,0
40685,22059,50039,0
40723,22077,50132,0
40733,22061,50181,0
40739,22035,50212,0
40742,22005,50231,0
40724,21962,50228,0
40689,21908,50203,0
40647,21856,50169,0
40599,21804,50129,0
40542,21743,50077,0
40482,21676,50019,0
40435,21621,49973,0
40402,21583,49944,0
40363,21542,49910,0
40314,21491,49861,0
40273,21450,49818,0
40242,21423,49785,0
40206,21392,49746,0
40160,21355,49702,0
40111,21318,49663,0
40058,21272,49619,0
39998,21214,49561,0
39953,21172,49510,0
39937,21165,49486,0
39932,21171,49473,0
39915,21162,49452,0
39904,21152,49431,0
39917,21164,49431,0
39938,21179,49440,0
39939,21170,49430,0
39918,21139,49394,0
39891,21109,49346,0
39863,21082,49289,0
39826,21044,49214,0
39789,21004,49141,0
39753,20974,49079,0
39701,20931,49006,0
39631,20866,48918,0
39572,20807,48839,0
39533,20763,48773,0
39494,20720,48709,0
39450,20671,48644,0
39410,20630,48584,0
39380,20603,48534,0
39352,20575,48490,0
39331,20549,48454,0
39329,20551,48444,0
39339,20581,48453,0
39337,20602,48452,0
39320,20602,48435,0
39312,20609,48428,0
39324,20629,48438,0
39331,20642,48442,0
39324,20642,48432,0
39317,20641,48419,0
39309,20640,48400,0
39292,20626,48366,0
39275,20607,48329,0
39268,20604,48313,0
39264,20604,48308,0
39245,20585,48289,0
39216,20554,48256,0
39194,20532,48228,0
39179,20514,48203,0
39155,20483,48164,0
39123,20446,48121,0
39089,20416,48086,0
39044,20383,48042,0
38985,20334,47975,0
38935,20288,47903,0
38905,20261,47841,0
38882,20240,47781,0
38850,20206,47706,0
38808,20162,47619,0
38767,20126,47539,0
38731,20091,47463,0
38692,20044,47377,0
38651,19992,47298,0
38617,19949,47239,0
38574,19898,47171,0
38514,19833,47078,0
38457,19776,46986,0
38412,19738,46908,0
38362,19695,46824,0
38305,19636,46730,0
38250,19573,46635,0
38191,19507,46534,0
38120,19429,46415,0
38038,19339,46277,0
37952,19250,46139,0
37863,19166,46009,0
37763,19069,45872,0
37655,18956,45727,0
37561,18852,45595,0
37487,18763,45487,0
37413,18672,45387,0
37334,18575,45286,0
37266,18494,45200,0
37210,18429,45124,0
37151,18361,45033,0
37092,18290,44928,0
37045,18238,44837,0
37001,18194,44757,0
36939,18128,44659,0
36856,18039,44542,0
36765,17945,44421,0
36665,17845,44287,0
36553,17729,44131,0
36444,17607,43972,0
36348,17492,43822,0
36245,17370,43670,0
36120,17229,43502,0
35985,17078,43323,0
35855,16936,43147,0
35727,16799,42973,0
35591,16654,42791,0
35451,16508,42612,0
35318,16376,42448,0
35190,16245,42283,0
35058,16103,42108,0
34943,15976,41949,0
34855,15877,41815,0
34764,15784,41685,0
34660,15686,41553,0
34554,15594,41428,0
34449,15506,41308,0
34335,15404,41174,0
34214,15294,41026,0
34098,15197,40884,0
33986,15114,40749,0
33867,15021,40603,0
33740,14914,40446,0
33622,14818,40304,0
33520,14739,40181,0
33419,14659,40057,0
33316,14572,39925,0
33224,14495,39802,0
33145,14428,39691,0
33068,14357,39581,0
32994,14286,39480,0
32933,14232,39405,0
32877,14186,39342,0
32807,14127,39260,0
32735,14065,39165,0
32682,14021,39088,0
32640,13989,39028,0
32581,13937,38956,0
32503,13861,38864,0
32424,13788,38770,0
32349,13722,38673,0
32271,13651,38561,0
