green_channel,red_channel,ir_channel,Anomaly
4614,60092,26415,0
4698,60159,26518,0
4757,60207,26586,0
4795,60238,26622,0
4815,60250,26633,0
4816,60243,26616,0
4797,60222,26574,0
4768,60193,26517,0
4734,60156,26452,0
4687,60111,26377,0
4626,60056,26293,0
4556,59994,26201,0
4491,59934,26108,0
4432,59881,26022,0
4377,59834,25941,0
4322,59787,25863,0
4269,59740,25786,0
4221,59697,25717,0
4174,59658,25659,0
4129,59619,25604,0
4089,59578,25548,0
4053,59541,25494,0
4020,59505,25438,0
3984,59467,25379,0
3943,59425,25317,0
3896,59384,25252,0
3849,59346,25186,0
3804,59309,25123,0
3763,59274,25065,0
3722,59238,25010,0
3678,59199,24957,0
3637,59161,24910,0
3608,59134,24876,0
3590,59119,24854,0
3577,59110,24836,0
3570,59106,24823,0
3573,59111,24821,0
3581,59127,24831,0
3593,59144,24848,0
3610,59161,24869,0
3632,59181,24897,0
3660,59206,24937,0
3690,59231,24983,0
3721,59255,25027,0
3753,59276,25070,0
3786,59299,25110,0
3820,59323,25147,0
3853,59347,25181,0
3881,59366,25209,0
3898,59379,25227,0
3910,59389,25235,0
3921,59397,25239,0
3926,59401,25236,0
3918,59395,25224,0
3899,59383,25197,0
3874,59366,25161,0
3843,59341,25116,0
3804,59307,25063,0
3760,59266,25004,0
3716,59225,24941,0
3668,59182,24874,0
3612,59133,24800,0
3550,59077,24718,0
3485,59018,24629,0
3420,58960,24541,0
3352,58905,24454,0
3282,58852,24364,0
3212,58795,24272,0
3143,58737,24181,0
3073,58678,24086,0
3001,58614,23989,0
2927,58549,23894,0
2856,58489,23801,0
2787,58431,23708,0
2719,58371,23615,0
2651,58313,23522,0
2585,58259,23431,0
2521,58207,23341,0
2460,58156,23256,0
2401,58109,23176,0
2344,58066,23101,0
2291,58025,23029,0
2242,57984,22961,0
2194,57943,22897,0
2146,57903,22837,0
2097,57865,22774,0
2049,57826,22709,0
2004,57790,22650,0
1962,57760,22601,0
1918,57727,22550,0
1874,57691,22496,0
1838,57661,22446,0
1806,57638,22402,0
1776,57613,22358,0
1745,57587,22313,0
1718,57562,22271,0
1688,57538,22225,0
1655,57511,22180,0
1622,57482,22141,0
1593,57454,22107,0
1565,57428,22073,0
1537,57405,22036,0
1506,57382,21997,0
1475,57361,21958,0
1440,57337,21916,0
1402,57309,21866,0
1364,57281,21816,0
1327,57253,21771,0
1287,57222,21725,0
1242,57188,21671,0
1197,57153,21612,0
1157,57122,21555,0
1118,57093,21498,0
1077,57061,21438,0
1035,57029,21377,0
996,57001,21319,0
960,56974,21265,0
921,56946,21212,0
878,56914,21157,0
837,56879,21102,0
800,56844,21056,0
770,56813,21025,0
754,56795,21015,0
759,56799,21037,0
792,56830,21103,0
861,56895,21222,0
971,57000,21406,0
1125,57149,21657,0
1330,57338,21970,0
1588,57562,22342,0
1889,57823,22770,0
2224,58113,23238,0
2578,58415,23722,0
2943,58721,24207,0
3307,59025,24683,0
3656,59318,25135,0
3974,59586,25549,0
4256,59823,25919,0
4504,60030,26244,0
4718,60210,26522,0
4896,60359,26752,0
5038,60475,26936,0
5150,60564,27079,0
5233,60629,27183,0
5292,60671,27252,0
5331,60691,27290,0
5348,60696,27300,0
5348,60686,27286,0
5333,60662,27249,0
5304,60627,27197,0
5261,60586,27134,0
5210,60540,27064,0
5158,60492,26989,0
5109,60447,26917,0
5061,60405,26850,0
5010,60362,26784,0
4964,60322,26720,0
4927,60292,26660,0
4898,60270,26607,0
4870,60250,26557,0
4847,60230,26510,0
4833,60214,26472,0
4823,60201,26443,0
4811,60188,26417,0
4795,60169,26389,0
4778,60147,26357,0
4759,60125,26321,0
4735,60101,26281,0
4708,60073,26239,0
4680,60044,26196,0
4647,60016,26152,0
4611,59988,26105,0
4577,59961,26059,0
4548,59936,26020,0
4522,59914,25986,0
4497,59893,25953,0
4477,59876,25930,0
4465,59868,25918,0
4459,59866,25911,0
4460,59866,25906,0
4470,59873,25907,0
4489,59887,25917,0
4509,59905,25935,0
4534,59924,25957,0
4562,59946,25986,0
4593,59975,26021,0
