green_channel,red_channel,ir_channel,Anomaly
32507,53158,43824,1
32565,53208,43898,0
32601,53231,43940,0
32617,53232,43952,0
32609,53214,43935,0
32581,53179,43890,0
32535,53128,43822,0
32476,53061,43732,0
32404,52984,43625,0
32321,52899,43507,0
32231,52808,43378,0
32138,52712,43243,0
32042,52612,43104,0
31945,52511,42967,0
31849,52411,42832,0
31755,52312,42701,0
31660,52217,42577,0
31570,52131,42461,0
31486,52054,42353,0
31409,51979,42250,0
31339,51909,42154,0
31279,51848,42064,0
31223,51793,41981,0
31167,51739,41902,0
31108,51683,41825,0
31049,51625,41746,0
30992,51568,41667,0
30936,51511,41586,0
30880,51454,41502,0
30827,51400,41422,0
30781,51350,41350,0
30741,51305,41287,0
30705,51263,41232,0
30673,51228,41184,0
30645,51200,41145,0
30620,51179,41116,0
30599,51166,41095,0
30585,51161,41085,0
30580,51163,41082,0
30579,51170,41087,0
30583,51179,41100,0
30594,51191,41118,0
30611,51208,41138,0
30630,51229,41162,0
30652,51252,41191,0
30675,51278,41226,0
30700,51304,41264,0
30726,51329,41299,0
30750,51352,41330,0
30770,51373,41357,0
30786,51389,41381,0
30799,51402,41401,0
30809,51413,41419,0
30816,51423,41434,0
30820,51428,41443,0
30821,51429,41445,0
30819,51423,41441,0
30811,51411,41430,0
30798,51391,41408,0
30776,51361,41372,0
30745,51323,41324,0
30706,51279,41267,0
30661,51233,41200,0
30614,51181,41122,0
30563,51122,41035,0
30508,51058,40944,0
30446,50992,40850,0
30376,50924,40749,0
30302,50854,40644,0
30225,50782,40536,0
30147,50708,40424,0
30072,50632,40310,0
30000,50558,40196,0
29929,50487,40083,0
29855,50414,39969,0
29781,50338,39853,0
29706,50259,39736,0
29629,50180,39622,0
29550,50102,39509,0
29470,50023,39400,0
29391,49945,39294,0
29314,49870,39191,0
29239,49797,39090,0
29169,49728,38990,0
29103,49665,38894,0
29042,49607,38802,0
28982,49550,38714,0
28920,49494,38630,0
28862,49439,38553,0
28810,49387,38482,0
