green_channel,red_channel,ir_channel,Anomaly
27642,13570,43278,0
27620,13545,43235,0
27608,13527,43199,0
27601,13517,43169,0
27580,13493,43124,0
27546,13456,43067,0
27513,13427,43020,0
27481,13402,42977,0
27439,13360,42914,0
27395,13310,42839,0
27363,13272,42775,0
27339,13244,42719,0
27308,13208,42654,0
27277,13171,42588,0
27258,13150,42542,0
27246,13137,42507,0
27228,13112,42464,0
27211,13086,42424,0
27205,13075,42403,0
27202,13071,42393,0
27191,13059,42376,0
27183,13052,42363,0
27187,13063,42368,0
27190,13075,42375,0
27184,13075,42369,0
27180,13076,42364,0
27188,13090,42379,0
27196,13100,42396,0
27198,13097,42400,0
27202,13097,42402,0
27213,13108,42414,0
27219,13114,42418,0
27213,13102,42402,0
27208,13090,42387,0
27211,13089,42383,0
27206,13080,42369,0
27190,13058,42339,0
27174,13037,42311,0
27159,13023,42292,0
27136,13000,42262,0
27109,12969,42216,0
27090,12948,42177,0
27074,12937,42146,0
27052,12918,42104,0
27028,12892,42054,0
27012,12875,42017,0
26999,12863,41994,0
26979,12839,41964,0
26955,12809,41925,0
26940,12793,41897,0
26931,12785,41877,0
26916,12768,41845,0
26898,12745,41806,0
26885,12731,41779,0
26874,12721,41757,0
26855,12698,41720,0
26837,12673,41680,0
26832,12664,41656,0
26829,12661,41640,0
26819,12646,41615,0
26809,12628,41593,0
26806,12622,41584,0
26802,12617,41573,0
26789,12600,41547,0
26773,12581,41524,0
26764,12576,41516,0
26754,12571,41506,0
26736,12554,41481,0
26723,12542,41462,0
26719,12545,41464,0
26711,12544,41464,0
26695,12530,41446,0
26683,12520,41432,0
26683,12527,41433,0
26680,12529,41428,0
26668,12520,41406,0
26661,12516,41387,0
26662,12525,41381,0
26660,12525,41367,0
26651,12511,41342,0
26645,12503,41327,0
26645,12509,41328,0
26638,12509,41322,0
26626,12498,41304,0
26623,12494,41293,0
26625,12495,41289,0
26618,12484,41269,0
26604,12463,41239,0
26598,12454,41223,0
26600,12458,41221,0
26599,12455,41211,0
26594,12445,41195,0
26595,12443,41191,0
26594,12439,41191,0
26584,12419,41176,0
26570,12393,41155,0
26562,12382,41146,0
26557,12380,41144,0
26547,12371,41132,0
26542,12364,41120,0
26551,12377,41126,0
26565,12399,41141,0
26572,12412,41153,0
26584,12425,41180,0
26614,12457,41238,0
26657,12503,41317,0
26709,12555,41410,0
26778,12629,41538,0
26872,12736,41714,0
26977,12857,41919,0
27089,12981,42141,0
27214,13119,42395,0
27353,13277,42681,0
27494,13435,42968,0
27628,13577,43236,0
27765,13716,43497,0
27901,13859,43750,0
28016,13983,43969,0
28105,14077,44140,0
28177,14158,44279,0
28234,14230,44392,0
28265,14271,44460,0
28273,14280,44481,0
28270,14282,44485,0
28262,14283,44478,0
28241,14265,44443,0
28208,14226,44382,0
28178,14189,44324,0
28151,14157,44268,0
28115,14111,44189,0
28077,14058,44098,0
28050,14022,44023,0
28030,14000,43963,0
28003,13965,43895,0
27971,13923,43825,0
27947,13893,43771,0
27925,13871,43728,0
27896,13837,43676,0
27866,13798,43621,0
27844,13774,43581,0
27822,13756,43547,0
27793,13724,43496,0
27766,13688,43438,0
27750,13665,43393,0
27733,13643,43349,0
27707,13608,43288,0
27682,13571,43219,0
27665,13547,43161,0
27644,13521,43101,0
27611,13483,43029,0
27580,13448,42959,0
27556,13427,42906,0
27528,13406,42855,0
27498,13374,42797,0
27474,13348,42750,0
27459,13336,42722,0
27441,13322,42696,0
27421,13299,42662,0
27408,13285,42644,0
27406,13287,42650,0
27404,13288,42655,0
27401,13282,42651,0
27407,13283,42660,0
27420,13293,42683,0
27428,13296,42696,0
27430,13291,42699,0
27436,13295,42710,0
27444,13305,42731,0
27446,13304,42737,0
27445,13292,42730,0
27449,13290,42731,0
27454,13298,42738,0
27448,13295,42728,0
27437,13281,42703,0
27430,13272,42686,0
27421,13264,42672,0
27402,13243,42644,0
27379,13219,42609,0
27365,13211,42585,0
27352,13206,42563,0
27329,13186,42524,0
27303,13159,42478,0
27285,13143,42441,0
27269,13131,42403,0
27249,13108,42348,0
27234,13085,42293,0
27226,13072,42255,0
27214,13056,42217,0
27195,13026,42167,0
27179,12993,42118,0
27168,12969,42080,0
27149,12941,42043,0
27120,12901,41996,0
27091,12866,41956,0
27069,12849,41931,0
27046,12831,41902,0
27017,12805,41859,0
26993,12784,41821,0
26975,12773,41793,0
26954,12756,41759,0
26932,12731,41718,0
26918,12716,41689,0
26912,12715,41679,0
26907,12709,41664,0
26901,12693,41639,0
26902,12683,41626,0
26906,12683,41628,0
