green_channel,red_channel,ir_channel,Anomaly
11742,38432,43870,0
11748,38428,43878,0
11748,38425,43881,0
11750,38432,43884,0
11759,38451,43892,0
11774,38475,43904,0
11789,38494,43913,0
11806,38506,43918,0
11822,38514,43919,0
11830,38518,43916,0
11827,38516,43910,0
11821,38514,43901,0
11816,38513,43891,0
11802,38509,43876,0
11778,38498,43853,0
11756,38482,43823,0
11743,38465,43798,0
11727,38445,43778,0
11702,38420,43753,0
11684,38401,43731,0
11680,38395,43718,0
11681,38398,43712,0
11683,38401,43708,0
11690,38407,43707,0
11701,38418,43710,0
11710,38428,43712,0
11714,38433,43709,0
11722,38435,43709,0
11736,38440,43719,0
11744,38446,43738,0
11743,38451,43760,0
11741,38455,43783,0
11741,38461,43804,0
11743,38463,43815,0
11743,38456,43813,0
11743,38446,43805,0
11734,38436,43794,0
11709,38421,43777,0
11676,38400,43754,0
11649,38381,43735,0
11631,38371,43722,0
11619,38364,43707,0
11615,38356,43687,0
11619,38351,43673,0
11623,38351,43663,0
11623,38349,43652,0
11625,38348,43638,0
11633,38353,43622,0
11636,38362,43603,0
11631,38368,43580,0
11625,38370,43555,0
11618,38369,43532,0
11602,38362,43510,0
11578,38352,43488,0
11552,38342,43467,0
11527,38329,43446,0
11494,38312,43424,0
11454,38288,43394,0
11417,38259,43359,0
11385,38231,43326,0
11348,38199,43292,0
11309,38166,43249,0
11279,38138,43200,0
11255,38117,43156,0
11234,38094,43112,0
11214,38068,43063,0
11201,38043,43015,0
11194,38026,42976,0
11185,38019,42948,0
11170,38014,42921,0
11157,38008,42894,0
11144,38002,42876,0
11128,37992,42859,0
11106,37976,42834,0
11086,37960,42809,0
11065,37949,42788,0
11033,37934,42763,0
10997,37915,42732,0
10972,37900,42703,0
10953,37893,42680,0
10925,37882,42656,0
10890,37866,42625,0
10854,37850,42593,0
10818,37832,42563,0
10780,37812,42531,0
10746,37790,42491,0
10719,37769,42447,0
10695,37746,42406,0
10673,37724,42371,0
10660,37704,42342,0
10658,37694,42324,0
10659,37690,42311,0
10657,37685,42294,0
10655,37678,42272,0
10654,37677,42254,0
10649,37676,42242,0
10638,37670,42226,0
10632,37663,42207,0
10631,37661,42190,0
10619,37656,42177,0
10597,37644,42160,0
10579,37628,42139,0
10569,37615,42119,0
10556,37606,42094,0
10533,37595,42063,0
10504,37584,42028,0
10472,37572,41995,0
10432,37554,41960,0
10390,37528,41922,0
10356,37504,41886,0
10324,37485,41856,0
10288,37464,41825,0
10250,37437,41793,0
10217,37409,41761,0
10189,37383,41732,0
10161,37360,41701,0
10132,37337,41669,0
10110,37319,41643,0
10098,37308,41622,0
10089,37298,41600,0
10079,37289,41573,0
10079,37283,41543,0
10083,37280,41517,0
10080,37272,41488,0
10073,37259,41454,0
10069,37252,41423,0
10062,37249,41394,0
10046,37244,41360,0
10026,37239,41323,0
10009,37238,41292,0
9993,37239,41265,0
9974,37233,41239,0
9957,37225,41217,0
9948,37222,41202,0
9941,37219,41192,0
9930,37212,41178,0
9921,37205,41160,0
9913,37201,41141,0
9895,37195,41122,0
9868,37183,41098,0
9850,37169,41075,0
9848,37160,41064,0
9850,37158,41066,0
9854,37161,41080,0
9870,37173,41109,0
9903,37197,41157,0
9949,37230,41223,0
10004,37268,41305,0
10075,37318,41411,0
10162,37380,41539,0
10250,37446,41683,0
10341,37514,41838,0
10445,37586,42005,0
10559,37665,42182,0
10669,37750,42361,0
10781,37836,42534,0
10903,37928,42704,0
11025,38020,42872,0
11135,38100,43028,0
11235,38170,43172,0
11329,38237,43310,0
11418,38303,43444,0
11496,38362,43568,0
11569,38413,43676,0
11642,38461,43773,0
11707,38502,43861,0
11758,38536,43933,0
11802,38562,43987,0
11844,38587,44034,0
11882,38606,44075,0
11909,38615,44104,0
11933,38617,44122,0
11958,38623,44142,0
11976,38627,44164,0
11979,38627,44178,0
