green_channel,red_channel,ir_channel,Anomaly
8944,9857,56080,0
8903,9813,56027,0
8864,9767,55972,0
8832,9724,55919,0
8806,9685,55866,0
8774,9644,55811,0
8737,9605,55758,0
8705,9570,55709,0
8676,9537,55658,0
8649,9507,55604,0
8624,9484,55554,0
8600,9463,55502,0
8574,9438,55449,0
8548,9409,55399,0
8524,9378,55347,0
8498,9344,55288,0
8466,9307,55226,0
8427,9267,55165,0
8384,9224,55102,0
8341,9179,55038,0
8298,9133,54973,0
8254,9085,54910,0
8214,9040,54850,0
8178,8996,54790,0
8136,8947,54726,0
8087,8896,54659,0
8040,8846,54591,0
7998,8799,54522,0
7955,8750,54446,0
7906,8695,54357,0
7853,8638,54266,0
7800,8580,54182,0
7749,8520,54103,0
7701,8462,54029,0
7658,8409,53962,0
7622,8364,53898,0
7592,8322,53829,0
7564,8280,53757,0
7537,8237,53686,0
7506,8194,53616,0
7472,8151,53546,0
7439,8108,53478,0
7406,8066,53409,0
7374,8024,53336,0
7340,7983,53265,0
7308,7943,53199,0
7278,7906,53136,0
7250,7869,53078,0
7219,7827,53019,0
7183,7783,52958,0
7147,7741,52898,0
7111,7699,52836,0
7073,7654,52771,0
7034,7608,52703,0
6992,7562,52634,0
6946,7514,52564,0
6901,7466,52498,0
6860,7421,52434,0
6819,7376,52369,0
6777,7330,52301,0
6729,7278,52228,0
6677,7221,52151,0
6628,7164,52073,0
6578,7107,51994,0
6529,7052,51916,0
6484,7003,51848,0
6447,6968,51802,0
6428,6955,51788,0
6439,6974,51819,0
6486,7034,51915,0
6573,7147,52090,0
6707,7319,52348,0
6887,7547,52688,0
7105,7824,53096,0
7351,8137,53552,0
7619,8477,54050,0
7906,8834,54580,0
8204,9200,55132,0
8501,9566,55690,0
8791,9923,56240,0
9070,10265,56773,0
9336,10591,57280,0
9591,10901,57758,0
9834,11190,58205,0
10058,11457,58614,0
10260,11697,58979,0
10437,11907,59297,0
10588,12085,59565,0
10708,12228,59779,0
10799,12335,59937,0
10863,12406,60045,0
10903,12448,60105,0
10917,12461,60121,0
10910,12448,60099,0
10882,12412,60044,0
10841,12358,59964,0
10795,12294,59871,0
10750,12227,59773,0
10705,12157,59670,0
10659,12083,59561,0
10609,12008,59450,0
10556,11934,59338,0
10507,11865,59230,0
10464,11806,59132,0
10427,11755,59047,0
10396,11716,58976,0
10370,11688,58921,0
10348,11666,58880,0
10334,11651,58854,0
10333,11646,58839,0
10334,11645,58829,0
10329,11643,58822,0
10324,11641,58819,0
10328,11643,58822,0
10339,11650,58828,0
10351,11659,58836,0
10358,11664,58841,0
10352,11658,58835,0
10337,11641,58817,0
10316,11617,58788,0
10288,11585,58745,0
10254,11545,58695,0
10216,11501,58640,0
10176,11459,58579,0
10144,11425,58521,0
10122,11399,58470,0
10108,11376,58428,0
10097,11355,58394,0
10085,11335,58367,0
10075,11319,58349,0
10074,11315,58340,0
10083,11324,58341,0
10098,11342,58353,0
10118,11363,58370,0
10140,11385,58390,0
10166,11411,58414,0
10191,11438,58443,0
10209,11464,58472,0
10222,11486,58501,0
10234,11505,58525,0
10244,11518,58541,0
10249,11527,58551,0
10254,11534,58552,0
10257,11538,58551,0
10257,11540,58551,0
10254,11536,58550,0
10245,11527,58542,0
10231,11511,58525,0
10211,11485,58497,0
10186,11450,58455,0
10157,11408,58400,0
10127,11363,58337,0
10095,11318,58269,0
10063,11275,58199,0
10028,11231,58125,0
9986,11181,58043,0
9937,11123,57954,0
9883,11061,57860,0
9831,10997,57762,0
9783,10935,57665,0
9737,10873,57565,0
9687,10803,57462,0
9627,10726,57357,0
9566,10649,57252,0
9507,10575,57146,0
9445,10498,57044,0
9380,10419,56944,0
9317,10345,56844,0
9257,10279,56746,0
9201,10217,56648,0
9152,10159,56553,0
9111,10107,56460,0
9073,10056,56371,0
9031,10003,56287,0
8989,9952,56210,0
8951,9905,56135,0
8916,9859,56061,0
8882,9810,55992,0
8850,9761,55930,0
8821,9719,55872,0
8793,9682,55816,0
8761,9643,55765,0
8727,9604,55718,0
8697,9570,55671,0
8674,9540,55626,0
8650,9511,55582,0
8620,9478,55535,0
8589,9447,55487,0
8558,9415,55440,0
8525,9377,55395,0
8491,9340,55352,0
8458,9307,55311,0
8427,9275,55269,0
8396,9242,55225,0
8365,9210,55183,0
8339,9181,55145,0
8315,9156,55108,0
8294,9131,55067,0
8270,9102,55021,0
8243,9071,54971,0
8221,9044,54922,0
8204,9018,54874,0
8184,8990,54826,0
8160,8960,54780,0
8135,8931,54737,0
8109,8901,54696,0
8086,8873,54656,0
8066,8846,54613,0
8044,8818,54561,0
8016,8786,54508,0
7984,8751,54454,0
7950,8714,54395,0
7914,8673,54329,0
7874,8628,54261,0
7829,8576,54193,0
7777,8518,54120,0
7723,8458,54047,0
7671,8401,53975,0
7621,8349,53898,0
7576,8299,53814,0
7535,8248,53728,0
7497,8198,53638,0
7461,8150,53548,0
7423,8099,53460,0
7380,8045,53375,0
7328,7985,53290,0
7274,7920,53207,0
7223,7856,53127,0
7173,7796,53048,0
7124,7739,52971,0
7076,7684,52890,0
7031,7630,52805,0
6987,7572,52717,0
6941,7512,52629,0
6893,7447,52542,0
6846,7384,52458,0
6803,7326,52380,0
6759,7270,52304,0
6711,7211,52222,0
6663,7154,52137,0
6617,7099,52053,0
6575,7048,51974,0
6536,6999,51896,0
6497,6950,51818,0
6456,6902,51741,0
6415,6856,51665,0
6378,6813,51588,0
6341,6769,51511,0
6304,6722,51436,0
6267,6674,51363,0
6231,6628,51293,0
6195,6580,51225,0
6153,6527,51153,0
6105,6468,51079,0
6053,6408,51009,0
6004,6350,50943,0
5960,6294,50880,0
5919,6239,50815,0
5879,6187,50753,0
5843,6144,50702,0
5807,6111,50659,0
5774,6084,50621,0
5745,6062,50585,0
5717,6041,50548,0
5690,6016,50502,0
5664,5989,50449,0
5640,5961,50391,0
5614,5928,50330,0
5584,5890,50268,0
5550,5850,50203,0
5509,5802,50134,0
5463,5749,50059,0
5416,5696,49982,0
5370,5642,49906,0
5327,5587,49837,0
5289,5542,49785,0
5266,5522,49764,0
5276,5543,49797,0
5330,5620,49912,0
5435,5765,50131,0
