green_channel,red_channel,ir_channel,Anomaly
22726,46864,57748,0
22529,46693,57515,0
22380,46579,57343,0
22322,46559,57262,0
22203,46474,57106,0
21991,46299,56863,0
21846,46187,56701,0
21790,46152,56620,0
21660,46038,56445,0
21444,45846,56182,0
21303,45735,56005,0
21235,45696,55896,0
21076,45564,55680,0
20839,45360,55393,0
20690,45250,55215,0
20607,45202,55099,0
20429,45059,54877,0
20200,44867,54613,0
20086,44787,54482,0
20042,44766,54416,0
19908,44650,54247,0
19744,44505,54061,0
19708,44486,54017,0
19733,44519,54025,0
19664,44456,53935,0
19585,44383,53848,0
19642,44436,53909,0
19741,44517,54004,0
19740,44495,53994,0
19736,44476,54000,0
19854,44580,54144,0
19987,44694,54300,0
20011,44700,54347,0
20040,44717,54415,0
20181,44845,54601,0
20313,44960,54759,0
20334,44966,54798,0
20372,44996,54865,0
20508,45128,55029,0
20605,45217,55132,0
20587,45193,55114,0
20597,45203,55137,0
20693,45297,55243,0
20723,45320,55259,0
20640,45235,55156,0
20599,45201,55114,0
20639,45249,55153,0
20604,45221,55099,0
20469,45101,54944,0
20393,45048,54861,0
20388,45064,54850,0
20297,44990,54738,0
20124,44838,54543,0
20031,44769,54439,0
20008,44764,54394,0
19893,44666,54238,0
19708,44504,54019,0
19614,44438,53909,0
19579,44427,53853,0
19445,44317,53685,0
19254,44159,53470,0
19164,44101,53367,0
19118,44079,53298,0
18965,43946,53105,0
18770,43778,52878,0
18683,43719,52770,0
18628,43683,52681,0
18458,43534,52468,0
18261,43368,52243,0
18177,43317,52144,0
18114,43282,52056,0
17944,43141,51855,0
17772,43002,51667,0
17725,42981,51607,0
17688,42961,51543,0
17541,42835,51368,0
17407,42725,51225,0
17392,42732,51205,0
17367,42722,51155,0
17238,42611,50995,0
17138,42536,50883,0
17143,42562,50884,0
17110,42541,50829,0
16975,42420,50667,0
16889,42351,50574,0
16906,42376,50587,0
16865,42341,50527,0
16726,42213,50370,0
16655,42157,50294,0
16681,42194,50317,0
16641,42165,50265,0
16518,42059,50133,0
16478,42035,50094,0
16524,42088,50135,0
16486,42055,50080,0
16370,41947,49951,0
16340,41926,49920,0
16379,41969,49951,0
16322,41917,49872,0
16196,41806,49731,0
16164,41792,49691,0
16185,41827,49697,0
16100,41757,49586,0
15963,41641,49429,0
15935,41631,49391,0
15953,41664,49394,0
15864,41593,49284,0
15747,41500,49160,0
15758,41531,49175,0
15822,41599,49234,0
15802,41575,49206,0
15801,41565,49217,0
15963,41705,49409,0
16191,41893,49670,0
16363,42013,49887,0
16590,42179,50193,0
16987,42501,50693,0
17434,42856,51242,0
17817,43140,51734,0
18249,43474,52301,0
18818,43939,53018,0
19377,44386,53712,0
19830,44727,54297,0
20306,45099,54923,0
20863,45557,55630,0
21345,45940,56236,0
21685,46192,56691,0
22036,46469,57161,0
22445,46811,57672,0
22749,47050,58047,0
22912,47161,58273,0
23098,47310,58525,0
23330,47511,58808,0
23448,47598,58948,0
23443,47573,58956,0
23476,47602,59012,0
23552,47677,59100,0
23516,47642,59051,0
23383,47521,58904,0
23321,47478,58836,0
23313,47487,58805,0
23196,47387,58647,0
23005,47222,58423,0
22901,47151,58304,0
22848,47126,58227,0
22693,46996,58037,0
22492,46826,57813,0
22396,46766,57710,0
22338,46742,57638,0
22172,46607,57451,0
21976,46445,57245,0
21892,46392,57156,0
21833,46358,57079,0
21666,46215,56883,0
21487,46065,56682,0
21421,46026,56594,0
21366,45988,56496,0
21199,45842,56279,0
21030,45698,56077,0
20970,45660,55992,0
20907,45614,55890,0
20748,45476,55693,0
20622,45376,55551,0
20615,45387,55531,0
20595,45370,55479,0
20487,45263,55340,0
20425,45210,55273,0
20467,45260,55321,0
20465,45263,55314,0
20376,45181,55224,0
20355,45173,55220,0
20440,45267,55323,0
20474,45300,55357,0
20433,45255,55317,0
20475,45294,55376,0
20607,45418,55525,0
20666,45463,55591,0
20652,45437,55589,0
20725,45498,55684,0
20871,45620,55841,0
20923,45644,55890,0
20896,45599,55864,0
20945,45643,55926,0
21038,45731,56024,0
21016,45709,55997,0
20929,45629,55913,0
20934,45643,55934,0
20973,45687,55979,0
20897,45613,55892,0
20774,45498,55761,0
20757,45491,55739,0
20771,45509,55729,0
20668,45412,55590,0
20531,45293,55430,0
20501,45282,55386,0
20484,45279,55343,0
20351,45161,55178,0
20204,45036,55010,0
20161,45018,54953,0
20110,44989,54877,0
19937,44843,54676,0
19759,44705,54487,0
19686,44671,54404,0
19594,44611,54284,0
19396,44442,54049,0
19226,44302,53857,0
19162,44261,53771,0
19067,44179,53633,0
18873,44003,53395,0
18725,43883,53222,0
18675,43860,53150,0
18570,43780,53008,0
18369,43611,52772,0
18231,43509,52615,0
18186,43496,52548,0
18076,43414,52401,0
17882,43253,52175,0
17765,43168,52041,0
17733,43161,51984,0
17630,43079,51838,0
17461,42935,51635,0
17381,42882,51539,0
17374,42893,51513,0
17284,42816,51393,0
17137,42686,51227,0
17087,42654,51176,0
17096,42674,51177,0
17010,42597,51071,0
16879,42482,50930,0
16854,42474,50912,0
16873,42506,50932,0
16787,42435,50837,0
16667,42335,50718,0
16658,42345,50719,0
16682,42382,50739,0
16605,42315,50643,0
16513,42235,50544,0
16534,42262,50564,0
16570,42293,50583,0
16498,42216,50480,0
16421,42140,50381,0
16451,42171,50394,0
16474,42190,50387,0
16385,42104,50267,0
16300,42031,50172,0
16315,42057,50184,0
16311,42057,50160,0
16203,41960,50032,0
16123,41899,49950,0
16137,41933,49965,0
16108,41920,49920,0
15981,41811,49775,0
15898,41749,49688,0
15901,41770,49686,0
15842,41729,49610,0
15695,41606,49449,0
15615,41549,49365,0
15621,41567,49358,0
15573,41525,49288,0
15479,41436,49182,0
15484,41440,49195,0
15588,41533,49318,0
15673,41600,49434,0
15780,41677,49591,0
16055,41907,49942,0
16465,42248,50436,0
16848,42544,50911,0
17231,42831,51412,0
17750,43249,52078,0
18349,43733,52824,0
18861,44129,53473,0
19331,44490,54090,0
19898,44954,54816,0
20487,45439,55550,0
20947,45799,56136,0
21346,46108,56661,0
21813,46490,57252,0
22258,46852,57796,0
22549,47068,58165,0
22776,47237,58472,0
23060,47474,58836,0
23301,47670,59133,0
23388,47718,59253,0
23429,47735,59330,0
23535,47826,59469,0
23597,47876,59544,0
23529,47801,59476,0
23459,47735,59413,0
23471,47756,59425,0
23439,47733,59370,0
23298,47608,59199,0
23186,47522,59071,0
23161,47524,59034,0
23083,47468,58928,0
22907,47321,58724,0
22780,47232,58583,0
22735,47223,58520,0
22623,47144,58376,0
22427,46983,58147,0
22301,46892,58002,0
22257,46877,57937,0
22142,46786,57787,0
21957,46627,57574,0
21855,46553,57461,0
21825,46545,57412,0
21711,46450,57263,0
21535,46297,57054,0
21447,46238,56949,0
21418,46231,56893,0
21287,46118,56720,0
21102,45954,56502,0
21025,45898,56409,0
21000,45889,56360,0
20874,45773,56198,0
20719,45631,56019,0
20694,45617,55985,0
20722,45649,55995,0
20648,45579,55897,0
20556,45500,55801,0
20592,45550,55847,0
20661,45621,55916,0
20627,45581,55874,0
20591,45546,55847,0
20675,45631,55951,0
20763,45711,56047,0
20738,45675,56028,0
20719,45653,56033,0
20811,45741,56151,0
20890,45807,56236,0
20864,45768,56209,0
20862,45763,56227,0
20961,45859,56349,0
21022,45911,56412,0
20979,45861,56362,0
20972,45856,56364,0
21051,45936,56452,0
21068,45947,56457,0
20982,45860,56359,0
20940,45822,56317,0
20970,45854,56339,0
20923,45808,56266,0
20788,45678,56102,0
20711,45612,56008,0
20695,45607,55972,0
20593,45514,55833,0
20414,45352,55620,0
20308,45272,55498,0
20267,45251,55434,0
20145,45144,55271,0
19968,44990,55059,0
19885,44939,54959,0
19859,44943,54912,0
19740,44850,54759,0
19576,44716,54571,0
19510,44679,54497,0
19480,44674,54453,0
19343,44560,54290,0
19169,44412,54096,0
19095,44364,54008,0
19041,44334,53926,0
18873,44194,53723,0
18681,44038,53508,0
18595,43987,53404,0
18524,43944,53299,0
18354,43796,53081,0
18184,43650,52876,0
18123,43608,52788,0
18063,43563,52691,0
17904,43425,52496,0
17765,43311,52338,0
17735,43304,52299,0
17695,43276,52232,0
17564,43157,52070,0
17469,43079,51962,0
17469,43096,51957,0
17429,43072,51897,0
17300,42959,51745,0
17221,42900,51657,0
17232,42924,51655,0
17186,42887,51579,0
17054,42768,51416,0
16986,42715,51331,0
17007,42741,51330,0
16968,42699,51250,0
16859,42589,51107,0
16825,42566,51064,0
16863,42618,51098,0
16826,42586,51044,0
16731,42492,50936,0
16724,42487,50933,0
16775,42542,50986,0
16736,42505,50931,0
16640,42418,50823,0
16632,42425,50819,0
16668,42473,50849,0
16600,42416,50759,0
16486,42318,50628,0
16468,42318,50608,0
16481,42346,50615,0
16384,42265,50505,0
16254,42158,50377,0
16232,42156,50361,0
16236,42171,50356,0
16139,42082,50236,0
16033,41986,50117,0
16035,41998,50116,0
16046,42014,50115,0
15952,41930,50007,0
15856,41854,49915,0
15860,41877,49926,0
15851,41879,49909,0
15741,41781,49786,0
15654,41711,49700,0
15677,41744,49726,0
15696,41761,49732,0
15654,41715,49683,0
15694,41750,49746,0
15881,41921,49978,0
16092,42095,50235,0
16293,42242,50494,0
16625,42507,50909,0
17109,42905,51490,0
17586,43278,52067,0
18021,43607,52617,0
18547,44027,53286,0
19160,44526,54043,0
19692,44938,54708,0
20135,45266,55283,0
20628,45654,55915,0
21147,46077,56563,0
21539,46378,57063,0
21823,46585,57452,0
22146,46848,57886,0
22479,47124,58310,0
22676,47268,58570,0
22783,47336,58739,0
22948,47480,58975,0
23122,47639,59200,0
23163,47669,59269,0
23138,47644,59269,0
23189,47703,59345,0
23246,47765,59408,0
23177,47698,59325,0
23065,47595,59203,0
23040,47584,59170,0
23008,47566,59116,0
22849,47423,58923,0
22665,47264,58717,0
22580,47206,58612,0
22491,47142,58487,0
22298,46975,58250,0
22117,46826,58040,0
22048,46783,57944,0
21970,46723,57823,0
21800,46570,57607,0
21661,46456,57443,0
21619,46440,57383,0
21539,46379,57269,0
21364,46223,57055,0
21234,46118,56901,0
21198,46104,56840,0
21107,46032,56707,0
20925,45871,56481,0
20801,45769,56328,0
20756,45745,56255,0
20641,45650,56103,0
20449,45485,55884,0
20339,45406,55765,0
20316,45404,55730,0
20225,45326,55614,0
20079,45193,55450,0
20034,45164,55405,0
20071,45209,55438,0
20034,45172,55384,0
19954,45092,55295,0
19979,45119,55330,0
20066,45201,55421,0
20063,45189,55407,0
20023,45143,55364,0
20090,45206,55446,0
20197,45301,55563,0
20195,45287,55567,0
20160,45244,55548,0
20231,45312,55647,0
20326,45399,55754,0
20308,45373,55735,0
20265,45332,55701,0
20327,45398,55779,0
20396,45465,55848,0
20351,45419,55793,0
20298,45370,55739,0
20346,45421,55788,0
20378,45453,55804,0
20293,45373,55698,0
20212,45307,55610,0
20226,45335,55617,0
20210,45324,55567,0
20085,45206,55400,0
19984,45121,55279,0
19968,45124,55250,0
19896,45068,55153,0
19723,44914,54954,0
19598,44818,54819,0
19562,44811,54771,0
19462,44740,54644,0
19271,44582,54425,0
19148,44494,54286,0
19110,44483,54226,0
18997,44394,54076,0
18805,44224,53846,0
18686,44131,53706,0
18637,44104,53632,0
18504,43988,53455,0
18300,43805,53208,0
18178,43707,53057,0
18110,43661,52953,0
17945,43518,52736,0
17725,43329,52474,0
17606,43245,52331,0
17540,43208,52234,0
17376,43072,52027,0
17185,42907,51798,0
17112,42856,51697,0
17079,42840,51625,0
16939,42718,51440,0
16773,42577,51243,0
16720,42548,51169,0
16684,42533,51109,0
16539,42408,50932,0
16384,42278,50757,0
16338,42260,50700,0
16294,42241,50631,0
16142,42112,50441,0
16000,41995,50274,0
15972,41986,50227,0
15936,41961,50158,0
15802,41837,49987,0
15700,41749,49868,0
15706,41766,49864,0
15682,41745,49817,0
15562,41629,49677,0
15493,41569,49605,0
15525,41606,49636,0
15503,41586,49601,0
15386,41475,49471,0
15329,41430,49413,0
15362,41473,49440,0
15330,41448,49383,0
15210,41342,49240,0
15159,41310,49181,0
15183,41350,49195,0
15124,41307,49114,0
14990,41195,48963,0
14944,41171,48913,0
14971,41210,48931,0
14909,41154,48854,0
14786,41042,48725,0
14762,41029,48707,0
14798,41072,48738,0
14734,41014,48652,0
14618,40908,48520,0
14601,40902,48497,0
14621,40929,48504,0
14528,40843,48388,0
14401,40724,48240,0
14387,40713,48209,0
14399,40727,48194,0
14294,40634,48057,0
14166,40526,47907,0
14151,40527,47875,0
14149,40535,47842,0
14032,40433,47692,0
13910,40332,47552,0
13902,40338,47534,0
13894,40339,47506,0
13778,40236,47368,0
13663,40141,47246,0
13635,40132,47215,0
13587,40101,47152,0
13463,40000,47022,0
13402,39963,46974,0
13470,40039,47058,0
13551,40108,47146,0
13613,40149,47231,0
13808,40311,47481,0
14179,40622,47922,0
14564,40922,48381,0
14918,41182,48831,0
15389,41550,49425,0
15985,42027,50151,0
16529,42443,50819,0
16999,42787,51419,0
17543,43210,52106,0
18144,43695,52844,0
18631,44072,53449,0
19008,44353,53942,0
19430,44694,54487,0
19869,45057,55035,0
20165,45283,55414,0
20353,45415,55680,0
20587,45613,55998,0
20824,45821,56301,0
20917,45885,56431,0
20928,45874,56477,0
21010,45945,56597,0
21096,46025,56703,0
21041,45971,56646,0
20929,45871,56533,0
20909,45871,56516,0
20901,45877,56488,0
20769,45758,56317,0
20610,45618,56127,0
20551,45581,56048,0
20489,45538,55951,0
20309,45377,55721,0
20124,45220,55495,0
20043,45169,55376,0
19948,45099,55226,0
19740,44920,54964,0
19550,44769,54745,0
19466,44722,54636,0
19357,44639,54482,0
19152,44458,54227,0
18991,44328,54037,0
18929,44299,53956,0
18821,44217,53811,0
18622,44042,53567,0
18486,43931,53397,0
18445,43910,53320,0
18337,43821,53166,0
18146,43653,52934,0
18035,43569,52799,0
18015,43571,52754,0
17923,43498,52622,0
17762,43358,52424,0
17691,43314,52337,0
17700,43343,52329,0
17632,43286,52233,0
17512,43177,52099,0
17501,43175,52097,0
17563,43239,52164,0
17543,43216,52134,0
17491,43161,52081,0
17557,43224,52168,0
17677,43337,52309,0
17695,43348,52338,0
17682,43330,52342,0
17783,43421,52468,0
17913,43533,52611,0
17922,43525,52624,0
17897,43492,52615,0
17977,43564,52716,0
18061,43638,52807,0
18021,43588,52761,0
17963,43527,52703,0
18012,43576,52755,0
18052,43615,52782,0
17969,43536,52679,0
17894,43468,52595,0
17931,43510,52627,0
17945,43520,52616,0
