green_channel,red_channel,ir_channel,Anomaly
49210,35941,22442,0
49152,35885,22366,0
49071,35807,22266,0
49005,35750,22188,0
48965,35726,22139,0
48910,35689,22071,0
48831,35630,21985,0
48778,35598,21930,0
48766,35601,21910,0
48756,35597,21885,0
48746,35593,21867,0
48791,35641,21915,0
48893,35737,22021,0
49006,35830,22144,0
49138,35937,22304,0
49336,36112,22547,0
49586,36336,22849,0
49840,36557,23156,0
50103,36783,23479,0
50411,37052,23850,0
50739,37336,24238,0
51032,37586,24595,0
51302,37821,24937,0
51586,38075,25291,0
51859,38315,25625,0
52078,38499,25902,0
52263,38652,26148,0
52452,38815,26394,0
52618,38955,26605,0
52726,39038,26749,0
52807,39101,26860,0
52895,39176,26970,0
52958,39227,27044,0
52967,39223,27055,0
52958,39204,27045,0
52959,39201,27044,0
52930,39172,27012,0
52849,39093,26932,0
52758,39009,26846,0
52685,38947,26772,0
52596,38871,26675,0
52477,38767,26544,0
52369,38679,26430,0
52291,38624,26346,0
52204,38561,26253,0
52096,38474,26139,0
52005,38406,26043,0
51943,38367,25974,0
51871,38314,25892,0
51786,38244,25797,0
51727,38197,25729,0
51692,38172,25678,0
51641,38121,25605,0
51576,38054,25519,0
51538,38019,25465,0
51523,38007,25429,0
51486,37971,25369,0
51442,37923,25299,0
51439,37913,25268,0
51464,37928,25264,0
51470,37924,25247,0
51469,37917,25232,0
51502,37944,25256,0
51554,37988,25296,0
51582,38007,25312,0
51605,38020,25328,0
51662,38068,25379,0
51724,38121,25434,0
51754,38144,25460,0
51783,38165,25493,0
51845,38223,25568,0
51913,38286,25652,0
51957,38320,25709,0
52001,38356,25772,0
52077,38428,25872,0
52151,38497,25970,0
52191,38532,26035,0
52230,38570,26099,0
52293,38635,26186,0
52338,38680,26253,0
52335,38680,26275,0
52325,38676,26292,0
52336,38692,26320,0
52332,38686,26319,0
52292,38645,26277,0
52256,38611,26241,0
52239,38594,26219,0
52200,38549,26168,0
52130,38475,26086,0
52073,38421,26017,0
52034,38387,25960,0
51971,38328,25872,0
51884,38249,25762,0
51817,38199,25676,0
51765,38170,25605,0
51680,38107,25496,0
51567,38018,25364,0
51473,37953,25260,0
51394,37902,25173,0
51291,37821,25060,0
51180,37723,24939,0
51104,37657,24851,0
51048,37604,24779,0
50972,37525,24685,0
50895,37446,24593,0
50851,37406,24537,0
50816,37374,24485,0
50745,37306,24397,0
50667,37232,24306,0
50622,37196,24252,0
50583,37165,24201,0
50510,37102,24119,0
50429,37038,24036,0
50384,37012,23989,0
50345,36988,23940,0
50275,36928,23858,0
50206,36872,23781,0
50172,36849,23739,0
