green_channel,red_channel,ir_channel,Anomaly
44407,11734,51847,0
44420,11741,51861,0
44430,11743,51874,0
44435,11742,51886,0
44440,11742,51900,0
44444,11741,51911,0
44449,11739,51917,0
44449,11738,51914,0
44442,11734,51902,0
44435,11732,51889,0
44433,11733,51880,0
44430,11731,51867,0
44424,11728,51844,0
44413,11723,51817,0
44398,11711,51790,0
44384,11694,51763,0
44372,11676,51739,0
44365,11664,51726,0
44362,11657,51725,0
44355,11647,51718,0
44345,11632,51698,0
44332,11616,51668,0
44311,11598,51630,0
44291,11582,51588,0
44279,11572,51546,0
44273,11568,51510,0
44269,11563,51479,0
44257,11542,51443,0
44232,11510,51403,0
44204,11482,51371,0
44178,11461,51346,0
44153,11442,51316,0
44130,11419,51280,0
44110,11394,51243,0
44089,11369,51208,0
44074,11347,51175,0
44066,11334,51147,0
44061,11330,51124,0
44050,11326,51100,0
44028,11313,51068,0
44003,11297,51035,0
43980,11287,51012,0
43960,11276,50993,0
43944,11264,50973,0
43930,11253,50952,0
43914,11239,50931,0
43897,11221,50906,0
43879,11195,50872,0
43861,11169,50831,0
43849,11152,50790,0
43835,11134,50746,0
43817,11109,50691,0
43798,11084,50638,0
43776,11057,50590,0
43752,11033,50548,0
43734,11021,50514,0
43714,11012,50483,0
43689,10993,50449,0
43656,10962,50410,0
43617,10929,50366,0
43587,10905,50326,0
43567,10890,50292,0
43543,10873,50250,0
43517,10851,50197,0
43489,10826,50146,0
43458,10796,50100,0
43428,10767,50056,0
43400,10743,50012,0
43373,10723,49966,0
43347,10697,49914,0
43312,10668,49855,0
43271,10642,49799,0
43239,10622,49753,0
43212,10601,49711,0
43183,10571,49664,0
43155,10537,49615,0
43127,10500,49566,0
43096,10465,49519,0
43061,10435,49475,0
43028,10413,49433,0
43003,10397,49393,0
42979,10377,49350,0
42947,10346,49293,0
42915,10311,49232,0
42886,10282,49178,0
42861,10256,49133,0
42840,10235,49093,0
42824,10213,49053,0
42805,10184,49007,0
42784,10155,48957,0
42761,10136,48908,0
42739,10128,48863,0
42722,10122,48824,0
42697,10104,48778,0
42658,10073,48721,0
42623,10044,48672,0
42594,10021,48632,0
42568,10001,48591,0
42545,9987,48550,0
42519,9973,48512,0
42487,9948,48468,0
42449,9916,48421,0
42414,9885,48377,0
42388,9860,48339,0
42369,9839,48303,0
42348,9814,48260,0
42321,9785,48213,0
42287,9756,48166,0
42249,9725,48117,0
42212,9694,48068,0
42179,9670,48023,0
42142,9648,47975,0
42101,9626,47921,0
42063,9601,47869,0
42031,9572,47825,0
42011,9546,47787,0
41996,9521,47748,0
41972,9487,47698,0
41940,9446,47636,0
41905,9407,47567,0
41869,9369,47500,0
41829,9334,47440,0
41788,9304,47382,0
41750,9276,47324,0
41712,9249,47273,0
41676,9226,47234,0
41653,9211,47211,0
41654,9213,47206,0
41669,9224,47215,0
41696,9243,47241,0
41740,9279,47292,0
41801,9331,47371,0
41877,9400,47483,0
41965,9484,47629,0
42059,9577,47801,0
42164,9674,47989,0
42277,9774,48194,0
42394,9881,48413,0
42524,10001,48644,0
42670,10134,48883,0
42821,10268,49121,0
42970,10398,49352,0
43114,10521,49583,0
43250,10636,49811,0
43377,10746,50028,0
43498,10853,50231,0
43612,10957,50420,0
43717,11049,50590,0
43805,11122,50739,0
43878,11179,50869,0
43940,11232,50991,0
43995,11285,51108,0
44045,11338,51213,0
44093,11392,51303,0
44141,11439,51380,0
44188,11476,51444,0
44234,11511,51502,0
44278,11552,51560,0
44328,11602,51627,0
44380,11653,51703,0
44428,11697,51784,0
44481,11740,51874,0
44542,11793,51975,0
44606,11853,52082,0
44669,11912,52194,0
44736,11971,52307,0
44803,12030,52416,0
44868,12089,52527,0
44926,12147,52639,0
44986,12205,52754,0
45055,12265,52871,0
45119,12316,52975,0
45166,12351,53058,0
45197,12372,53125,0
45213,12380,53176,0
45218,12382,53209,0
45223,12390,53230,0
45231,12402,53242,0
45237,12410,53241,0
45232,12404,53227,0
45216,12390,53206,0
45199,12379,53190,0
45184,12373,53178,0
45171,12362,53159,0
45159,12351,53137,0
45149,12345,53120,0
45140,12343,53111,0
45135,12345,53108,0
45138,12352,53107,0
45144,12358,53104,0
45145,12355,53098,0
45140,12344,53092,0
45135,12338,53091,0
45136,12341,53098,0
45141,12348,53105,0
45145,12352,53105,0
45147,12358,53106,0
45148,12365,53115,0
45153,12372,53126,0
45163,12379,53133,0
45174,12383,53140,0
45180,12382,53149,0
45177,12371,53155,0
45161,12346,53156,0
45147,12317,53164,0
45140,12299,53180,0
45131,12286,53188,0
45114,12274,53179,0
45093,12262,53160,0
45069,12245,53133,0
45045,12230,53101,0
45025,12226,53063,0
45010,12229,53020,0
44999,12234,52977,0
44979,12230,52926,0
44945,12211,52863,0
44912,12188,52801,0
44885,12170,52748,0
44862,12151,52703,0
44844,12130,52660,0
44821,12109,52618,0
44785,12080,52574,0
44746,12048,52529,0
44715,12022,52491,0
44694,12004,52459,0
44671,11984,52421,0
44638,11958,52370,0
44605,11934,52312,0
44583,11913,52261,0
44571,11888,52217,0
44563,11861,52171,0
44556,11835,52130,0
44548,11812,52098,0
44536,11790,52067,0
44520,11771,52036,0
44502,11757,52007,0
44483,11746,51979,0
44459,11733,51951,0
44425,11712,51918,0
44388,11692,51882,0
44363,11684,51857,0
44343,11676,51838,0
44316,11658,51810,0
44287,11638,51775,0
44259,11623,51734,0
44235,11611,51693,0
44219,11602,51656,0
44208,11591,51618,0
44195,11574,51574,0
44174,11549,51526,0
44142,11515,51474,0
44110,11484,51425,0
44084,11459,51384,0
44062,11435,51342,0
44036,11408,51293,0
44006,11380,51242,0
43968,11345,51187,0
43927,11311,51132,0
43891,11285,51083,0
43859,11265,51035,0
43828,11246,50983,0
43795,11221,50928,0
43761,11197,50877,0
43732,11177,50837,0
43708,11154,50800,0
43684,11125,50752,0
43662,11097,50699,0
43639,11067,50649,0
43609,11032,50596,0
43578,10998,50541,0
43553,10967,50487,0
43529,10935,50433,0
43501,10901,50379,0
43465,10868,50320,0
43425,10841,50264,0
43393,10824,50224,0
43371,10811,50191,0
43346,10792,50150,0
43315,10770,50103,0
43282,10749,50056,0
43248,10725,50008,0
43214,10700,49956,0
43180,10674,49905,0
43145,10644,49848,0
43113,10613,49793,0
43085,10584,49748,0
43063,10560,49710,0
43047,10543,49671,0
43022,10521,49624,0
42987,10489,49568,0
42958,10461,49517,0
42936,10442,49472,0
42911,10419,49421,0
42883,10391,49359,0
42854,10364,49305,0
42826,10337,49257,0
42797,10305,49206,0
42768,10271,49154,0
42736,10238,49106,0
42695,10205,49060,0
42646,10167,49008,0
42598,10131,48952,0
42565,10103,48900,0
42542,10078,48855,0
42516,10051,48808,0
42489,10026,48760,0
42465,10003,48720,0
42442,9980,48680,0
42418,9958,48639,0
42396,9941,48602,0
42372,9924,48564,0
42339,9902,48519,0
42302,9877,48475,0
42269,9855,48434,0
42244,9834,48391,0
42216,9813,48340,0
42175,9784,48281,0
42131,9752,48223,0
42096,9725,48171,0
42068,9699,48118,0
42043,9669,48062,0
42018,9635,48007,0
41989,9597,47947,0
41957,9558,47888,0
41924,9520,47834,0
41890,9486,47783,0
41858,9454,47731,0
41826,9421,47672,0
41794,9388,47617,0
41774,9368,47580,0
41770,9363,47561,0
41773,9360,47556,0
41781,9357,47563,0
41801,9367,47589,0
41836,9393,47638,0
41893,9442,47717,0
41971,9515,47832,0
42066,9608,47973,0
42174,9716,48139,0
42290,9832,48331,0
42413,9952,48548,0
42549,10082,48789,0
42696,10220,49043,0
42844,10355,49297,0
42987,10483,49549,0
43126,10610,49802,0
43262,10733,50052,0
43403,10856,50297,0
43550,10980,50537,0
43693,11099,50762,0
43827,11203,50967,0
43952,11296,51154,0
44064,11384,51324,0
44165,11472,51480,0
44247,11550,51617,0
44307,11611,51727,0
44356,11664,51825,0
44402,11715,51919,0
44447,11765,52009,0
44496,11813,52095,0
44547,11861,52177,0
44596,11907,52254,0
44642,11950,52334,0
44688,11993,52420,0
44744,12045,52521,0
44807,12104,52637,0
44871,12161,52756,0
44937,12218,52873,0
45011,12279,52993,0
45088,12342,53117,0
45170,12412,53248,0
45259,12493,53384,0
45351,12585,53522,0
45444,12674,53653,0
45524,12751,53773,0
45590,12816,53881,0
45654,12875,53985,0
45713,12925,54084,0
45756,12960,54166,0
45780,12980,54232,0
45795,12998,54288,0
45804,13016,54332,0
45812,13028,54358,0
45818,13034,54366,0
45817,13032,54357,0
45808,13022,54332,0
45794,13006,54298,0
45782,12989,54266,0
45776,12976,54241,0
45770,12959,54216,0
45760,12939,54185,0
45749,12922,54157,0
45736,12909,54137,0
45718,12897,54122,0
45703,12888,54109,0
45697,12882,54095,0
45698,12878,54082,0
45698,12874,54070,0
45689,12868,54057,0
45681,12865,54048,0
45680,12870,54048,0
45681,12879,54049,0
45679,12888,54049,0
45676,12894,54051,0
45668,12895,54054,0
45655,12892,54054,0
45640,12885,54049,0
45636,12884,54048,0
45646,12890,54054,0
45656,12891,54055,0
45656,12883,54043,0
45650,12868,54022,0
45641,12847,53996,0
45632,12825,53965,0
45627,12810,53935,0
45621,12799,53908,0
45607,12783,53877,0
45581,12761,53844,0
45551,12740,53809,0
45520,12724,53775,0
45488,12709,53740,0
45448,12687,53693,0
45406,12658,53637,0
45372,12631,53584,0
45345,12611,53535,0
45322,12594,53484,0
45299,12578,53437,0
45277,12558,53398,0
45256,12534,53363,0
45236,12510,53325,0
45218,12490,53285,0
45202,12477,53250,0
45182,12463,53212,0
45153,12440,53162,0
45124,12414,53109,0
45098,12389,53062,0
45074,12365,53018,0
45050,12343,52973,0
45025,12315,52930,0
44999,12277,52885,0
44969,12243,52839,0
44937,12220,52798,0
44911,12210,52765,0
44892,12207,52739,0
