green_channel,red_channel,ir_channel,Anomaly
21554,45271,16892,0
21537,45260,16867,0
21516,45243,16839,0
21497,45224,16811,0
21483,45202,16787,0
21471,45183,16767,0
21465,45171,16756,0
21468,45171,16761,0
21483,45186,16788,0
21517,45218,16847,0
21574,45269,16947,0
21657,45343,17094,0
21769,45444,17288,0
21911,45572,17528,0
22084,45723,17806,0
22282,45895,18114,0
22498,46079,18441,0
22723,46268,18774,0
22948,46456,19102,0
23166,46637,19413,0
23368,46805,19700,0
23546,46955,19957,0
23698,47084,20178,0
23828,47192,20363,0
23936,47277,20513,0
24021,47340,20631,0
24085,47387,20719,0
24130,47422,20783,0
24162,47445,20826,0
24185,47459,20852,0
24200,47465,20862,0
24210,47466,20857,0
24216,47461,20841,0
24218,47450,20816,0
24215,47436,20786,0
24207,47419,20750,0
24195,47401,20710,0
24178,47383,20670,0
24158,47367,20633,0
24135,47351,20601,0
24112,47336,20575,0
24094,47326,20555,0
24081,47321,20544,0
24074,47318,20542,0
24073,47315,20544,0
24076,47317,20550,0
24083,47324,20558,0
24092,47334,20566,0
24102,47344,20574,0
24111,47353,20581,0
24120,47362,20586,0
24132,47370,20589,0
24141,47376,20588,0
24144,47380,20585,0
24142,47381,20579,0
24136,47376,20569,0
24124,47364,20551,0
24107,47348,20528,0
24085,47328,20499,0
24058,47302,20464,0
24027,47273,20423,0
23995,47244,20379,0
23962,47217,20334,0
23930,47191,20288,0
23899,47165,20239,0
23869,47139,20191,0
23844,47117,20145,0
23826,47100,20104,0
23811,47087,20069,0
23799,47076,20040,0
23793,47069,20017,0
23790,47064,19997,0
23784,47058,19979,0
23780,47051,19963,0
23778,47044,19951,0
23780,47038,19944,0
23785,47036,19943,0
23797,47040,19947,0
23814,47048,19954,0
23832,47058,19960,0
23851,47068,19967,0
23870,47078,19971,0
23886,47087,19970,0
23896,47090,19963,0
23900,47088,19951,0
23899,47083,19936,0
23894,47076,19918,0
23881,47066,19895,0
23863,47053,19866,0
23843,47040,19832,0
23821,47022,19797,0
23799,47000,19761,0
23777,46974,19722,0
23753,46948,19680,0
23729,46922,19636,0
23706,46897,19592,0
23689,46873,19550,0
23676,46854,19510,0
23663,46840,19472,0
23646,46828,19434,0
23625,46814,19395,0
23600,46797,19352,0
23573,46775,19306,0
23544,46750,19256,0
23512,46722,19205,0
23477,46694,19154,0
23440,46665,19101,0
23400,46631,19046,0
