green_channel,red_channel,ir_channel,Anomaly
4657,36878,12783,0
4623,36857,12736,0
4590,36835,12688,0
4561,36812,12641,0
4534,36794,12596,0
4511,36780,12555,0
4488,36767,12516,0
4463,36751,12476,0
4433,36732,12434,0
4401,36707,12387,0
4368,36680,12340,0
4335,36651,12293,0
4301,36621,12248,0
4270,36592,12205,0
4240,36565,12163,0
4207,36537,12120,0
4176,36507,12077,0
4147,36478,12033,0
4113,36449,11989,0
4074,36419,11948,0
4038,36392,11910,0
4003,36369,11873,0
3969,36347,11832,0
3932,36327,11786,0
3892,36304,11741,0
3849,36272,11693,0
3805,36232,11638,0
3762,36191,11580,0
3718,36151,11519,0
3677,36112,11459,0
3642,36078,11399,0
3606,36045,11340,0
3570,36013,11282,0
3537,35983,11226,0
3501,35955,11168,0
3464,35928,11108,0
3429,35900,11046,0
3397,35875,10986,0
3368,35854,10930,0
3343,35835,10884,0
3325,35824,10856,0
3317,35824,10849,0
3324,35837,10868,0
3346,35863,10911,0
3387,35903,10982,0
3449,35960,11085,0
3533,36035,11224,0
3638,36124,11396,0
3762,36228,11597,0
3905,36348,11822,0
4062,36480,12066,0
4228,36618,12320,0
4394,36755,12576,0
4558,36888,12829,0
4720,37017,13075,0
4878,37140,13313,0
5026,37258,13544,0
5164,37372,13763,0
5289,37476,13966,0
5399,37565,14153,0
5492,37638,14318,0
5570,37700,14462,0
5638,37752,14585,0
5696,37796,14685,0
5742,37833,14765,0
5775,37861,14826,0
5794,37878,14870,0
5803,37889,14901,0
5805,37893,14914,0
5800,37890,14912,0
5788,37882,14899,0
5770,37869,14879,0
5749,37852,14854,0
5727,37835,14828,0
5706,37821,14806,0
5691,37812,14788,0
5681,37804,14770,0
5676,37797,14753,0
5674,37792,14739,0
5671,37784,14730,0
5662,37771,14720,0
5650,37752,14703,0
5640,37734,14679,0
5634,37720,14654,0
5628,37710,14629,0
5621,37701,14601,0
5611,37689,14568,0
5598,37673,14531,0
5585,37656,14495,0
5574,37640,14463,0
5566,37629,14434,0
5561,37622,14412,0
5558,37619,14397,0
5555,37616,14381,0
5548,37613,14364,0
5536,37610,14350,0
5520,37604,14337,0
5502,37592,14319,0
5487,37580,14300,0
5479,37575,14283,0
5478,37578,14272,0
5480,37585,14270,0
5478,37592,14270,0
5477,37596,14270,0
5482,37601,14272,0
5490,37607,14275,0
5499,37613,14279,0
5508,37617,14282,0
5512,37617,14284,0
5512,37617,14286,0
5508,37614,14286,0
5499,37607,14278,0
5485,37595,14266,0
5466,37581,14254,0
5444,37565,14239,0
5420,37548,14217,0
5397,37530,14186,0
5372,37509,14147,0
5346,37489,14104,0
5317,37467,14058,0
5285,37441,14005,0
5251,37411,13947,0
5214,37376,13883,0
5176,37339,13815,0
5135,37298,13744,0
5088,37252,13672,0
5035,37205,13602,0
4979,37157,13533,0
4922,37106,13461,0
4866,37053,13386,0
4815,37006,13311,0
4769,36964,13238,0
4723,36926,13167,0
4676,36889,13102,0
4630,36855,13045,0
4585,36826,12995,0
4541,36799,12950,0
4502,36774,12905,0
4468,36750,12857,0
4435,36727,12800,0
4400,36704,12740,0
4361,36678,12680,0
4319,36645,12621,0
4278,36609,12562,0
4236,36574,12504,0
4190,36539,12446,0
4144,36504,12387,0
4103,36473,12327,0
4065,36440,12265,0
4027,36404,12207,0
3989,36368,12153,0
3952,36334,12102,0
3914,36300,12051,0
3875,36266,12002,0
3837,36236,11955,0
3801,36208,11909,0
3764,36183,11866,0
3725,36159,11826,0
3686,36133,11787,0
3649,36107,11743,0
3611,36078,11694,0
3570,36049,11642,0
3530,36022,11591,0
3490,35995,11540,0
3451,35968,11490,0
3413,35942,11442,0
3375,35917,11394,0
3339,35891,11344,0
3302,35864,11288,0
3267,35836,11230,0
3233,35808,11172,0
3197,35779,11112,0
3157,35750,11050,0
3117,35723,10987,0
3077,35695,10924,0
3036,35663,10858,0
2993,35630,10790,0
2953,35597,10727,0
2912,35566,10670,0
2873,35538,10621,0
2840,35516,10584,0
2821,35508,10571,0
2826,35522,10589,0
2857,35557,10646,0
2916,35610,10744,0
3005,35682,10880,0
3119,35772,11052,0
3253,35879,11256,0
3404,36001,11488,0
3564,36133,11740,0
3727,36270,12003,0
3891,36409,12271,0
4056,36550,12537,0
4222,36691,12800,0
4384,36828,13053,0
4532,36952,13288,0
4664,37064,13502,0
4783,37167,13698,0
4892,37260,13877,0
4987,37340,14038,0
5069,37405,14173,0
5138,37461,14286,0
5199,37507,14380,0
5252,37543,14455,0
5298,37568,14510,0
5335,37588,14547,0
5359,37600,14570,0
5373,37606,14581,0
5381,37607,14584,0
5383,37603,14580,0
5377,37593,14563,0
5363,37579,14537,0
5343,37564,14509,0
5322,37549,14480,0
5302,37534,14453,0
5286,37523,14429,0
5274,37515,14409,0
5265,37513,14394,0
5258,37513,14382,0
5256,37514,14369,0
5254,37510,14353,0
5250,37502,14332,0
5244,37489,14308,0
5233,37473,14283,0
5220,37455,14256,0
5207,37439,14225,0
5193,37426,14191,0
5180,37413,14155,0
5167,37398,14116,0
5155,37382,14078,0
5141,37369,14043,0
5125,37361,14015,0
5109,37358,13994,0
5098,37357,13977,0
5088,37356,13964,0
5081,37355,13958,0
5079,37355,13956,0
5084,37355,13955,0
5093,37360,13958,0
5108,37369,13966,0
5128,37379,13977,0
5151,37387,13992,0
5170,37395,14010,0
5183,37407,14030,0
5194,37423,14051,0
5201,37438,14072,0
5205,37449,14086,0
5207,37456,14092,0
5209,37460,14091,0
5212,37460,14082,0
5215,37455,14070,0
5217,37445,14057,0
5218,37436,14046,0
5218,37428,14035,0
5214,37418,14019,0
5203,37404,13994,0
5187,37387,13965,0
5170,37367,13931,0
5151,37346,13891,0
5129,37327,13847,0
5104,37310,13800,0
5074,37295,13754,0
5043,37278,13714,0
5016,37258,13673,0
4991,37235,13625,0
4963,37210,13571,0
4928,37180,13512,0
4891,37144,13449,0
4853,37104,13384,0
4811,37063,13318,0
4769,37026,13251,0
4733,36993,13190,0
4701,36963,13134,0
4666,36936,13079,0
4627,36911,13029,0
4589,36887,12982,0
4554,36864,12933,0
4519,36840,12885,0
4481,36813,12836,0
4443,36784,12782,0
4413,36754,12726,0
4386,36723,12676,0
4359,36691,12633,0
4338,36663,12593,0
4320,36639,12552,0
4303,36617,12509,0
4287,36597,12467,0
4268,36579,12425,0
4246,36562,12384,0
4223,36548,12347,0
4202,36537,12315,0
4185,36528,12285,0
4168,36515,12251,0
4148,36501,12212,0
4126,36486,12173,0
4100,36467,12133,0
4068,36442,12090,0
4034,36414,12044,0
4001,36386,11997,0
3967,36358,11951,0
3931,36331,11906,0
3894,36305,11864,0
3863,36280,11827,0
3836,36260,11793,0
3810,36239,11758,0
3781,36218,11722,0
3752,36196,11684,0
3723,36176,11642,0
3693,36154,11592,0
3666,36128,11536,0
3641,36099,11476,0
3615,36072,11419,0
3590,36049,11368,0
3566,36029,11325,0
3550,36016,11296,0
3548,36015,11285,0
3562,36025,11295,0
3591,36049,11332,0
3640,36090,11401,0
3713,36150,11502,0
3811,36231,11642,0
3929,36332,11819,0
4066,36451,12030,0
4219,36582,12267,0
4376,36718,12520,0
4534,36854,12782,0
4692,36990,13045,0
4848,37120,13301,0
5001,37244,13550,0
5152,37364,13793,0
5299,37479,14025,0
5442,37588,14242,0
5576,37691,14441,0
5696,37785,14621,0
5803,37869,14781,0
5895,37939,14916,0
5977,37998,15026,0
6049,38047,15115,0
6110,38087,15186,0
6158,38116,15243,0
6197,38139,15290,0
6228,38160,15327,0
6250,38176,15352,0
6260,38186,15363,0
6261,38187,15364,0
6255,38180,15361,0
6245,38168,15351,0
6236,38155,15339,0
6231,38149,15328,0
6228,38149,15321,0
6224,38152,15318,0
6221,38154,15317,0
6225,38155,15314,0
6234,38156,15311,0
6242,38157,15306,0
6247,38157,15294,0
6248,38157,15276,0
6245,38156,15256,0
6236,38152,15236,0
6225,38146,15217,0
6215,38137,15192,0
6207,38126,15161,0
6200,38112,15130,0
6187,38095,15101,0
6167,38076,15078,0
6150,38061,15062,0
6137,38051,15050,0
6125,38043,15038,0
6118,38040,15030,0
6117,38041,15025,0
6119,38043,15023,0
6126,38046,15025,0
6138,38056,15032,0
6155,38071,15042,0
6172,38086,15053,0
6187,38101,15062,0
6203,38114,15071,0
6219,38121,15082,0
6234,38124,15093,0
6251,38126,15107,0
6268,38131,15124,0
6281,38136,15139,0
6287,38138,15147,0
6290,38138,15152,0
6288,38138,15154,0
6280,38134,15151,0
6271,38128,15141,0
6261,38121,15129,0
6248,38115,15116,0
6233,38108,15095,0
6218,38100,15069,0
6204,38090,15041,0
6191,38076,15013,0
6174,38058,14982,0
6152,38034,14942,0
6126,38006,14897,0
6095,37977,14849,0
6064,37947,14798,0
6032,37919,14746,0
6000,37892,14694,0
5969,37865,14643,0
5941,37840,14593,0
5912,37813,14543,0
5880,37786,14493,0
5847,37757,14440,0
5810,37726,14382,0
5771,37693,14321,0
5735,37661,14261,0
5706,37634,14206,0
5680,37608,14152,0
5652,37581,14101,0
5623,37553,14054,0
5595,37529,14012,0
5568,37508,13974,0
5538,37487,13936,0
5506,37466,13898,0
5471,37445,13858,0
5433,37423,13818,0
5398,37406,13781,0
5367,37392,13746,0
5343,37380,13710,0
5320,37367,13674,0
5296,37348,13635,0
5273,37327,13591,0
5251,37305,13544,0
5228,37278,13498,0
5203,37249,13453,0
5171,37219,13410,0
5137,37188,13368,0
5102,37157,13327,0
5068,37129,13286,0
5034,37104,13247,0
5002,37082,13207,0
4975,37063,13164,0
4951,37046,13120,0
4929,37027,13077,0
4908,37007,13034,0
4888,36987,12993,0
4867,36964,12950,0
4843,36939,12904,0
4813,36912,12858,0
4777,36886,12811,0
4743,36862,12765,0
4710,36839,12714,0
4675,36815,12663,0
4636,36792,12615,0
4595,36768,12568,0
4555,36747,12522,0
4519,36730,12482,0
4493,36718,12455,0
4482,36716,12449,0
4491,36728,12472,0
4522,36755,12526,0
4578,36802,12616,0
4662,36869,12742,0
4774,36959,12907,0
4909,37068,13107,0
5063,37195,13334,0
5233,37337,13585,0
5413,37487,13854,0
5595,37639,14131,0
5776,37793,14411,0
5953,37945,14685,0
6125,38091,14948,0
6288,38223,15197,0
6443,38342,15434,0
6589,38451,15656,0
6721,38552,15862,0
6837,38644,16052,0
6943,38730,16222,0
7041,38806,16371,0
7129,38870,16496,0
7203,38922,16600,0
7262,38963,16684,0
7309,38997,16751,0
7342,39020,16802,0
7362,39032,16839,0
7374,39034,16861,0
7382,39031,16870,0
7387,39025,16873,0
7389,39017,16873,0
7386,39011,16872,0
7381,39010,16873,0
7378,39016,16881,0
7379,39025,16893,0
7384,39037,16908,0
7393,39050,16925,0
7404,39064,16939,0
7418,39075,16949,0
7433,39085,16959,0
7446,39093,16968,0
7455,39099,16973,0
7461,39103,16971,0
7469,39108,16967,0
7474,39108,16963,0
7474,39099,16953,0
7471,39085,16936,0
7466,39068,16915,0
7461,39054,16892,0
7455,39042,16868,0
7447,39031,16844,0
7439,39019,16819,0
7431,39009,16794,0
7426,39003,16773,0
7422,39002,16757,0
7419,39000,16747,0
7415,38998,16741,0
7413,38996,16740,0
7414,38997,16745,0
7416,39000,16753,0
7419,39004,16760,0
7425,39009,16764,0
7434,39015,16768,0
7445,39024,16776,0
7456,39032,16784,0
7469,39041,16793,0
7486,39052,16804,0
7505,39064,16815,0
7520,39076,16823,0
7533,39083,16825,0
7546,39086,16823,0
7557,39083,16817,0
7563,39075,16809,0
7565,39066,16799,0
7564,39059,16789,0
7555,39052,16775,0
7536,39039,16757,0
7513,39022,16735,0
7486,39004,16708,0
7458,38984,16675,0
7426,38961,16637,0
7394,38936,16595,0
7364,38914,16549,0
7337,38894,16503,0
7308,38873,16452,0
7279,38850,16396,0
7250,38821,16337,0
7218,38788,16276,0
7182,38753,16214,0
7147,38721,16151,0
7117,38694,16093,0
7087,38672,16038,0
7054,38651,15981,0
7019,38628,15925,0
6989,38606,15874,0
6966,38586,15828,0
6946,38566,15781,0
6929,38546,15737,0
6915,38529,15698,0
6903,38516,15663,0
6893,38506,15633,0
6880,38494,15605,0
6865,38479,15579,0
6849,38466,15559,0
6832,38454,15540,0
6813,38442,15517,0
6791,38428,15488,0
6765,38414,15455,0
6737,38395,15421,0
6710,38375,15388,0
6689,38357,15354,0
6674,38342,15321,0
6659,38327,15286,0
6641,38314,15250,0
6628,38302,15216,0
6620,38292,15184,0
6611,38280,15155,0
6600,38268,15127,0
6586,38257,15099,0
6568,38245,15070,0
6544,38229,15039,0
6519,38210,15009,0
6498,38188,14978,0
6481,38163,14945,0
6467,38139,14913,0
6458,38120,14882,0
6447,38102,14850,0
6428,38082,14817,0
6403,38060,14785,0
6375,38043,14756,0
6348,38031,14728,0
6323,38022,14697,0
6305,38016,14659,0
6296,38011,14618,0
6290,38004,14577,0
6284,37999,14544,0
6284,37997,14528,0
6294,38004,14536,0
6320,38025,14573,0
6369,38067,14645,0
6443,38133,14756,0
6546,38221,14903,0
6674,38327,15080,0
6824,38450,15284,0
6993,38586,15516,0
7177,38733,15773,0
7369,38888,16049,0
7566,39049,16338,0
7766,39211,16634,0
7963,39369,16924,0
8152,39517,17198,0
8333,39655,17459,0
8502,39786,17709,0
8656,39908,17948,0
8792,40018,18170,0
8911,40115,18371,0
9017,40201,18552,0
9111,40278,18713,0
9188,40347,18855,0
9248,40404,18976,0
9300,40452,19077,0
9348,40490,19160,0
9386,40519,19226,0
9414,40540,19280,0
9434,40554,19326,0
9451,40564,19364,0
9470,40570,19389,0
9488,40577,19407,0
9506,40585,19422,0
9526,40595,19437,0
9544,40606,19451,0
9553,40612,19462,0
9556,40615,19473,0
9560,40616,19486,0
9565,40617,19500,0
9573,40621,19510,0
9584,40629,19520,0
9598,40640,19529,0
9614,40652,19539,0
9631,40662,19549,0
9647,40669,19558,0
9661,40672,19561,0
9667,40671,19558,0
9664,40667,19550,0
9655,40658,19536,0
9640,40644,19515,0
9627,40630,19494,0
9618,40621,19475,0
9609,40613,19457,0
9597,40601,19439,0
9583,40587,19421,0
9572,40574,19403,0
9562,40560,19385,0
9551,40548,19368,0
9540,40541,19355,0
9533,40538,19345,0
9530,40537,19334,0
9531,40540,19327,0
9534,40546,19327,0
9542,40552,19332,0
9554,40555,19339,0
9566,40556,19346,0
9572,40557,19353,0
9578,40557,19358,0
9582,40558,19359,0
9582,40559,19356,0
9577,40559,19350,0
9570,40559,19344,0
9565,40561,19337,0
9560,40561,19327,0
9554,40559,19312,0
9545,40554,19295,0
9531,40547,19275,0
9510,40535,19251,0
9489,40519,19224,0
9471,40502,19194,0
9450,40483,19159,0
9426,40460,19119,0
9400,40436,19075,0
9371,40411,19029,0
9339,40383,18979,0
9304,40354,18922,0
9266,40324,18862,0
9225,40293,18802,0
9181,40255,18741,0
9136,40213,18679,0
9094,40172,18616,0
9056,40133,18550,0
9018,40096,18487,0
8979,40061,18426,0
8941,40031,18365,0
8903,40004,18306,0
8862,39980,18252,0
8819,39953,18200,0
8780,39925,18149,0
8746,39893,18099,0
8713,39861,18050,0
8679,39828,18002,0
8649,39799,17957,0
8621,39775,17914,0
8592,39752,17871,0
8561,39729,17829,0
8531,39710,17791,0
8501,39696,17754,0
8473,39682,17715,0
8445,39666,17675,0
8417,39645,17633,0
8387,39619,17586,0
8355,39592,17533,0
8324,39564,17481,0
8294,39539,17430,0
8262,39515,17383,0
8230,39491,17340,0
8199,39469,17300,0
8170,39446,17260,0
8139,39421,17219,0
8102,39393,17177,0
8061,39361,17135,0
8021,39329,17093,0
7983,39297,17046,0
7947,39264,16997,0
7912,39233,16945,0
7875,39205,16892,0
7837,39177,16835,0
7798,39148,16776,0
7756,39119,16715,0
7715,39093,16652,0
7673,39062,16588,0
7630,39024,16524,0
7591,38988,16461,0
7554,38957,16400,0
7516,38926,16342,0
7478,38895,16289,0
7443,38867,16247,0
7416,38846,16217,0
7401,38835,16203,0
7400,38837,16206,0
7413,38856,16234,0
7445,38896,16292,0
7501,38956,16383,0
7581,39034,16509,0
7686,39132,16672,0
7816,39248,16869,0
7965,39378,17096,0
8128,39516,17344,0
8305,39660,17604,0
8489,39809,17872,0
8673,39958,18139,0
8850,40104,18400,0
9017,40244,18652,0
9171,40374,18893,0
9308,40493,19118,0
9432,40598,19325,0
9547,40692,19517,0
9649,40774,19692,0
9733,40842,19844,0
9800,40901,19974,0
9854,40952,20086,0
9897,40990,20177,0
9930,41018,20248,0
9953,41039,20300,0
9966,41050,20334,0
9976,41055,20355,0
9984,41058,20367,0
9989,41059,20372,0
9990,41057,20372,0
9990,41055,20369,0
9990,41054,20365,0
9995,41054,20359,0
9999,41054,20351,0
10000,41054,20342,0
10001,41057,20338,0
10005,41062,20337,0
10009,41065,20336,0
10010,41066,20336,0
10009,41065,20334,0
10009,41063,20328,0
10008,41060,20319,0
10002,41052,20305,0
9990,41039,20285,0
9976,41026,20262,0
9962,41012,20237,0
9948,40998,20210,0
9936,40982,20178,0
9925,40964,20143,0
9912,40945,20107,0
9894,40923,20071,0
9874,40902,20036,0
9856,40886,20003,0
9843,40877,19974,0
9834,40871,19950,0
9831,40867,19930,0
9832,40870,19918,0
9837,40877,19914,0
9841,40885,19912,0
9845,40891,19913,0
9848,40895,19917,0
9850,40896,19922,0
9852,40897,19925,0
9855,40897,19927,0
9859,40900,19928,0
9861,40904,19929,0
9859,40908,19930,0
9855,40912,19930,0
9851,40916,19925,0
9844,40914,19912,0
9834,40907,19893,0
9825,40900,19869,0
9816,40893,19844,0
9806,40883,19814,0
9792,40869,19776,0
9775,40851,19734,0
9757,40832,19692,0
9735,40811,19651,0
9703,40787,19609,0
9664,40761,19565,0
9623,40734,19516,0
9582,40704,19462,0
9538,40668,19401,0
9491,40630,19339,0
9443,40591,19279,0
9394,40552,19222,0
9346,40515,19167,0
9298,40477,19110,0
9247,40435,19046,0
9191,40390,18978,0
9135,40344,18908,0
9084,40302,18837,0
9036,40261,18767,0
8988,40221,18697,0
8941,40184,18632,0
8899,40153,18570,0
8860,40125,18510,0
8820,40096,18451,0
8781,40065,18395,0
8743,40036,18341,0
8704,40004,18286,0
8660,39972,18231,0
8615,39942,18179,0
8571,39912,18126,0
8524,39879,18071,0
8476,39844,18014,0
8432,39809,17959,0
8392,39778,17907,0
8355,39750,17859,0
8321,39722,17814,0
8286,39693,17768,0
8252,39667,17721,0
8221,39643,17676,0
8188,39616,17630,0
8150,39586,17580,0
8110,39554,17525,0
8069,39521,17467,0
8030,39488,17406,0
7993,39458,17346,0
7956,39432,17289,0
7916,39406,17236,0
7872,39376,17185,0
7823,39343,17135,0
7771,39308,17084,0
7717,39272,17031,0
7659,39233,16971,0
7598,39192,16906,0
7538,39151,16840,0
7481,39109,16776,0
7429,39067,16715,0
7382,39027,16658,0
7339,38990,16602,0
7299,38957,16539,0
7259,38925,16473,0
7217,38894,16408,0
7174,38864,16345,0
7132,38836,16283,0
7092,38809,16226,0
7056,38783,16175,0
7027,38763,16133,0
7008,38752,16109,0
7004,38754,16111,0
7021,38771,16147,0
7062,38805,16219,0
7127,38862,16330,0
7219,38941,16476,0
7339,39040,16652,0
7480,39156,16860,0
7637,39288,17099,0
7806,39433,17358,0
7983,39587,17631,0
8161,39741,17910,0
8335,39891,18188,0
8503,40033,18456,0
8662,40168,18708,0
8807,40292,18941,0
8935,40403,19150,0
9050,40503,19335,0
9156,40591,19501,0
9250,40665,19647,0
9328,40725,19770,0
9389,40775,19875,0
9438,40817,19961,0
9478,40848,20025,0
9508,40865,20068,0
9528,40872,20098,0
9543,40872,20116,0
9552,40869,20122,0
9553,40863,20118,0
9547,40856,20106,0
9536,40847,20086,0
9520,40837,20061,0
9502,40826,20034,0
9485,40816,20008,0
9472,40809,19983,0
9459,40803,19962,0
9448,40797,19942,0
9441,40792,19924,0
9437,40788,19909,0
9428,40781,19895,0
9417,40770,19879,0
9407,40756,19861,0
9397,40741,19841,0
9383,40724,19817,0
9366,40709,19790,0
9351,40695,19761,0
9337,40681,19730,0
9318,40669,19697,0
9295,40657,19662,0
9273,40642,19623,0
9254,40629,19582,0
9239,40619,19547,0
9231,40612,19522,0
9224,40607,19501,0
9215,40599,19480,0
9205,40591,19457,0
9198,40584,19437,0
9195,40580,19422,0
9196,40579,19413,0
9201,40581,19413,0
9208,40587,19420,0
9214,40591,19426,0
9216,40589,19425,0
9216,40587,19420,0
9216,40587,19417,0
9216,40587,19416,0
9216,40586,19415,0
9214,40584,19413,0
9211,40581,19409,0
9206,40578,19406,0
9197,40572,19399,0
9184,40567,19388,0
9172,40561,19375,0
9160,40554,19358,0
9143,40542,19332,0
9118,40522,19299,0
9090,40501,19266,0
9063,40480,19234,0
9036,40457,19202,0
9009,40429,19164,0
8982,40398,19116,0
8954,40365,19061,0
8924,40331,18997,0
8888,40297,18929,0
8849,40263,18861,0
8806,40228,18789,0
8757,40189,18709,0
8705,40148,18628,0
8652,40108,18550,0
8598,40067,18472,0
8544,40025,18396,0
8492,39987,18325,0
8444,39951,18256,0
8395,39916,18190,0
8350,39883,18129,0
8308,39851,18069,0
8266,39817,18006,0
8224,39782,17939,0
8182,39748,17874,0
8141,39717,17811,0
8105,39686,17753,0
8074,39658,17700,0
8043,39630,17649,0
8010,39604,17599,0
7976,39581,17548,0
7942,39561,17496,0
7910,39538,17446,0
7876,39511,17397,0
7838,39482,17350,0
7795,39451,17306,0
7752,39417,17265,0
7713,39384,17225,0
7680,39355,17185,0
7650,39331,17145,0
7623,39310,17108,0
7600,39294,17072,0
7578,39281,17035,0
7551,39264,16995,0
7521,39241,16953,0
7490,39213,16905,0
7459,39183,16854,0
7428,39152,16802,0
7398,39122,16752,0
7361,39090,16698,0
7319,39051,16640,0
7272,39006,16578,0
7224,38963,16512,0
7175,38924,16446,0
7121,38885,16380,0
7064,38848,16314,0
7008,38812,16248,0
6954,38779,16185,0
6899,38746,16123,0
6845,38713,16062,0
6795,38682,16003,0
6749,38654,15947,0
6708,38629,15899,0
6675,38610,15867,0
6659,38600,15855,0
6665,38603,15868,0
6696,38627,15912,0
6755,38676,15995,0
6845,38752,16120,0
6963,38853,16283,0
7099,38974,16481,0
7250,39108,16709,0
7417,39255,16955,0
7594,39407,17214,0
7773,39556,17480,0
7949,39702,17748,0
8123,39845,18014,0
8290,39983,18272,0
8442,40111,18513,0
8580,40229,18735,0
8704,40334,18937,0
8813,40426,19118,0
8907,40506,19271,0
8988,40573,19395,0
9057,40625,19493,0
9113,40663,19570,0
9156,40692,19626,0
9187,40713,19666,0
9208,40726,19691,0
9216,40730,19701,0
9212,40726,19700,0
9198,40715,19691,0
