green_channel,red_channel,ir_channel
52877,51764,21063
52892,51765,21062
52908,51762,21060
52921,51758,21062
52926,51754,21068
52925,51749,21072
52920,51742,21070
52912,51736,21061
52901,51734,21048
52889,51731,21030
52870,51727,21008
52843,51719,20981
52807,51703,20943
52765,51677,20891
52722,51642,20830
52682,51606,20768
52648,51572,20710
52620,51538,20655
52590,51504,20598
52556,51472,20540
52523,51445,20491
52492,51422,20448
52457,51400,20403
52421,51375,20353
52389,51348,20301
52359,51321,20246
52332,51292,20190
52309,51260,20136
52292,51226,20087
52272,51186,20034
52242,51140,19973
52199,51090,19907
52156,51042,19837
52122,51001,19768
52094,50969,19705
52064,50940,19645
52027,50911,19583
51986,50882,19516
51945,50857,19452
51907,50838,19392
51868,50819,19331
51827,50795,19268
51782,50767,19203
51732,50736,19134
51682,50702,19065
51640,50669,19001
51607,50640,18945
51578,50615,18890
51547,50592,18830
51514,50565,18768
51478,50536,18707
51439,50507,18648
51402,50481,18596
51373,50462,18554
51353,50450,18520
51336,50442,18491
51324,50439,18466
51315,50438,18443
51307,50437,18415
51295,50430,18378
51273,50413,18330
51246,50388,18282
51215,50355,18235
51187,50320,18190
51163,50289,18150
51135,50259,18109
51102,50228,18067
51070,50201,18023
51047,50177,17979
51025,50153,17930
50994,50126,17875
50948,50092,17818
50895,50054,17762
50848,50014,17708
50816,49979,17657
50789,49947,17610
50758,49917,17567
50722,49888,17523
50690,49859,17473
50668,49837,17424
50657,49823,17381
50651,49813,17347
50643,49801,17314
50631,49780,17274
50611,49754,17227
50589,49730,17184
50565,49706,17142
50538,49678,17095
50508,49646,17045
50476,49610,16995
50444,49579,16950
50416,49555,16913
50389,49533,16882
50367,49513,16862
50364,49507,16867
50399,49536,16917
50472,49603,17017
50574,49702,17163
50700,49828,17351
50846,49970,17573
51010,50124,17821
51195,50292,18094
51396,50475,18388
51604,50669,18694
51810,50863,18999
52009,51049,19296
52194,51222,19578
52366,51382,19847
52526,51529,20102
52670,51658,20333
52788,51764,20529
52884,51852,20694
52965,51926,20839
53033,51986,20966
53092,52034,21074
53147,52070,21166
53193,52094,21238
53226,52108,21290
53241,52114,21321
53235,52107,21333
53209,52085,21326
53172,52051,21305
53130,52012,21277
53089,51970,21244
53052,51927,21208
53020,51891,21173
52990,51861,21136
52960,51834,21097
52933,51810,21061
52915,51793,21037
52908,51781,21025
52905,51767,21017
52907,51752,21012
52908,51741,21010
52908,51732,21005
52905,51728,21000
52897,51731,21000
52885,51735,21002
52880,51740,21005
52883,51749,21017
52890,51761,21038
52894,51771,21059
52896,51773,21072
52893,51765,21069
52885,51746,21047
52877,51724,21011
52868,51702,20969
52850,51677,20916
52821,51648,20856
52786,51621,20797
52748,51594,20738
52702,51562,20674
52650,51531,20610
52602,51508,20553
52560,51489,20502
52525,51475,20454
52499,51468,20414
52476,51465,20381
52447,51456,20349
52412,51438,20311
52382,51418,20273
52365,51401,20244
52355,51386,20225
52350,51372,20213
52354,51362,20205
52368,51362,20203
52382,51366,20204
52384,51366,20202
52374,51361,20198
52363,51352,20195
52353,51340,20191
52344,51327,20186
52339,51315,20180
52338,51302,20173
52339,51289,20163
52338,51278,20148
52332,51269,20129
52322,51258,20100
52308,51244,20065
52280,51225,20026
52243,51199,19980
52207,51170,19929
52175,51140,19879
52149,51112,19835
52129,51087,19798
52107,51060,19764
52083,51032,19729
