green_channel,red_channel,ir_channel
6719,55526,37432
6618,55404,37237
6530,55292,37060
6455,55194,36905
6396,55121,36784
6355,55077,36704
6332,55059,36663
6329,55061,36658
6345,55084,36687
6379,55125,36746
6429,55182,36829
6493,55254,36939
6570,55344,37075
6654,55448,37228
6741,55558,37390
6828,55669,37559
6916,55782,37735
7007,55896,37913
7099,56009,38086
7185,56116,38249
7266,56215,38402
7343,56307,38545
7413,56388,38674
7474,56462,38786
7525,56526,38882
7564,56577,38958
7592,56615,39012
7610,56636,39043
7616,56640,39054
7607,56628,39046
7588,56606,39021
7561,56576,38979
7527,56538,38921
7487,56492,38847
7442,56434,38758
7390,56367,38658
7334,56296,38552
7275,56222,38442
7214,56141,38324
7149,56054,38197
7085,55967,38068
7022,55883,37943
6959,55798,37816
6895,55711,37683
6828,55622,37547
6753,55530,37407
6674,55436,37264
6594,55342,37121
6517,55251,36980
6445,55165,36844
6376,55082,36713
6307,55001,36587
6238,54921,36465
6171,54842,36347
6106,54768,36236
6046,54700,36133
5989,54636,36036
5936,54573,35940
5887,54509,35848
5841,54445,35760
5798,54385,35675
5758,54332,35594
5719,54284,35517
5681,54239,35444
5644,54198,35376
5611,54162,35314
5581,54133,35258
5555,54111,35206
5534,54093,35160
5513,54072,35119
5494,54048,35081
5478,54027,35049
5464,54008,35020
5448,53988,34988
5429,53965,34952
5412,53944,34919
5397,53926,34891
5384,53912,34866
5374,53898,34845
5361,53884,34827
5347,53866,34813
5334,53848,34802
5325,53837,34797
5318,53830,34792
5309,53823,34781
5296,53812,34763
5282,53796,34739
5269,53776,34707
5253,53754,34667
5231,53725,34619
5203,53690,34562
5168,53652,34499
5125,53605,34434
5078,53552,34367
5031,53497,34298
4986,53443,34223
4943,53387,34146
4902,53332,34069
4864,53283,33998
4829,53243,33939
4802,53210,33896
4786,53190,33875
4789,53199,33891
4819,53248,33961
4884,53336,34088
4990,53468,34281
5139,53650,34547
5326,53881,34888
5546,54153,35293
5795,54461,35755
6067,54793,36260
6353,55141,36792
6648,55499,37342
6943,55859,37896
7226,56208,38438
7493,56540,38954
7741,56853,39438
7972,57140,39888
8184,57399,40295
8371,57624,40653
8526,57808,40958
8651,57958,41211
8756,58081,41417
8841,58177,41573
8900,58244,41674
8935,58281,41722
8948,58292,41726
8939,58274,41693
8909,58230,41625
8865,58167,41526
8810,58090,41402
8744,58001,41256
8671,57903,41092
8592,57797,40917
8506,57684,40731
8412,57566,40536
8314,57446,40339
8215,57325,40143
8118,57202,39948
8021,57076,39750
7922,56948,39549
7824,56819,39344
7725,56690,39138
7623,56559,38929
7513,56420,38714
7399,56279,38497
7286,56142,38285
7175,56009,38083
7068,55886,37892
6972,55777,37723
6891,55683,37579
6824,55602,37459
6775,55542,37367
6747,55507,37309
6737,55498,37285
6747,55511,37294
6775,55545,37334
6819,55596,37402
6873,55658,37492
6937,55732,37603
7012,55819,37734
7094,55917,37881
7183,56023,38039
7272,56129,38203
7360,56232,38367
7446,56333,38531
7528,56431,38688
7603,56523,38836
7671,56610,38972
7736,56692,39097
7796,56767,39208
7846,56831,39301
7886,56881,39373
7917,56918,39426
7936,56941,39462
7944,56953,39479
7943,56952,39476
7931,56938,39455
7911,56912,39417
7884,56877,39361
7852,56834,39291
7814,56785,39212
7768,56729,39124
7716,56668,39030
7663,56604,38934
7607,56537,38835
7550,56468,38729
7491,56396,38619
7430,56322,38505
7372,56246,38387
7316,56169,38267
7259,56090,38148
7199,56013,38029
7138,55937,37912
7077,55859,37793
7015,55779,37670
6954,55697,37546
6892,55613,37422
6824,55526,37294
6753,55438,37166
6682,55357,37044
6611,55285,36929
6547,55216,36818
6490,55150,36712
6437,55087,36608
6380,55027,36508
6324,54969,36415
6275,54915,36329
6234,54865,36249
6196,54817,36173
6159,54772,36102
6120,54729,36037
6085,54690,35979
6055,54653,35925
6026,54614,35874
5998,54576,35828
5971,54545,35788
5947,54516,35749
5922,54487,35708
5899,54458,35668
5878,54437,35634
5860,54422,35605
5847,54411,35579
5839,54404,35558
5833,54397,35543
5824,54385,35528
5817,54376,35514
5812,54370,35500
5805,54364,35484
5795,54356,35465
5783,54343,35445
5769,54331,35424
5755,54320,35402
5739,54305,35375
5717,54281,35339
5692,54252,35296
5665,54219,35245
5631,54180,35185
5591,54135,35115
5550,54088,35043
5508,54041,34970
5467,53992,34896
5426,53940,34821
5384,53886,34746
5339,53830,34671
5294,53775,34596
5255,53725,34523
5220,53683,34461
5192,53651,34415
5177,53638,34398
5184,53650,34421
5221,53696,34493
5291,53782,34621
5398,53911,34811
5539,54086,35069
5715,54308,35395
5926,54569,35782
6164,54860,36224
6420,55174,36709
6687,55503,37225
6959,55840,37754
7228,56176,38279
7490,56502,38787
7740,56811,39269
7974,57094,39719
8187,57347,40131
8376,57572,40502
8545,57769,40827
8689,57937,41099
8805,58071,41318
8895,58175,41487
8961,58249,41609
9004,58293,41684
9027,58309,41715
9034,58305,41707
9026,58283,41665
9000,58242,41592
8958,58186,41492
8906,58116,41372
8843,58033,41232
8773,57936,41075
8695,57829,40906
8609,57713,40725
8515,57592,40537
8414,57468,40346
8310,57344,40155
8208,57223,39961
8108,57099,39762
8005,56968,39555
7896,56829,39339
7785,56687,39121
7675,56547,38901
7562,56404,38676
7446,56259,38449
7330,56116,38225
7217,55977,38010
7109,55848,37807
7013,55730,37622
6929,55627,37461
6860,55540,37330
6807,55472,37231
6770,55427,37167
6750,55408,37136
6744,55411,37134
6755,55436,37159
6782,55478,37208
6822,55531,37281
6873,55593,37372
6933,55665,37478
7002,55750,37597
7078,55847,37729
7159,55950,37870
7241,56052,38013
7321,56151,38156
7398,56248,38299
7473,56339,38437
7542,56420,38562
7605,56493,38676
7660,56558,38776
7701,56607,38854
7729,56639,38911
7748,56660,38950
7759,56669,38970
7759,56663,38968
7746,56644,38948
7724,56616,38916
7695,56582,38873
7661,56542,38817
7624,56498,38748
7582,56450,38668
7533,56396,38580
7479,56333,38484
7425,56263,38383
7370,56192,38276
7311,56119,38160
7248,56041,38038
7182,55959,37911
7116,55876,37780
7047,55790,37645
6972,55698,37506
6892,55598,37362
6809,55497,37215
6728,55400,37071
6650,55306,36931
6576,55213,36796
6505,55125,36666
6435,55040,36540
6362,54958,36415
6292,54881,36294
6226,54809,36180
6161,54738,36068
6097,54662,35954
6036,54584,35842
5977,54508,35735
5915,54432,35630
5855,54357,35526
5798,54284,35426
5743,54217,35332
5690,54156,35241
5639,54102,35153
5591,54053,35071
5547,54008,34994
5512,53965,34926
5481,53926,34867
5452,53889,34814
5425,53856,34765
5406,53831,34723
5393,53812,34686
5381,53798,34653
5367,53787,34624
5352,53775,34597
5339,53764,34574
5332,53758,34556
5329,53755,34543
5324,53748,34529
5313,53736,34515
5300,53725,34504
5286,53716,34495
5273,53706,34480
5261,53692,34458
5249,53675,34432
5232,53655,34401
5208,53627,34363
5181,53592,34316
5150,53555,34263
5114,53515,34204
5073,53469,34139
5030,53421,34071
4987,53374,34002
4944,53326,33931
4904,53279,33862
4867,53235,33799
4828,53194,33738
4790,53152,33679
4755,53110,33622
4722,53070,33565
4692,53035,33513
4670,53009,33473
4661,52996,33454
4667,53010,33469
4701,53061,33535
4771,53152,33665
4880,53287,33868
5031,53472,34151
5220,53706,34510
5441,53982,34930
5689,54290,35398
5957,54620,35905
6237,54963,36440
6520,55309,36984
6801,55650,37523
7071,55979,38041
7322,56285,38524
7555,56564,38967
7765,56814,39365
7949,57034,39718
8105,57223,40021
8232,57379,40271
8334,57503,40472
8415,57596,40625
8473,57660,40733
8509,57698,40797
8526,57713,40819
8525,57707,40803
8509,57679,40751
8478,57634,40666
8433,57575,40558
8372,57499,40433
8299,57410,40290
8217,57312,40132
8127,57206,39960
8032,57093,39776
7935,56974,39587
7838,56851,39393
7741,56728,39196
7642,56606,38996
7540,56480,38793
7433,56347,38583
7320,56210,38370
7202,56069,38152
7079,55922,37926
6955,55772,37696
6832,55624,37468
6711,55478,37243
6594,55336,37027
6486,55204,36825
6390,55084,36642
6309,54980,36484
6247,54899,36357
6205,54840,36265
6184,54807,36211
6182,54799,36193
6193,54813,36208
6220,54848,36254
6265,54903,36330
6323,54972,36428
6388,55051,36543
6454,55140,36677
6527,55239,36829
6608,55346,36991
6695,55457,37156
6785,55571,37323
6876,55685,37491
6963,55793,37656
7044,55893,37812
7121,55986,37955
7190,56070,38081
7248,56142,38188
7295,56202,38275
7333,56248,38346
7361,56282,38397
7379,56302,38425
7387,56310,38435
7386,56305,38428
7377,56291,38403
7358,56267,38365
7331,56235,38317
7300,56196,38260
7267,56154,38194
7227,56104,38118
7179,56042,38032
7128,55972,37937
7074,55900,37838
7016,55825,37733
6953,55749,37622
6891,55675,37506
6828,55602,37387
6760,55524,37262
6688,55442,37134
6615,55361,37005
6542,55280,36877
6470,55199,36749
6402,55117,36620
6334,55035,36493
6265,54953,36367
6197,54873,36244
6135,54799,36127
6076,54727,36015
6020,54655,35903
5965,54584,35793
5912,54516,35690
5864,54453,35596
5821,54394,35508
5778,54334,35421
5732,54271,35334
5685,54213,35254
5642,54160,35179
5601,54111,35109
5562,54064,35043
5526,54021,34981
5491,53979,34921
5455,53938,34859
5423,53902,34799
5392,53872,34745
5361,53847,34697
5332,53822,34650
5307,53799,34605
5283,53777,34565
5259,53754,34527
5237,53732,34489
5217,53711,34453
5198,53690,34420
5179,53667,34390
5164,53645,34361
5151,53628,34335
5138,53613,34311
5125,53597,34289
5108,53578,34263
5090,53555,34235
5071,53529,34203
5047,53495,34166
5017,53455,34124
4987,53417,34078
4957,53380,34029
4924,53340,33973
4889,53297,33910
4854,53254,33847
