green_channel,red_channel,ir_channel
27877,40152,45037
28182,40436,45492
28493,40726,45960
28798,41011,46422
29094,41284,46864
29373,41539,47277
29624,41771,47654
29843,41975,47987
30031,42151,48274
30187,42298,48516
30308,42412,48711
30400,42496,48859
30464,42554,48963
30501,42586,49024
30507,42588,49045
30491,42565,49027
30455,42520,48972
30401,42456,48887
30326,42378,48777
30234,42289,48645
30131,42189,48496
30013,42080,48332
29879,41959,48156
29737,41831,47969
29594,41701,47774
29451,41570,47574
29309,41438,47370
29167,41308,47162
29032,41184,46954
28900,41064,46750
28768,40945,46551
28639,40829,46356
28513,40717,46164
28388,40602,45975
28259,40487,45787
28134,40377,45603
28014,40273,45422
27897,40171,45249
27785,40072,45087
27684,39983,44938
27597,39907,44808
27524,39844,44699
27465,39792,44613
27424,39756,44553
27399,39740,44519
27389,39742,44514
27395,39762,44535
27420,39799,44580
27462,39848,44646
27518,39906,44733
27589,39974,44839
27677,40052,44961
27775,40140,45100
27874,40232,45249
27972,40326,45399
28072,40422,45547
28169,40514,45691
28253,40593,45822
28327,40660,45937
28395,40721,46037
28453,40774,46124
28496,40816,46196
28529,40849,46254
28553,40873,46294
28563,40886,46312
28560,40889,46311
28547,40881,46290
28525,40863,46254
28491,40835,46203
28445,40796,46139
28392,40750,46062
28333,40700,45975
28269,40643,45884
28198,40578,45786
28124,40507,45678
28049,40433,45563
27971,40357,45448
27889,40279,45332
27806,40200,45212
27722,40120,45089
27634,40038,44962
27542,39952,44831
27451,39865,44702
27364,39779,44577
27280,39691,44454
27198,39606,44332
27119,39529,44214
27043,39462,44102
26966,39398,43995
26889,39334,43888
26817,39272,43782
26749,39213,43678
26680,39153,43575
26611,39094,43472
26548,39041,43373
26491,38992,43282
26434,38946,43201
26377,38903,43126
26325,38864,43052
26276,38828,42980
26229,38792,42914
26185,38756,42851
26146,38720,42790
26109,38688,42733
26073,38657,42683
26040,38628,42638
26010,38601,42597
25983,38574,42559
25953,38546,42522
25922,38518,42481
25892,38490,42432
25859,38461,42378
25819,38430,42322
25775,38398,42261
25732,38365,42196
25690,38332,42132
25648,38298,42072
25612,38268,42016
25586,38243,41969
25565,38222,41934
25552,38211,41919
25556,38221,41931
25593,38260,41985
25671,38333,42100
25796,38450,42285
25973,38617,42542
26198,38830,42869
26461,39080,43264
26758,39361,43712
27081,39665,44194
27416,39980,44693
27747,40290,45190
28063,40584,45666
28358,40859,46110
28627,41108,46514
28859,41325,46874
29054,41505,47183
29214,41654,47437
29343,41772,47641
29440,41855,47799
29508,41906,47910
29548,41932,47976
29564,41937,48000
29556,41920,47988
29529,41884,47942
29482,41831,47864
29414,41762,47760
29326,41678,47631
29223,41578,47477
29108,41465,47304
28979,41346,47118
28837,41221,46926
28688,41093,46727
28535,40962,46518
28378,40827,46301
28223,40686,46077
28071,40544,45849
27922,40407,45623
27773,40271,45400
27625,40134,45180
27479,39999,44962
27333,39866,44744
27181,39733,44528
27028,39599,44314
26882,39469,44102
26746,39344,43899
26617,39225,43708
26495,39113,43532
26384,39012,43371
26290,38928,43232
26211,38861,43121
26150,38812,43035
26112,38783,42976
26097,38777,42947
26103,38788,42951
26133,38816,42987
26186,38865,43055
26259,38935,43154
26346,39020,43281
26443,39115,43426
26550,39217,43583
26661,39321,43748
26771,39421,43917
26881,39521,44084
26993,39623,44248
27101,39722,44403
27198,39813,44545
27285,39892,44670
