green_channel,red_channel,ir_channel
28343,40903,30408
28351,40912,30419
28353,40911,30416
28346,40898,30397
28327,40875,30365
28295,40842,30317
28250,40800,30253
28194,40747,30171
28127,40680,30072
28048,40602,29959
27958,40515,29832
27858,40422,29692
27748,40322,29541
27631,40215,29382
27508,40108,29216
27384,40003,29044
27261,39899,28869
27140,39795,28693
27020,39687,28516
26900,39579,28342
26782,39473,28175
26665,39371,28013
26549,39270,27852
26433,39167,27691
26317,39062,27532
26200,38959,27373
26082,38856,27213
25964,38751,27054
25847,38645,26896
25729,38539,26738
25612,38434,26579
25497,38333,26420
25385,38233,26263
25276,38134,26109
25170,38038,25959
25066,37946,25813
24963,37860,25672
24863,37778,25538
24768,37701,25411
24681,37631,25292
24603,37568,25184
24532,37510,25088
24469,37459,25004
24413,37414,24929
24361,37371,24862
24310,37327,24799
24260,37282,24735
24209,37236,24669
24156,37187,24600
24101,37133,24527
24043,37075,24449
23982,37016,24365
23918,36959,24274
23850,36900,24178
23782,36838,24078
23711,36771,23973
23639,36701,23866
23565,36629,23757
23492,36557,23647
23416,36486,23535
23337,36418,23422
23255,36350,23312
23172,36284,23210
23094,36220,23115
23020,36161,23025
22952,36108,22939
22888,36055,22856
22826,36001,22773
22764,35945,22689
22703,35886,22601
22641,35827,22509
22579,35768,22417
22519,35712,22324
22458,35657,22232
22396,35604,22142
22332,35553,22056
22267,35504,21972
22203,35455,21888
22141,35408,21802
22083,35364,21719
22032,35322,21641
21986,35281,21568
21946,35242,21501
21909,35205,21441
21874,35171,21384
21841,35138,21328
21805,35105,21273
21764,35071,21216
21718,35032,21155
21668,34989,21088
21612,34942,21013
21549,34891,20931
21482,34834,20842
21413,34772,20751
21341,34707,20659
21265,34642,20563
21188,34578,20462
21113,34512,20360
21039,34445,20257
20965,34376,20155
20896,34310,20055
20836,34251,19960
20780,34197,19872
20727,34147,19788
20678,34104,19708
20634,34068,19633
20593,34034,19564
20552,33999,19499
20515,33965,19441
20484,33933,19391
20458,33905,19350
20438,33884,19322
20430,33876,19315
20443,33890,19343
20489,33933,19417
20580,34020,19556
20729,34162,19783
20951,34373,20116
21258,34660,20567
21653,35028,21141
22134,35474,21830
22693,35988,22618
23316,36556,23490
23989,37167,24427
24699,37810,25412
25429,38469,26422
26162,39127,27432
26881,39767,28418
27565,40371,29351
28196,40924,30210
28760,41412,30975
29248,41828,31635
29656,42170,32184
29980,42440,32620
30223,42641,32950
30390,42780,33183
30492,42863,33328
30539,42898,33395
30537,42888,33398
30496,42844,33346
30419,42770,33249
30312,42674,33118
30186,42561,32959
30048,42437,32778
29902,42305,32583
29752,42171,32381
29602,42040,32181
29458,41914,31991
29324,41797,31819
29206,41693,31665
29103,41604,31532
29020,41533,31425
