green_channel,red_channel,ir_channel
37823,36484,53904
37823,36480,53907
37823,36478,53909
37824,36476,53906
37821,36474,53896
37817,36471,53882
37811,36469,53867
37802,36462,53847
37788,36449,53820
37771,36435,53786
37753,36422,53749
37734,36404,53710
37711,36382,53670
37688,36358,53627
37665,36332,53581
37641,36302,53531
37611,36266,53477
37576,36228,53424
37542,36194,53372
37509,36160,53317
37474,36122,53257
37441,36087,53196
37412,36057,53136
37383,36029,53079
37355,35999,53027
37331,35971,52982
37312,35950,52941
37293,35931,52902
37275,35912,52865
37261,35895,52830
37246,35879,52798
37226,35861,52765
37206,35844,52734
37188,35830,52706
37170,35818,52680
37150,35803,52651
37131,35786,52623
37116,35772,52600
37103,35757,52577
37088,35738,52553
37070,35718,52528
37055,35699,52503
37044,35682,52476
37033,35667,52448
37022,35656,52420
37013,35649,52396
37005,35643,52377
36994,35634,52357
36978,35622,52339
36962,35610,52322
36949,35598,52302
36937,35583,52276
36925,35569,52250
36914,35556,52227
36901,35543,52203
36888,35528,52178
36872,35512,52154
36854,35498,52135
36834,35483,52117
36812,35466,52095
36791,35448,52069
36774,35432,52044
36761,35418,52023
36752,35404,52006
36749,35393,51991
36750,35385,51978
36750,35379,51965
36747,35372,51949
36742,35366,51930
36737,35361,51910
36730,35355,51891
36719,35342,51870
36705,35330,51848
36690,35320,51825
36673,35309,51798
36652,35293,51766
36629,35273,51733
36607,35253,51700
36587,35234,51669
36567,35215,51635
36551,35196,51597
36543,35179,51557
36540,35163,51518
36538,35143,51481
36534,35124,51452
36529,35110,51438
36524,35103,51434
36520,35105,51440
36524,35122,51462
36543,35154,51510
36579,35202,51583
36635,35270,51686
36712,35363,51828
36811,35480,52010
36929,35614,52225
37066,35766,52472
37220,35933,52751
37385,36109,53055
37555,36288,53376
37727,36470,53706
37903,36655,54039
38076,36836,54363
38241,37008,54669
38396,37170,54952
38538,37318,55210
38662,37447,55435
38766,37551,55622
38852,37633,55771
38920,37697,55889
38965,37743,55976
38992,37770,56032
39007,37783,56061
39009,37787,56068
38998,37779,56056
38976,37761,56025
38951,37738,55982
38926,37713,55936
38899,37683,55883
38868,37647,55822
38835,37609,55761
38802,37570,55706
38771,37531,55657
38743,37496,55612
38718,37472,55576
38697,37457,55546
38681,37443,55518
38670,37429,55495
38661,37417,55477
38652,37406,55461
38639,37396,55445
38628,37388,55427
38618,37381,55411
38608,37373,55399
38598,37364,55385
38590,37355,55369
38583,37348,55354
38576,37338,55336
38564,37322,55311
38547,37304,55280
38527,37284,55243
38503,37260,55199
38475,37232,55146
38446,37201,55088
38415,37169,55022
38382,37134,54944
38342,37095,54858
38302,37055,54771
38266,37016,54693
38227,36979,54622
38186,36944,54558
38149,36913,54503
38119,36886,54460
38098,36862,54425
38080,36841,54393
38065,36825,54367
38056,36814,54350
38049,36805,54335
38041,36795,54319
38032,36786,54306
38026,36779,54296
38021,36773,54286
38014,36762,54275
38008,36753,54267
38005,36749,54262
38003,36745,54256
37999,36738,54248
37994,36733,54240
37989,36733,54232
37986,36731,54224
37987,36727,54212
37989,36723,54195
37988,36714,54175
37980,36701,54150
37967,36685,54120
37950,36671,54088
37928,36655,54054
37900,36636,54018
37872,36613,53978
37843,36587,53938
37811,36557,53896
37774,36524,53845
37737,36488,53788
37702,36453,53728
37669,36422,53668
37635,36392,53607
37601,36364,53551
37571,36337,53498
37547,36307,53447
37528,36275,53395
37511,36245,53346
37494,36217,53301
37473,36189,53257
37447,36159,53213
37422,36133,53170
37399,36112,53129
37377,36092,53091
37354,36072,53053
37331,36052,53015
37310,36034,52980
37289,36015,52944
37267,35993,52908
37245,35972,52876
37226,35951,52846
37208,35932,52815
37191,35914,52785
37177,35897,52759
37163,35884,52736
37148,35870,52713
37133,35857,52691
37122,35847,52671
37112,35839,52650
37103,35832,52628
37097,35827,52607
37094,35821,52589
37088,35811,52570
37075,35798,52550
37059,35783,52528
37044,35769,52506
37026,35752,52480
37006,35729,52451
36990,35706,52423
36977,35687,52399
36967,35670,52375
36954,35651,52350
36939,35633,52327
36926,35621,52308
36914,35610,52290
36900,35597,52271
36884,35585,52254
36870,35573,52238
36858,35560,52220
36844,35544,52200
36829,35530,52177
36813,35519,52155
36795,35508,52131
36776,35494,52104
36761,35478,52078
36749,35461,52051
36736,35441,52018
36723,35416,51978
36711,35392,51941
36697,35373,51909
36682,35356,51879
36664,35339,51847
36646,35324,51816
36627,35309,51788
36607,35291,51758
36588,35269,51725
36572,35245,51693
36559,35222,51666
36547,35201,51646
36541,35191,51639
36545,35197,51650
36561,35224,51686
36592,35270,51754
36646,35336,51857
36725,35427,51997
36823,35540,52175
36938,35667,52384
37068,35810,52624
37213,35968,52896
37368,36136,53191
37532,36314,53499
37705,36499,53821
37882,36690,54148
38056,36879,54469
38223,37058,54772
38381,37224,55051
38525,37374,55301
38651,37506,55517
38753,37612,55694
38830,37691,55832
38886,37747,55936
38920,37782,56008
38940,37799,56052
38951,37803,56071
38957,37799,56070
38952,37786,56050
38935,37761,56013
38910,37730,55966
38879,37699,55918
38847,37666,55869
38816,37631,55821
38786,37597,55772
38756,37568,55724
38723,37542,55677
38687,37515,55628
38657,37488,55583
38634,37466,55544
38617,37449,55511
38603,37438,55484
38594,37433,55465
38588,37434,55453
38581,37433,55446
38573,37426,55441
38567,37416,55437
38558,37405,55430
38549,37394,55419
38539,37380,55405
38531,37366,55389
38520,37349,55366
38505,37328,55333
38484,37302,55290
38458,37271,55237
38425,37236,55175
38386,37199,55102
38347,37165,55027
38310,37134,54955
38273,37102,54882
38235,37066,54807
38202,37029,54734
38172,36992,54669
38141,36956,54608
38110,36918,54548
38085,36883,54493
38063,36853,54444
38042,36828,54402
38025,36807,54371
38013,36794,54349
38004,36787,54335
37992,36780,54324
37980,36771,54313
37974,36767,54307
37971,36768,54305
37969,36769,54301
37968,36771,54296
37971,36771,54293
37974,36770,54292
37973,36767,54289
37971,36764,54282
37970,36762,54273
37966,36757,54263
37958,36749,54250
37947,36743,54232
37934,36736,54213
37918,36726,54193
37898,36709,54168
37877,36687,54139
37854,36663,54106
37828,36635,54067
37798,36602,54020
37766,36569,53969
37734,36534,53915
37700,36495,53855
37662,36449,53788
37625,36403,53720
37594,36364,53654
37565,36329,53591
37535,36294,53530
37507,36263,53473
37485,36237,53421
37466,36216,53371
37444,36193,53325
37420,36170,53281
37396,36148,53243
37371,36126,53207
37343,36103,53170
37315,36079,53132
37289,36052,53090
37263,36021,53046
37235,35988,53000
37208,35960,52959
37185,35938,52923
37163,35917,52887
37140,35893,52851
37119,35869,52819
37105,35852,52793
37094,35839,52771
37082,35827,52748
37068,35817,52727
37054,35807,52709
37041,35794,52690
37028,35779,52666
37016,35766,52642
37004,35754,52617
36989,35741,52589
36974,35724,52555
36959,35706,52521
36941,35685,52487
36918,35661,52454
36893,35636,52422
36869,35612,52394
36846,35589,52369
36826,35565,52343
36809,35544,52318
36796,35525,52294
36782,35511,52271
36769,35500,52246
36758,35489,52221
36750,35480,52198
36741,35473,52175
36730,35461,52149
36717,35445,52124
36706,35427,52104
36693,35411,52086
36679,35395,52067
36667,35381,52047
36657,35365,52028
36646,35345,52009
36634,35325,51988
36623,35307,51965
36613,35294,51943
36599,35281,51917
36581,35270,51888
36564,35260,51861
36548,35250,51841
36532,35237,51823
36518,35224,51801
36507,35213,51775
36493,35201,51747
36473,35182,51715
36452,35158,51679
36432,35135,51639
36412,35112,51594
36390,35089,51548
36367,35068,51506
36345,35050,51472
36326,35035,51446
36310,35022,51426
36301,35016,51421
36306,35024,51435
36325,35048,51473
36363,35089,51541
36425,35156,51650
36512,35252,51803
36621,35371,52001
36749,35510,52238
36897,35669,52506
37060,35846,52801
37230,36033,53117
37403,36222,53442
37579,36415,53771
37758,36606,54095
37930,36786,54409
38089,36953,54705
38236,37108,54980
38368,37251,55228
38480,37375,55442
38570,37479,55615
38643,37564,55753
38699,37630,55858
38738,37676,55930
38759,37703,55970
38767,37713,55987
38764,37709,55983
38753,37692,55959
38734,37665,55919
38710,37632,55873
38683,37597,55821
38653,37560,55763
38620,37523,55703
38588,37487,55644
38559,37453,55589
38534,37420,55535
38510,37389,55489
38488,37365,55451
38468,37347,55422
38448,37330,55400
38430,37312,55382
38417,37298,55366
38408,37288,55349
38396,37276,55326
38382,37259,55303
38364,37243,55282
38340,37225,55256
38311,37199,55219
38282,37167,55174
38253,37136,55128
38222,37102,55077
38188,37064,55019
38150,37025,54954
38107,36985,54887
38058,36944,54815
38007,36902,54736
37957,36861,54655
37907,36817,54577
37852,36769,54498
37794,36716,54412
37741,36662,54323
37694,36611,54242
37650,36566,54171
37609,36529,54109
37577,36501,54062
37555,36480,54028
37537,36464,54003
37522,36454,53984
37512,36450,53971
37508,36446,53964
37509,36439,53958
37511,36429,53952
37513,36424,53948
37513,36422,53948
37507,36420,53944
37496,36416,53936
37483,36411,53927
37472,36402,53916
37462,36391,53898
37455,36383,53877
37449,36379,53860
37443,36377,53847
37437,36373,53837
37431,36367,53827
37422,36361,53815
37409,36350,53800
37392,36335,53779
37373,36318,53755
37354,36298,53729
37334,36276,53699
37312,36252,53662
37286,36225,53622
37259,36197,53582
37231,36169,53543
37205,36141,53503
37182,36116,53464
37161,36095,53422
37140,36076,53374
37115,36058,53320
37090,36041,53271
37066,36026,53227
37042,36008,53187
37017,35982,53147
36990,35955,53107
36963,35931,53070
36935,35909,53036
36907,35885,53003
36884,35862,52968
36866,35843,52934
36850,35826,52902
36833,35803,52869
36812,35779,52839
36792,35758,52813
36775,35737,52787
36764,35718,52761
36756,35703,52735
36746,35690,52711
36733,35677,52688
36717,35664,52665
36701,35652,52639
36681,35640,52609
36658,35621,52573
36635,35599,52532
36615,35579,52495
36598,35560,52465
36581,35537,52437
36565,35514,52411
36549,35493,52389
36533,35476,52370
36517,35460,52351
36503,35450,52334
36493,35445,52320
36488,35442,52306
36483,35438,52287
36478,35431,52269
36469,35423,52256
36456,35412,52246
36439,35400,52232
36423,35393,52219
36409,35387,52208
36394,35378,52191
36377,35365,52168
36361,35353,52145
36348,35342,52122
36337,35330,52096
36326,35315,52068
36319,35303,52043
36313,35293,52022
36306,35286,52003
36297,35280,51983
36289,35276,51964
36282,35274,51946
36272,35268,51927
36260,35257,51907
36247,35245,51889
36232,35233,51870
36217,35217,51844
36204,35198,51814
36193,35180,51786
36178,35158,51758
36157,35135,51731
36138,35115,51706
36123,35103,51688
36112,35099,51678
36109,35103,51676
36118,35119,51694
36140,35151,51743
36176,35203,51827
36234,35273,51950
36317,35368,52111
36424,35488,52314
36555,35628,52554
36704,35783,52822
36863,35950,53107
37026,36126,53404
37189,36301,53702
37351,36471,53997
37511,36638,54284
37664,36802,54565
37803,36955,54831
37928,37091,55073
