green_channel,red_channel,ir_channel
46283,18625,5353
46550,18866,6200
46778,19068,6961
46969,19234,7618
47127,19371,8161
47252,19478,8593
47348,19558,8920
47418,19615,9156
47463,19656,9315
47490,19682,9410
47502,19694,9454
47498,19692,9458
47480,19675,9427
47448,19646,9369
47407,19610,9295
47361,19568,9211
47313,19521,9117
47263,19468,9018
47213,19416,8920
47162,19366,8826
47110,19315,8733
47053,19262,8646
46996,19208,8564
46943,19153,8486
46890,19098,8408
46833,19041,8330
46770,18984,8249
46702,18927,8160
46626,18867,8062
46544,18800,7958
46464,18731,7848
46387,18661,7730
46306,18588,7607
46223,18515,7483
46146,18446,7365
46074,18384,7251
46002,18324,7144
45936,18265,7048
45881,18213,6967
45838,18171,6901
45809,18142,6852
45794,18125,6821
45792,18122,6806
45799,18129,6799
45813,18143,6804
45838,18164,6828
45873,18193,6867
45913,18228,6913
45952,18263,6962
45988,18302,7016
46024,18342,7070
46061,18377,7115
46092,18406,7150
46119,18431,7184
46144,18455,7215
46167,18475,7237
46182,18485,7246
46188,18489,7245
46187,18487,7234
46175,18476,7209
46150,18455,7174
46112,18422,7129
46066,18382,7071
46013,18339,7002
45951,18288,6922
45881,18225,6828
45808,18155,6723
45732,18082,6611
45653,18007,6499
45570,17930,6387
45490,17853,6271
45410,17777,6149
45326,17698,6021
45239,17614,5889
45148,17529,5754
45054,17443,5619
44959,17358,5486
44865,17271,5354
44774,17186,5218
44686,17103,5081
44596,17020,4949
44511,16940,4825
44429,16865,4702
44347,16794,4577
44265,16724,4458
44185,16656,4343
44110,16589,4229
44037,16520,4118
43962,16449,4011
43886,16379,3904
43816,16316,3800
43751,16256,3697
43689,16197,3598
43631,16140,3505
43572,16084,3414
43517,16032,3326
43470,15985,3249
43428,15940,3179
43384,15898,3110
43339,15862,3039
43295,15833,2972
43255,15806,2910
43217,15779,2849
43179,15753,2788
43145,15727,2733
43118,15704,2682
43093,15680,2629
43066,15652,2577
43036,15624,2529
43006,15598,2482
42975,15569,2432
42942,15538,2380
42910,15507,2327
42876,15474,2272
42834,15436,2212
42790,15395,2151
42751,15358,2094
42715,15324,2041
42678,15292,1989
42638,15260,1937
42600,15227,1885
42566,15194,1826
42532,15155,1762
42495,15115,1699
42458,15080,1639
42424,15049,1579
42392,15017,1522
42355,14985,1471
42318,14956,1423
42280,14925,1367
42240,14893,1301
42200,14858,1231
42157,14822,1158
42110,14783,1079
42058,14739,993
42000,14690,906
41942,14637,818
41881,14577,727
41815,14515,634
41748,14453,543
41681,14389,453
41615,14324,1679
41554,14261,4967
41506,14213,8007
41479,14190,9345
41486,14201,9505
41538,14255,8930
41645,14359,7969
41812,14514,6881
42038,14722,5852
42322,14982,5002
42656,15291,4387
43039,15644,4027
43458,16035,3914
43899,16445,4020
44353,16865,4308
44814,17291,4740
45271,17712,5269
45709,18115,5852
46123,18494,6456
46506,18844,7052
46851,19160,7615
47154,19433,8129
47420,19666,8588
47652,19865,8991
47847,20033,9336
48007,20173,9629
48139,20290,9879
48246,20384,10083
48321,20453,10238
48367,20498,10348
48393,20524,10424
48403,20536,10471
48400,20534,10487
48388,20519,10474
48370,20495,10439
48345,20463,10389
48311,20423,10330
48273,20380,10263
48236,20337,10192
48199,20295,10122
48162,20252,10052
48124,20209,9984
48085,20169,9920
48043,20133,9860
47996,20097,9806
47948,20059,9755
47901,20022,9701
47851,19980,9637
47794,19930,9563
47729,19873,9480
47655,19807,9382
47572,19733,9270
47483,19654,9146
47392,19574,9018
47302,19494,8888
47214,19417,8759
47133,19344,8639
47060,19274,8526
46992,19206,8417
46930,19141,8317
46876,19085,8231
46833,19043,8163
46797,19008,8108
46770,18980,8068
46754,18965,8047
46752,18967,8042
46758,18981,8050
46772,19004,8069
46793,19028,8100
46821,19053,8141
46854,19084,8185
46887,19117,8231
46917,19147,8278
46947,19173,8320
46978,19198,8354
47005,19219,8380
47022,19232,8396
47030,19238,8400
47028,19237,8391
47018,19227,8368
46997,19207,8333
46967,19179,8286
46931,19145,8229
46886,19105,8165
46835,19061,8095
46781,19011,8016
46721,18952,7924
46649,18879,7819
46571,18800,7702
46495,18723,7580
46423,18645,7460
46348,18562,7339
46268,18477,7218
46186,18392,7096
46104,18310,6974
46023,18229,6854
45942,18149,6739
45860,18071,6622
45777,17997,6504
45694,17923,6388
45612,17848,6273
45530,17772,6155
45446,17696,6035
45363,17623,5919
45280,17555,5805
45200,17487,5689
45121,17416,5571
45044,17346,5454
44971,17279,5337
44900,17211,5219
44830,17141,5101
44762,17073,4991
44693,17007,4887
44622,16943,4786
44552,16880,4690
44489,16817,4599
44431,16754,4511
44376,16696,4424
44323,16641,4338
44276,16590,4259
44237,16546,4189
44197,16509,4122
44154,16475,4055
44107,16444,3990
44061,16415,3929
44017,16385,3867
43972,16352,3801
43927,16319,3735
43883,16284,3671
43841,16248,3608
43797,16207,3545
43751,16163,3486
43707,16121,3429
43669,16083,3370
43634,16047,3311
43597,16009,3250
43562,15971,3184
43524,15931,3116
43480,15885,3050
43432,15839,2989
43387,15795,2927
43345,15751,2862
43307,15707,2799
43271,15669,2738
43232,15632,2672
43190,15596,2605
43146,15561,2542
43101,15526,2482
43056,15491,2420
43009,15455,2355
42961,15417,2290
42911,15377,2219
42860,15333,2138
42807,15282,2051
42753,15230,1964
42695,15174,1877
42634,15115,1789
42570,15053,1701
42504,14989,1612
42435,14927,1524
42367,14867,1431
42297,14808,1335
42230,14752,1239
42165,14697,1144
42097,14639,1045
42025,14577,943
41950,14514,844
41876,14452,748
41804,14387,651
41732,14317,549
41664,14245,447
41603,14179,351
41546,14122,265
41498,14075,201
41471,14052,171
41478,14063,187
41528,14113,261
41627,14209,408
41785,14358,639
42005,14564,952
42285,14821,1344
42625,15124,1814
43019,15473,2356
43454,15863,2956
43919,16285,3603
44402,16728,4287
44891,17181,4988
45375,17630,5682
45839,18061,6353
46278,18463,6994
46688,18838,7597
47060,19177,8149
47389,19476,8644
47679,19741,9085
47932,19976,9475
48149,20177,9813
48332,20346,10104
48483,20484,10351
48605,20593,10558
48698,20674,10720
48763,20727,10837
48804,20760,10918
48826,20778,10968
48830,20782,10991
48819,20777,10992
48800,20763,10975
48773,20738,10943
48740,20702,10897
48699,20657,10838
48653,20607,10771
48605,20556,10703
48560,20507,10635
48519,20460,10568
48482,20418,10501
48449,20381,10442
48420,20353,10390
48389,20325,10337
48349,20292,10281
48302,20252,10218
48249,20208,10149
48187,20159,10070
48117,20103,9981
48043,20040,9884
47962,19966,9778
47871,19883,9666
47779,19797,9552
47693,19715,9433
47613,19636,9310
47539,19565,9195
47474,19503,9095
47417,19453,9006
47365,19411,8928
47320,19378,8863
47285,19352,8811
47258,19334,8767
47237,19324,8736
47225,19326,8724
47227,19336,8728
47243,19354,8743
47268,19376,8768
47295,19393,8801
47321,19408,8835
47347,19424,8866
47373,19440,8892
47394,19455,8916
47412,19469,8936
47426,19481,8950
47432,19491,8959
47431,19498,8965
47424,19501,8963
47412,19497,8949
47390,19483,8925
47358,19457,8889
47322,19421,8840
47285,19377,8778
47240,19324,8705
47181,19259,8620
47110,19187,8524
47031,19111,8416
46943,19031,8301
46848,18948,8180
46749,18862,8051
46651,18774,7913
46554,18685,7771
46457,18594,7626
46359,18496,7476
46259,18392,7323
46160,18290,7174
46060,18196,7030
45960,18105,6885
45856,18015,6740
45752,17926,6597
45647,17837,6453
45540,17746,6305
45427,17649,6151
45310,17548,5996
45195,17449,5844
45084,17351,5693
44979,17256,5543
44883,17163,5404
44797,17078,5280
