green_channel,red_channel,ir_channel
36156,12876,39773
36151,12870,39758
36152,12869,39743
36152,12867,39726
36151,12862,39708
36150,12855,39688
36148,12843,39662
36139,12826,39634
36122,12805,39603
36097,12780,39566
36071,12751,39528
36049,12726,39490
36034,12705,39456
36023,12689,39427
36014,12680,39403
36002,12672,39380
35989,12661,39352
35974,12643,39318
35955,12622,39280
35931,12600,39238
35908,12578,39196
35888,12558,39161
35873,12540,39133
35860,12526,39109
35848,12515,39084
35836,12505,39059
35822,12492,39035
35807,12477,39013
35797,12468,38995
35789,12466,38981
35779,12464,38971
35766,12459,38957
35753,12451,38940
35747,12442,38923
35751,12437,38912
35766,12442,38914
35789,12457,38933
35820,12483,38968
35858,12519,39024
35901,12565,39099
35948,12617,39188
36004,12675,39288
36070,12744,39398
36141,12823,39519
36214,12907,39647
36288,12996,39777
36362,13084,39910
36434,13168,40048
36503,13246,40185
36570,13313,40310
36632,13372,40423
36687,13425,40522
36736,13475,40611
36780,13519,40689
36816,13558,40755
36847,13590,40810
36872,13612,40852
36886,13626,40881
36893,13633,40903
36896,13637,40923
36895,13638,40943
36893,13638,40956
36892,13635,40963
36890,13628,40962
36880,13618,40952
36865,13607,40936
36849,13599,40924
36839,13598,40918
36837,13603,40916
36842,13612,40919
36849,13620,40922
36853,13625,40924
36853,13626,40926
36849,13623,40927
36843,13619,40931
36841,13618,40937
36840,13617,40942
36838,13615,40942
36834,13612,40939
36827,13609,40933
36816,13603,40924
36801,13595,40914
36790,13587,40905
36785,13581,40899
36787,13578,40895
36793,13578,40894
36800,13576,40894
36808,13576,40895
36815,13580,40896
36815,13586,40901
36815,13593,40911
36822,13604,40929
36837,13614,40949
36852,13622,40965
36867,13629,40977
36883,13639,40990
36901,13657,41007
36920,13675,41025
36934,13684,41038
36941,13688,41047
36939,13689,41052
36931,13687,41055
36922,13684,41060
36920,13686,41072
36922,13693,41087
36924,13697,41099
36923,13697,41107
36918,13696,41111
36914,13691,41111
36912,13687,41110
36913,13684,41108
36912,13681,41099
36910,13676,41079
36906,13667,41054
36899,13654,41029
36890,13640,41006
36878,13624,40984
36868,13609,40968
36862,13598,40956
36858,13590,40944
36848,13577,40925
36836,13561,40900
36829,13544,40876
36823,13527,40853
36813,13513,40832
36800,13502,40811
36783,13490,40793
36765,13476,40776
36746,13461,40760
36725,13447,40743
36702,13435,40726
36680,13424,40708
36668,13417,40691
36664,13413,40675
36659,13408,40659
36651,13399,40640
36645,13392,40619
36643,13388,40600
36643,13385,40587
36642,13383,40577
36639,13379,40565
36636,13371,40546
36632,13360,40524
36626,13350,40503
36620,13342,40488
36614,13336,40477
36606,13328,40466
36600,13320,40456
36600,13314,40448
36601,13314,40439
36602,13316,40427
36599,13312,40408
36589,13297,40380
36574,13276,40348
36560,13260,40321
36545,13249,40299
36526,13234,40276
36506,13216,40252
36492,13202,40226
36485,13190,40201
36478,13177,40180
36467,13162,40160
36453,13147,40141
36439,13134,40123
36429,13123,40105
36412,13107,40085
36386,13083,40060
36355,13060,40033
36327,13043,40005
36306,13030,39978
36290,13018,39952
36277,13007,39925
36266,12997,39895
36251,12988,39864
36237,12976,39835
36227,12966,39812
36221,12958,39792
36216,12947,39772
36211,12935,39752
36204,12920,39728
36193,12904,39704
36181,12889,39680
36164,12874,39650
36145,12859,39616
36127,12843,39581
36105,12821,39545
36078,12796,39507
36049,12771,39470
36023,12746,39432
36003,12721,39396
35991,12698,39360
35983,12679,39328
35978,12668,39301
35974,12663,39280
35971,12658,39262
35965,12651,39242
35955,12642,39221
35945,12630,39205
35936,12620,39191
35928,12610,39170
35915,12595,39142
35896,12575,39107
35882,12554,39068
35873,12534,39034
35863,12518,39007
35847,12503,38985
35823,12487,38962
35796,12470,38939
35773,12456,38918
35754,12441,38891
35738,12422,38858
35724,12401,38825
35714,12382,38796
35708,12367,38767
35701,12352,38737
35696,12336,38703
35687,12318,38664
35672,12300,38620
35658,12285,38581
35647,12274,38549
35632,12261,38516
35614,12243,38482
35593,12224,38448
35570,12203,38413
35548,12186,38381
35533,12176,38359
35522,12170,38346
35516,12169,38343
35521,12180,38356
35537,12203,38386
35561,12231,38430
35596,12269,38488
35640,12318,38557
35685,12372,38634
35730,12431,38721
35780,12494,38819
35835,12563,38924
35896,12634,39036
35963,12708,39156
36032,12785,39280
