green_channel,red_channel,ir_channel
49647,21803,30036
49687,21822,30017
49760,21871,30038
49871,21954,30106
50015,22064,30215
50186,22194,30361
50389,22349,30551
50634,22533,30798
50916,22747,31103
51228,22985,31456
51565,23246,31854
51924,23527,32289
52307,23824,32752
52714,24137,33236
53142,24463,33738
53589,24799,34256
54049,25143,34779
54509,25486,35294
54961,25821,35790
55398,26142,36264
55806,26438,36707
56175,26703,37109
56508,26943,37466
56803,27153,37782
57054,27328,38051
57261,27473,38274
57432,27596,38458
57572,27702,38606
57677,27782,38719
57753,27836,38799
57806,27876,38861
57842,27909,38910
57860,27932,38943
57865,27945,38966
57867,27955,38986
57865,27961,38997
57854,27960,38992
57837,27949,38974
57824,27936,38956
57819,27927,38944
57817,27922,38933
57821,27921,38921
57841,27928,38918
57870,27942,38924
57899,27962,38934
57924,27983,38944
57942,27999,38951
57948,28003,38952
57935,27996,38947
57902,27977,38938
57848,27949,38920
57779,27908,38890
57693,27853,38842
57594,27783,38773
57490,27703,38685
57383,27618,38579
57271,27527,38460
57159,27440,38338
57052,27361,38220
56949,27292,38110
56853,27231,38008
56767,27179,37915
56697,27135,37833
56644,27100,37764
56607,27073,37707
56591,27059,37671
56592,27058,37660
56598,27064,37664
56601,27068,37673
56600,27077,37688
56599,27093,37710
56600,27109,37727
56601,27119,37739
56603,27128,37754
56602,27137,37769
56588,27136,37775
56562,27127,37773
56533,27113,37767
56508,27096,37754
56483,27072,37732
56457,27044,37702
56434,27020,37672
56411,26998,37640
56387,26973,37603
56353,26944,37557
56306,26911,37500
56244,26871,37433
56168,26822,37355
56080,26766,37272
55985,26704,37188
55884,26637,37099
55773,26561,36996
55653,26482,36882
55534,26405,36769
55411,26324,36656
55280,26237,36541
55145,26145,36422
55008,26049,36298
54870,25951,36168
54732,25855,36034
54594,25760,35905
54451,25663,35778
54297,25559,35648
54130,25446,35510
53954,25328,35364
53779,25207,35216
53613,25088,35069
53452,24972,34925
53292,24862,34785
53136,24756,34649
52987,24653,34513
52839,24551,34378
52697,24457,34251
52569,24376,34133
52454,24300,34018
52347,24226,33907
52248,24160,33805
52158,24104,33711
52079,24053,33619
52011,24006,33531
51949,23963,33447
51890,23920,33364
51828,23873,33278
51765,23828,33198
51701,23784,33127
51635,23740,33060
51566,23694,32993
51493,23643,32924
51411,23586,32847
51320,23523,32761
51228,23459,32670
51143,23396,32584
51069,23340,32508
51004,23290,32438
50939,23240,32366
50879,23192,32294
50833,23153,32232
50802,23125,32179
50777,23103,32133
50755,23082,32086
50736,23061,32036
50715,23039,31981
50687,23010,31921
50655,22977,31864
50623,22948,31815
50583,22919,31764
50530,22884,31703
50467,22846,31640
50396,22800,31573
50312,22743,31498
50218,22679,31416
50124,22613,31333
50039,22544,31250
49955,22472,31163
49871,22401,31071
49791,22331,30975
49718,22265,30879
49655,22202,30782
49603,22147,30689
49561,22106,30609
49527,22077,30534
49500,22058,30461
49486,22052,30400
49495,22063,30363
49533,22097,30359
49601,22152,30390
49695,22227,30455
49820,22326,30563
49979,22453,30715
50174,22611,30913
50406,22798,31161
50675,23012,31461
50975,23246,31810
51299,23496,32197
51643,23760,32615
52014,24044,33063
52414,24344,33535
52842,24656,34028
53300,24986,34543
53780,25331,35072
54260,25681,35598
54729,26024,36111
55181,26359,36606
55613,26681,37079
56013,26977,37515
56378,27244,37904
56708,27483,38246
57004,27691,38543
57253,27864,38795
57453,28003,39001
57613,28116,39166
57741,28207,39298
57832,28269,39395
57889,28306,39459
57923,28327,39498
57935,28332,39515
57926,28324,39517
57904,28305,39504
57875,28280,39482
57844,28256,39456
57810,28231,39427
57776,28209,39401
57749,28198,39389
57734,28199,39393
57731,28207,39407
57741,28222,39430
57768,28249,39459
57809,28283,39488
57862,28321,39519
57926,28361,39551
57991,28402,39585
58041,28436,39611
58067,28454,39621
58069,28454,39617
58048,28441,39603
58005,28413,39575
57949,28372,39530
57888,28320,39467
57824,28265,39393
57760,28214,39312
57703,28171,39229
57657,28140,39151
57622,28120,39081
57591,28104,39017
57557,28083,38952
57527,28057,38890
57500,28030,38834
57465,27998,38783
57418,27961,38736
57365,27925,38699
57303,27887,38676
57231,27850,38659
57155,27819,38645
57081,27793,38633
57017,27770,38625
56966,27754,38624
56931,27753,38633
56919,27768,38653
56939,27798,38679
56987,27836,38705
57062,27882,38733
57158,27939,38771
57264,28000,38812
57369,28058,38851
57468,28105,38885
57554,28143,38914
57617,28172,38932
57654,28187,38935
57664,28186,38920
57654,28172,38891
57629,28151,38853
57587,28124,38803
57530,28090,38741
57464,28049,38669
57389,27996,38583
57304,27933,38485
57213,27864,38383
57117,27793,38284
57013,27719,38179
56901,27637,38061
56788,27550,37937
56676,27460,37814
56559,27372,37695
56437,27285,37578
56316,27199,37461
56198,27112,37347
56076,27025,37233
55950,26936,37115
55823,26844,36995
55693,26747,36872
55555,26642,36741
55402,26532,36605
55239,26421,36466
55073,26313,36329
54909,26208,36198
54754,26108,36072
54615,26016,35951
54493,25933,35837
54390,25859,35732
54303,25793,35632
54227,25733,35535
54156,25675,35443
54088,25621,35359
54022,25572,35279
53955,25526,35202
53886,25478,35121
53808,25419,35033
53715,25351,34942
53613,25280,34852
53503,25206,34758
53387,25124,34656
53263,25036,34549
53135,24948,34445
53007,24863,34345
52885,24786,34250
52778,24720,34161
52694,24670,34083
