green_channel,red_channel,ir_channel
29739,16207,29357
29705,16187,29303
29673,16167,29249
29642,16148,29197
29609,16127,29146
29572,16105,29095
29534,16082,29047
29495,16055,29001
29460,16029,28959
29429,16007,28920
29401,15988,28886
29373,15969,28857
29343,15949,28829
29313,15928,28800
29286,15909,28775
29263,15894,28755
29245,15883,28738
29232,15876,28721
29222,15871,28704
29215,15867,28686
29206,15864,28667
29195,15861,28647
29183,15856,28626
29165,15849,28599
29142,15838,28564
29113,15824,28523
29080,15806,28477
29040,15785,28426
28993,15759,28365
28941,15729,28297
28884,15697,28224
28826,15661,28147
28767,15623,28064
28705,15582,27975
28641,15541,27882
28575,15499,27784
28507,15455,27682
28435,15406,27577
28361,15355,27468
28283,15304,27359
28203,15253,27248
28124,15202,27137
28049,15152,27027
27976,15105,26918
27905,15062,26810
27831,15020,26704
27753,14977,26595
27677,14933,26486
27605,14891,26380
27537,14850,26277
27470,14810,26175
27404,14769,26076
27338,14730,25980
27271,14692,25888
27204,14653,25799
27136,14614,25708
27071,14576,25616
27008,14540,25530
26949,14506,25453
26894,14472,25380
26840,14437,25308
26787,14401,25235
26736,14366,25161
26685,14331,25086
26634,14299,25010
26582,14266,24933
26528,14231,24856
26472,14196,24779
26417,14164,24703
26364,14136,24628
26315,14109,24556
26271,14084,24486
26233,14060,24417
26195,14037,24347
26151,14012,24275
26101,13987,24205
26048,13962,24138
25993,13934,24072
25937,13903,24006
25882,13869,23939
25828,13834,23865
25775,13799,23787
25718,13763,23705
25659,13729,23623
25602,13696,23542
25541,13662,23459
25479,13626,23374
25420,13591,23289
25363,13556,23206
25306,13523,23124
25248,13488,23041
25189,13452,22956
25128,13415,22867
25065,13376,22777
25004,13335,22688
24947,13294,22603
24893,13256,22525
24841,13222,22453
24790,13190,22381
24740,13160,22308
24689,13130,22231
24634,13099,22150
24573,13067,22066
24513,13034,21978
24454,13002,21888
24394,12969,21798
24333,12935,21708
24272,12901,21624
24210,12866,21543
24145,12828,21461
24076,12788,21376
24005,12747,21290
23937,12707,21203
23871,12668,21115
23805,12629,21026
23738,12592,20935
23671,12556,20844
23604,12520,20750
23540,12482,20657
23480,12444,20567
23422,12407,20480
23365,12372,20397
23315,12344,20327
