green_channel,red_channel,ir_channel
38314,14539,32264
38340,14566,32291
38357,14585,32302
38366,14592,32294
38366,14589,32273
38362,14579,32247
38357,14564,32222
38346,14543,32195
38325,14518,32161
38299,14492,32125
38272,14470,32092
38248,14457,32061
38226,14446,32025
38203,14432,31983
38177,14416,31941
38150,14400,31903
38124,14385,31869
38096,14370,31839
38069,14356,31807
38044,14344,31772
38022,14333,31734
38001,14322,31696
37978,14310,31658
37950,14292,31615
37921,14269,31570
37893,14241,31525
37863,14209,31483
37833,14178,31443
37805,14152,31405
37778,14129,31371
37754,14111,31341
37734,14099,31316
37715,14092,31297
37698,14086,31282
37687,14084,31271
37683,14089,31264
37684,14100,31260
37684,14112,31260
37687,14129,31264
37694,14148,31269
37699,14161,31271
37700,14164,31266
37702,14163,31256
37711,14167,31253
37727,14173,31261
37746,14179,31274
37762,14183,31289
37778,14186,31307
37793,14190,31325
37804,14192,31340
37811,14193,31352
37810,14196,31360
37806,14198,31364
37803,14197,31365
37800,14192,31360
37796,14187,31351
37791,14177,31341
37782,14163,31327
37773,14150,31312
37765,14139,31297
37752,14125,31279
37736,14112,31259
37721,14106,31236
37708,14108,31214
37695,14110,31194
37681,14108,31171
37664,14098,31142
37645,14085,31114
37624,14069,31091
37600,14050,31067
37572,14030,31037
37542,14008,31003
37511,13989,30968
37486,13976,30936
37466,13967,30905
37446,13960,30876
37426,13954,30850
37406,13947,30820
37389,13943,30789
37376,13940,30764
37359,13934,30739
37338,13922,30709
37316,13906,30678
37299,13887,30650
37285,13868,30625
37270,13852,30603
37252,13839,30582
37230,13825,30561
37205,13810,30540
37181,13794,30518
37161,13779,30496
37141,13763,30474
37119,13746,30450
37096,13734,30424
37077,13727,30399
37062,13725,30379
37049,13724,30363
37039,13721,30350
37027,13714,30335
37010,13702,30320
36993,13690,30306
36976,13679,30290
36960,13669,30270
36945,13661,30249
36932,13658,30228
36922,13657,30211
36913,13656,30198
36906,13656,30190
36901,13655,30184
36896,13653,30175
36890,13649,30167
36880,13642,30158
36864,13635,30146
36852,13633,30133
36845,13637,30124
36844,13642,30122
36850,13650,30131
36872,13664,30157
36907,13687,30202
36947,13716,30261
36994,13753,30332
37056,13803,30416
37131,13858,30513
37212,13913,30620
37291,13965,30734
37369,14018,30852
37445,14069,30973
37520,14119,31093
37592,14167,31203
37658,14216,31300
37720,14261,31387
37775,14302,31465
37821,14338,31530
37862,14369,31584
37899,14395,31630
37934,14414,31669
37964,14429,31698
37984,14439,31715
37995,14441,31724
37997,14438,31724
37992,14432,31714
37981,14426,31695
37964,14416,31668
37938,14403,31633
37913,14388,31592
37890,14372,31552
37861,14354,31515
37824,14334,31478
37787,14313,31438
37756,14292,31399
37732,14272,31368
37716,14256,31344
37705,14243,31321
37690,14228,31294
37671,14213,31265
37657,14203,31236
37651,14199,31212
37646,14194,31192
37633,14183,31172
37613,14170,31148
37589,14158,31117
37566,14147,31084
37544,14136,31051
37521,14123,31014
37500,14111,30975
37482,14099,30939
37469,14085,30908
37459,14073,30883
37448,14063,30863
37435,14054,30847
37422,14046,30834
37414,14045,30824
37412,14052,30816
37414,14060,30813
37418,14068,30816
37423,14078,30823
37429,14089,30832
37438,14097,30843
37450,14102,30857
37466,14107,30875
37482,14113,30894
37495,14117,30913
37502,14120,30929
37509,14125,30941
37519,14132,30955
37527,14141,30969
37527,14148,30978
37518,14153,30979
37507,14156,30981
37499,14158,30984
37492,14155,30982
37483,14148,30966
37469,14136,30943
37452,14123,30920
37435,14111,30897
37424,14099,30875
37419,14088,30857
37416,14075,30841
37414,14060,30824
37412,14048,30807
37409,14037,30791
37402,14024,30777
37386,14006,30756
37364,13987,30732
37340,13971,30712
37314,13958,30690
37286,13946,30664
37259,13937,30635
37236,13931,30606
37217,13928,30578
37199,13927,30555
37188,13927,30537
37182,13924,30521
37176,13914,30502
37171,13905,30484
37167,13899,30468
37161,13892,30452
37149,13885,30437
37138,13883,30423
37128,13885,30409
37116,13885,30391
37101,13881,30366
37087,13875,30340
37076,13869,30318
37066,13861,30300
37056,13852,30281
37050,13846,30262
37048,13842,30242
37043,13838,30220
37033,13831,30199
37021,13823,30182
37013,13813,30171
37001,13795,30161
36985,13772,30150
36968,13753,30136
36951,13739,30121
36939,13728,30107
36936,13725,30097
36942,13729,30092
36950,13735,30091
36952,13735,30088
36950,13730,30077
36947,13724,30066
36945,13718,30057
36940,13713,30047
36933,13709,30032
36929,13709,30013
36925,13708,29995
36916,13706,29982
36906,13708,29972
36904,13720,29966
36911,13737,29965
36924,13753,29972
36946,13773,29986
36983,13800,30013
37030,13833,30058
37084,13870,30124
37146,13914,30206
37216,13964,30300
37294,14017,30408
37377,14072,30530
37463,14131,30659
37551,14195,30792
37645,14261,30925
37741,14329,31056
37835,14393,31183
37925,14454,31304
38006,14509,31414
38076,14557,31506
38139,14601,31583
38195,14639,31647
38243,14670,31702
38283,14696,31749
38317,14721,31787
38348,14744,31818
38372,14759,31840
38387,14764,31850
38396,14761,31850
38398,14753,31843
38391,14742,31833
38380,14730,31819
38371,14722,31807
38360,14717,31794
38346,14710,31776
38330,14700,31751
38311,14687,31719
38288,14671,31685
38261,14651,31650
38234,14631,31614
38211,14613,31580
38190,14598,31549
38170,14585,31524
38151,14572,31504
38139,14564,31490
38132,14562,31482
38126,14558,31473
38117,14548,31456
38104,14534,31432
38091,14521,31409
38078,14510,31386
38065,14501,31357
38055,14495,31324
38045,14492,31293
38036,14493,31266
38027,14498,31241
38018,14503,31217
38007,14506,31199
37996,14508,31188
37987,14509,31183
37983,14513,31185
37981,14518,31192
37983,14524,31204
37991,14530,31219
38001,14532,31234
38010,14531,31247
38017,14527,31254
38025,14523,31255
38033,14519,31256
38036,14514,31258
38035,14508,31259
38036,14506,31260
38045,14511,31266
38059,14521,31275
38075,14530,31280
38091,14538,31279
38107,14546,31278
38122,14549,31278
38134,14546,31278
38144,14541,31278
38152,14536,31284
38155,14531,31292
38149,14525,31292
38141,14521,31284
38133,14518,31273
38119,14515,31258
38103,14512,31240
38086,14511,31218
38064,14506,31189
38035,14495,31152
38007,14480,31113
37983,14464,31078
37962,14446,31046
37940,14427,31012
37916,14409,30977
37894,14393,30947
37873,14378,30922
37854,14363,30902
37836,14348,30882
37821,14334,30866
37808,14318,30852
37793,14299,30835
37774,14277,30809
37751,14254,30780
37728,14235,30755
37706,14220,30733
37685,14208,30709
37666,14196,30683
37645,14185,30657
37627,14180,30631
37610,14181,30605
37592,14182,30580
37575,14181,30560
37559,14180,30543
37542,14177,30524
37528,14169,30504
37517,14157,30484
37507,14144,30462
37495,14132,30438
37481,14119,30413
37465,14100,30389
37449,14078,30364
37435,14059,30344
37424,14045,30330
37411,14032,30318
37397,14022,30305
37383,14014,30288
37370,14007,30267
37358,13998,30244
37347,13989,30220
