green_channel,red_channel,ir_channel
53882,10139,50716
53910,10171,50778
53965,10227,50884
54050,10323,51032
54163,10465,51226
54300,10644,51472
54465,10849,51762
54655,11065,52084
54859,11281,52422
55064,11503,52769
55270,11737,53117
55480,11976,53458
55681,12198,53784
55862,12393,54085
56025,12566,54345
56163,12711,54557
56270,12826,54729
56351,12918,54876
56414,12993,54998
56464,13053,55085
56495,13093,55141
56509,13112,55167
56516,13119,55172
56512,13111,55154
56495,13076,55104
56465,13022,55023
56420,12955,54925
56363,12881,54818
56302,12805,54709
56243,12735,54607
56183,12668,54510
56118,12598,54407
56053,12527,54300
55993,12456,54190
55932,12388,54083
55869,12322,53985
55809,12258,53889
55760,12200,53798
55715,12148,53717
55669,12097,53643
55628,12046,53565
55591,11998,53481
55552,11955,53402
55515,11913,53342
55481,11872,53289
55450,11834,53227
55422,11809,53156
55395,11795,53098
55371,11781,53060
55349,11766,53040
55329,11756,53041
55321,11754,53055
55327,11760,53075
55340,11776,53101
55354,11808,53140
55366,11846,53193
55388,11884,53256
55419,11916,53323
55451,11943,53394
55487,11973,53464
55532,12015,53531
55582,12067,53592
55632,12117,53651
55669,12153,53707
55684,12169,53737
55679,12170,53739
55658,12164,53727
55634,12147,53713
55611,12120,53697
55583,12088,53668
55544,12054,53618
55502,12021,53559
55469,11991,53500
55447,11954,53442
55427,11906,53385
55405,11853,53322
55386,11808,53253
55368,11772,53179
55342,11727,53100
55309,11672,53018
55276,11623,52932
55240,11577,52839
55196,11524,52753
55138,11460,52678
55067,11388,52590
54984,11315,52485
54900,11248,52384
54826,11187,52303
54766,11129,52234
54711,11069,52163
54655,11009,52089
54596,10951,52012
54537,10896,51931
54481,10839,51852
54428,10779,51777
54382,10723,51706
54344,10676,51640
54312,10637,51580
54290,10607,51534
54275,10585,51490
54254,10566,51437
54227,10549,51387
54204,10535,51343
54183,10520,51299
54161,10503,51252
54136,10486,51211
54114,10465,51184
54102,10445,51163
54097,10428,51136
54097,10413,51112
54097,10395,51090
54094,10377,51064
54076,10359,51033
54046,10326,50995
54009,10278,50952
53969,10227,50901
53926,10177,50836
53888,10130,50767
53862,10089,50707
53847,10060,50660
53835,10044,50621
53821,10040,50586
53809,10040,50569
53801,10043,50567
53804,10059,50571
53824,10093,50593
53865,10148,50653
53932,10223,50756
54032,10329,50909
54160,10472,51115
54307,10647,51365
54469,10842,51652
54644,11045,51969
54826,11249,52302
55010,11455,52637
55195,11670,52970
55374,11885,53296
55543,12082,53605
55705,12257,53888
55854,12416,54132
55988,12556,54330
56103,12666,54483
56199,12751,54604
56273,12816,54705
56329,12866,54784
56371,12902,54836
56402,12927,54862
56419,12939,54867
56415,12935,54852
56394,12914,54814
56357,12873,54751
56301,12816,54665
56232,12746,54563
56152,12663,54450
56068,12571,54329
55981,12475,54199
55890,12374,54062
55803,12274,53923
55712,12172,53787
55611,12071,53664
55511,11971,53552
55421,11880,53446
55343,11802,53344
55271,11725,53242
55203,11642,53144
55147,11567,53048
55091,11499,52946
55025,11434,52838
54963,11370,52732
54921,11315,52636
54889,11278,52560
54855,11257,52506
54825,11240,52470
54799,11221,52445
54775,11205,52419
54752,11196,52403
54738,11197,52406
54747,11210,52432
54778,11238,52475
54821,11275,52526
54868,11315,52591
54914,11355,52665
54967,11405,52737
55025,11464,52806
55081,11516,52877
55135,11566,52946
55183,11617,53005
55220,11663,53065
55249,11704,53136
55270,11734,53198
55285,11755,53239
55299,11770,53276
55303,11775,53309
55292,11769,53321
55272,11760,53310
55245,11743,53284
55215,11717,53247
55182,11684,53197
55138,11641,53128
55084,11583,53039
55034,11516,52941
54995,11449,52839
54956,11385,52733
54915,11323,52622
54871,11260,52519
54817,11191,52421
54749,11119,52316
54673,11047,52208
54603,10979,52105
54541,10917,52001
54482,10856,51889
54428,10797,51784
54382,10744,51700
54339,10702,51628
54291,10664,51555
54240,10612,51480
54188,10545,51395
54131,10477,51303
54070,10417,51221
54009,10356,51149
53958,10291,51083
53914,10233,51020
53865,10182,50959
53815,10137,50903
53775,10095,50851
53754,10054,50796
53746,10019,50746
53729,9990,50703
53690,9963,50659
53644,9944,50611
53609,9935,50565
53584,9927,50530
53569,9917,50502
53559,9900,50469
53549,9870,50430
53532,9829,50392
53504,9780,50353
53470,9730,50305
53440,9686,50255
53415,9649,50202
53383,9615,50143
53349,9593,50088
53323,9582,50039
53303,9579,50009
53291,9588,50008
53293,9614,50036
53320,9659,50100
53385,9726,50223
53483,9828,50412
53605,9971,50654
53747,10146,50933
53916,10349,51242
54113,10581,51569
54327,10834,51903
54538,11087,52239
54746,11326,52572
54961,11556,52902
55174,11779,53216
55367,11981,53501
55529,12153,53751
55670,12297,53966
55800,12424,54155
55908,12531,54314
55982,12612,54433
56024,12665,54514
56040,12693,54569
56039,12699,54594
56030,12688,54586
56007,12659,54547
55969,12611,54480
55925,12550,54396
55878,12483,54303
55826,12413,54199
55766,12338,54087
55693,12252,53963
55605,12149,53823
55507,12032,53674
55402,11908,53526
55296,11785,53384
55196,11674,53245
55099,11572,53104
55012,11472,52963
54940,11377,52823
54873,11285,52680
54800,11191,52535
54724,11098,52397
54655,11020,52266
54590,10959,52146
54520,10896,52035
54449,10821,51935
54384,10752,51847
54332,10705,51773
54297,10686,51721
54278,10683,51703
54269,10691,51714
54275,10714,51738
54302,10756,51775
54343,10807,51832
54384,10853,51904
54427,10905,51977
54480,10966,52050
54545,11036,52141
54621,11115,52256
54706,11201,52380
54788,11289,52503
54853,11369,52615
54907,11436,52711
54961,11491,52789
55006,11534,52851
55030,11561,52894
55040,11564,52916
55048,11553,52925
55051,11544,52926
55049,11542,52916
55040,11538,52897
55021,11521,52865
54992,11491,52810
54963,11458,52738
54931,11423,52661
54894,11377,52577
54847,11320,52488
54793,11261,52396
54734,11191,52297
54671,11107,52192
54608,11019,52087
54545,10935,51981
54486,10855,51879
54433,10780,51779
54379,10705,51680
54324,10632,51578
54268,10562,51476
54205,10494,51374
54134,10426,51267
54071,10364,51167
54019,10311,51081
53971,10264,51004
53920,10217,50932
53863,10168,50860
53808,10114,50780
53757,10055,50693
53707,9999,50605
53660,9949,50511
53616,9904,50419
53574,9866,50340
53538,9834,50276
53508,9805,50227
53478,9772,50189
53445,9733,50156
53411,9696,50131
53367,9660,50100
53321,9624,50061
53280,9591,50018
53247,9559,49968
53223,9525,49919
53198,9487,49874
53176,9447,49831
53156,9412,49795
53129,9377,49760
53098,9345,49721
53073,9323,49688
53054,9312,49662
53043,9317,49653
53052,9348,49686
53094,9412,49773
53178,9517,49915
53306,9664,50111
53472,9844,50367
53664,10052,50684
53875,10279,51039
54098,10523,51418
54325,10780,51802
54552,11042,52183
54785,11302,52552
55021,11556,52904
55239,11795,53231
55431,12011,53523
55605,12201,53781
55765,12372,54016
55909,12527,54234
56030,12659,54417
56133,12766,54555
56218,12854,54660
56282,12915,54729
56315,12937,54753
56321,12927,54741
56310,12902,54712
56280,12860,54663
56230,12790,54583
56167,12701,54477
56088,12597,54357
55992,12484,54228
55887,12370,54089
55780,12258,53941
55679,12151,53786
55585,12044,53632
55495,11940,53487
55417,11851,53359
55348,11770,53237
55269,11683,53110
55181,11590,52985
55103,11501,52866
55032,11416,52748
54952,11331,52627
54860,11250,52509
54764,11175,52394
54671,11097,52284
54585,11014,52188
54512,10933,52108
54452,10866,52030
54403,10814,51952
54371,10776,51888
54365,10757,51847
54380,10763,51827
54410,10791,51826
54451,10835,51861
54498,10889,51931
54557,10952,52020
54624,11028,52116
54690,11108,52210
54746,11178,52298
54797,11244,52385
54850,11314,52476
54899,11381,52575
54939,11435,52667
54977,11480,52738
55011,11516,52798
55033,11535,52849
55044,11541,52884
55050,11540,52901
55050,11535,52905
55034,11521,52894
54998,11497,52863
54960,11463,52816
54934,11428,52763
54908,11394,52712
54868,11359,52653
54821,11317,52578
54779,11264,52492
54733,11204,52402
54671,11136,52304
54604,11061,52195
54551,10992,52089
54505,10933,51993
54452,10876,51894
54386,10807,51788
54314,10726,51680
54249,10648,51571
54197,10585,51460
54151,10533,51350
54110,10480,51241
54074,10422,51136
54036,10370,51041
53988,10323,50952
53934,10267,50857
53888,10205,50765
53847,10151,50685
53805,10101,50608
53757,10049,50532
53708,9993,50459
53660,9940,50379
53613,9891,50291
53565,9844,50208
53517,9800,50142
53472,9760,50087
53432,9723,50041
53404,9686,50008
53383,9647,49986
53363,9609,49968
53337,9569,49938
53302,9530,49898
53259,9497,49848
53217,9469,49789
53176,9441,49726
53138,9412,49660
53119,9388,49601
53118,9365,49556
53110,9330,49520
53091,9290,49494
53078,9264,49482
53079,9266,49495
53092,9297,49539
53127,9358,49630
53202,9462,49780
53325,9615,49987
53488,9803,50253
53679,10018,50580
53901,10262,50955
54148,10525,51348
54391,10792,51735
54623,11058,52111
54851,11321,52478
55081,11581,52841
55304,11830,53195
55506,12063,53527
55687,12281,53832
55846,12476,54104
55981,12635,54335
56094,12766,54529
56194,12873,54680
56276,12949,54781
56327,12988,54842
56351,13003,54872
56364,12999,54867
56364,12976,54829
56335,12934,54765
56280,12873,54679
56215,12800,54579
56154,12730,54472
56097,12667,54361
56034,12602,54250
55970,12535,54136
55905,12462,54014
55835,12375,53878
55757,12279,53737
55677,12186,53608
55605,12103,53494
55535,12026,53389
55464,11951,53286
55394,11881,53184
55322,11810,53086
55253,11735,52994
55193,11654,52903
55137,11571,52809
55080,11495,52708
55022,11422,52597
54956,11351,52482
54888,11287,52383
54832,11235,52317
54789,11194,52280
54754,11166,52252
54733,11153,52228
54731,11155,52225
54749,11172,52252
54785,11201,52299
54836,11243,52352
54895,11296,52407
54951,11354,52466
55007,11423,52540
55064,11497,52633
55123,11565,52737
55187,11627,52839
55247,11686,52930
55300,11737,53002
55343,11775,53052
55378,11804,53092
55411,11826,53130
55435,11839,53165
55444,11846,53193
55444,11849,53208
55437,11848,53203
55421,11843,53175
55393,11830,53133
55359,11800,53080
55322,11750,53014
55278,11681,52937
55228,11609,52854
55175,11540,52758
55122,11472,52659
55067,11407,52575
55009,11344,52500
54942,11282,52421
54867,11226,52338
54795,11172,52258
54735,11118,52179
54687,11063,52093
54640,11004,51987
54591,10941,51867
54542,10875,51753
54486,10806,51647
54418,10731,51532
54349,10654,51407
54280,10577,51291
54211,10502,51195
54151,10439,51114
54102,10392,51043
54054,10349,50986
54003,10302,50939
53951,10255,50894
53895,10211,50844
53841,10174,50788
53802,10148,50730
53774,10123,50673
53748,10086,50618
53721,10040,50560
53690,9995,50498
53658,9955,50437
53631,9913,50381
53606,9866,50331
53577,9815,50285
53543,9761,50241
53507,9711,50198
53470,9674,50152
53438,9652,50105
53412,9633,50061
53395,9612,50028
53395,9602,50017
53414,9610,50024
53442,9632,50045
53480,9675,50093
53541,9757,50192
53642,9888,50362
53786,10063,50606
53968,10269,50909
54177,10500,51244
54399,10754,51595
54628,11025,51962
54860,11301,52347
55092,11574,52740
55325,11836,53123
55540,12078,53482
55726,12296,53809
55893,12487,54099
56053,12653,54344
56200,12799,54546
56323,12922,54709
56417,13015,54830
56482,13076,54912
56524,13109,54962
56550,13126,54991
56563,13127,54998
56555,13106,54979
56522,13062,54939
56467,12999,54879
56405,12926,54793
56337,12843,54690
56254,12758,54580
56164,12677,54462
56073,12596,54343
55989,12516,54231
55919,12445,54122
55858,12378,54009
55802,12312,53893
55750,12248,53784
55702,12188,53688
55659,12135,53594
55612,12083,53494
55550,12019,53393
55476,11941,53303
55399,11854,53216
55319,11765,53123
55235,11681,53031
55158,11606,52948
55098,11544,52870
55045,11492,52786
54990,11444,52702
54941,11398,52634
54905,11356,52585
54884,11325,52549
54874,11312,52533
54876,11318,52543
54899,11339,52574
54947,11377,52625
55012,11439,52693
55085,11516,52769
55159,11595,52849
55225,11666,52935
55286,11728,53021
55335,11780,53096
55365,11820,53152
55380,11850,53197
55393,11873,53248
55410,11892,53305
55424,11907,53352
55426,11914,53377
55413,11912,53383
55395,11908,53383
55379,11902,53382
55361,11890,53379
55339,11867,53359
55309,11830,53310
55274,11786,53243
55240,11740,53172
55208,11690,53082
55175,11639,52976
55134,11583,52875
55085,11516,52778
55034,11452,52679
54984,11400,52587
54934,11349,52507
54880,11287,52432
54821,11218,52354
54757,11152,52271
54687,11088,52187
54617,11015,52102
54547,10928,52004
54474,10838,51889
54405,10756,51766
54347,10680,51651
54296,10611,51549
54252,10555,51462
54219,10518,51391
54191,10496,51334
54168,10479,51288
54150,10458,51244
54137,10430,51192
54119,10394,51132
54090,10358,51071
54054,10328,51017
54014,10298,50971
53970,10263,50933
53924,10228,50893
53877,10193,50847
53831,10160,50799
53786,10131,50756
53748,10104,50719
53716,10076,50675
53689,10048,50617
53665,10019,50554
53639,9985,50492
53617,9945,50429
53601,9904,50374
53581,9866,50328
53549,9835,50287
53514,9812,50248
53492,9794,50222
53489,9783,50222
53512,9797,50266
53564,9846,50353
53638,9930,50479
53739,10054,50653
53879,10223,50889
54054,10430,51169
54247,10653,51468
54447,10883,51780
54662,11121,52106
54893,11368,52445
55122,11613,52792
55337,11846,53139
55543,12072,53484
55735,12287,53805
55900,12481,54086
56041,12657,54334
56171,12815,54548
56289,12945,54710
56387,13040,54823
56461,13109,54904
56509,13152,54955
56527,13164,54974
56515,13143,54956
56479,13098,54911
56426,13037,54853
56364,12969,54779
56301,12899,54690
56233,12830,54595
56160,12756,54492
56088,12671,54371
56019,12581,54236
55958,12495,54103
55896,12413,53973
55825,12328,53840
55747,12239,53706
55674,12150,53574
55610,12067,53452
55553,11990,53347
55505,11916,53256
55461,11846,53172
55413,11778,53087
55349,11704,52989
55266,11620,52879
55181,11539,52775
55107,11470,52694
55043,11412,52637
54989,11367,52593
54948,11338,52557
54914,11318,52522
54884,11305,52491
54865,11307,52473
54866,11323,52472
54887,11342,52485
54915,11358,52513
54945,11379,52562
54988,11416,52625
55040,11464,52690
55082,11514,52751
55115,11566,52815
55152,11623,52888
55195,11680,52968
55240,11734,53050
55282,11779,53123
55319,11814,53178
55356,11843,53217
55393,11862,53249
55417,11873,53276
55424,11876,53288
55413,11865,53274
55384,11841,53240
55347,11808,53200
55310,11774,53159
55272,11743,53115
55237,11720,53068
55211,11704,53021
55190,11685,52968
55166,11649,52901
55134,11593,52819
55091,11526,52727
55033,11457,52630
54964,11388,52536
54892,11314,52440
54824,11231,52336
54759,11142,52226
54686,11054,52116
54608,10972,52012
54539,10901,51913
54491,10840,51822
54449,10789,51743
54399,10736,51666
54345,10677,51585
54293,10616,51506
54239,10559,51428
54188,10506,51350
54144,10459,51273
54105,10413,51203
54074,10366,51146
54057,10326,51105
54049,10306,51073
54042,10301,51038
54036,10299,50999
54033,10302,50972
54029,10308,50955
54012,10302,50928
53977,10277,50879
53935,10241,50818
53896,10204,50761
53855,10164,50704
53806,10119,50637
53755,10073,50570
53722,10032,50512
53704,9993,50461
53688,9956,50423
53672,9928,50397
53657,9908,50370
53641,9888,50338
53629,9868,50314
