green_channel,red_channel,ir_channel
49210,35941,22442
49152,35885,22366
49071,35807,22266
49005,35750,22188
48965,35726,22139
48910,35689,22071
48831,35630,21985
48778,35598,21930
48766,35601,21910
48756,35597,21885
48746,35593,21867
48791,35641,21915
48893,35737,22021
49006,35830,22144
49138,35937,22304
49336,36112,22547
49586,36336,22849
49840,36557,23156
50103,36783,23479
50411,37052,23850
50739,37336,24238
51032,37586,24595
51302,37821,24937
51586,38075,25291
51859,38315,25625
52078,38499,25902
52263,38652,26148
52452,38815,26394
52618,38955,26605
52726,39038,26749
52807,39101,26860
52895,39176,26970
52958,39227,27044
52967,39223,27055
52958,39204,27045
52959,39201,27044
52930,39172,27012
52849,39093,26932
52758,39009,26846
52685,38947,26772
52596,38871,26675
52477,38767,26544
52369,38679,26430
52291,38624,26346
52204,38561,26253
52096,38474,26139
52005,38406,26043
51943,38367,25974
51871,38314,25892
51786,38244,25797
51727,38197,25729
51692,38172,25678
51641,38121,25605
51576,38054,25519
51538,38019,25465
51523,38007,25429
51486,37971,25369
51442,37923,25299
51439,37913,25268
51464,37928,25264
51470,37924,25247
51469,37917,25232
51502,37944,25256
51554,37988,25296
51582,38007,25312
51605,38020,25328
51662,38068,25379
51724,38121,25434
51754,38144,25460
51783,38165,25493
51845,38223,25568
51913,38286,25652
51957,38320,25709
52001,38356,25772
52077,38428,25872
52151,38497,25970
52191,38532,26035
52230,38570,26099
52293,38635,26186
52338,38680,26253
52335,38680,26275
52325,38676,26292
52336,38692,26320
52332,38686,26319
52292,38645,26277
52256,38611,26241
52239,38594,26219
52200,38549,26168
52130,38475,26086
52073,38421,26017
52034,38387,25960
51971,38328,25872
51884,38249,25762
51817,38199,25676
51765,38170,25605
51680,38107,25496
51567,38018,25364
51473,37953,25260
51394,37902,25173
51291,37821,25060
51180,37723,24939
51104,37657,24851
51048,37604,24779
50972,37525,24685
50895,37446,24593
50851,37406,24537
50816,37374,24485
50745,37306,24397
50667,37232,24306
50622,37196,24252
50583,37165,24201
50510,37102,24119
50429,37038,24036
50384,37012,23989
50345,36988,23940
50275,36928,23858
50206,36872,23781
50172,36849,23739
50138,36818,23692
50073,36752,23616
50015,36697,23555
49991,36681,23533
49962,36664,23506
49906,36623,23453
49861,36594,23414
49841,36590,23398
49806,36568,23362
49742,36519,23298
49696,36492,23253
49679,36492,23232
49645,36469,23187
49585,36419,23117
49544,36386,23072
49523,36373,23047
49482,36336,22999
49420,36280,22933
49378,36248,22889
49350,36233,22858
49293,36190,22798
49217,36134,22721
49170,36110,22669
49134,36093,22619
49064,36036,22532
48977,35961,22432
48918,35913,22362
48868,35872,22301
48786,35794,22206
48691,35706,22104
48624,35645,22030
48559,35585,21954
48457,35490,21841
48345,35390,21724
48262,35326,21639
48181,35264,21554
48069,35169,21439
47961,35081,21332
47900,35042,21271
47863,35022,21231
47823,34997,21198
47822,35012,21221
47895,35099,21330
48009,35217,21486
48137,35335,21663
48310,35492,21896
48552,35706,22199
48820,35935,22527
49083,36152,22855
49371,36393,23212
49684,36659,23594
49977,36900,23950
50232,37105,24271
50482,37317,24591
50730,37534,24906
50935,37711,25171
51095,37848,25387
51256,37990,25601
51413,38127,25796
51511,38204,25920
51552,38228,25989
51592,38258,26058
51627,38287,26115
51612,38270,26117
51560,38221,26078
51522,38193,26046
51486,38172,26006
51409,38107,25917
51306,38019,25803
51223,37959,25711
51142,37902,25621
51024,37805,25493
50895,37697,25360
50801,37627,25266
50719,37568,25181
50612,37478,25068
50512,37392,24965
50453,37349,24905
50405,37311,24853
50331,37241,24771
50263,37174,24693
50226,37141,24645
50184,37104,24586
50107,37034,24494
50029,36970,24406
49978,36937,24344
49925,36900,24272
49849,36838,24176
49784,36790,24100
49747,36769,24057
49701,36734,24005
49638,36681,23938
49607,36660,23903
49613,36675,23902
49615,36682,23894
49607,36674,23883
49628,36695,23909
49678,36740,23963
49711,36762,23997
49732,36767,24020
49787,36806,24081
49865,36872,24166
49917,36911,24221
49949,36932,24258
50012,36986,24324
50086,37055,24397
50118,37082,24426
50122,37083,24431
50150,37108,24462
50185,37139,24496
50186,37136,24492
50166,37119,24475
50161,37127,24479
50152,37130,24470
50098,37089,24414
50027,37031,24342
49978,36994,24287
49926,36952,24222
49835,36871,24120
49737,36787,24016
49668,36733,23938
49596,36674,23853
49491,36578,23732
49390,36487,23616
49320,36432,23532
49242,36371,23443
49128,36274,23321
49018,36184,23205
48937,36125,23116
48849,36059,23014
48739,35970,22891
48651,35903,22794
48599,35868,22730
48541,35819,22653
48466,35748,22559
48412,35702,22492
48387,35687,22454
48348,35659,22399
48292,35617,22330
48261,35600,22289
48254,35602,22264
48225,35574,22208
48176,35524,22134
48152,35502,22088
48142,35493,22053
48100,35450,21986
48037,35388,21900
47996,35352,21839
47970,35329,21791
47913,35277,21720
47845,35220,21651
47813,35201,21623
47793,35194,21606
47749,35159,21564
47708,35125,21524
47706,35132,21520
47714,35146,21518
47695,35127,21486
47675,35107,21457
47685,35118,21461
47696,35123,21462
47676,35092,21430
47657,35068,21406
47670,35078,21414
47674,35078,21406
47633,35037,21358
47587,34996,21315
47568,34984,21302
47545,34969,21276
47493,34927,21218
47446,34894,21163
47424,34883,21129
47389,34852,21075
47324,34788,20993
47271,34738,20931
47243,34711,20888
47196,34662,20817
47123,34586,20720
47068,34533,20648
47035,34507,20603
46978,34456,20533
46897,34385,20448
46840,34339,20394
46801,34312,20361
46738,34258,20300
46660,34190,20222
46614,34151,20167
46590,34130,20124
46546,34090,20055
46498,34052,19990
46497,34064,19980
46535,34109,20010
46574,34144,20044
46641,34202,20118
46779,34328,20277
46965,34495,20494
47156,34659,20731
47380,34850,21016
47669,35104,21377
47989,35383,21771
48294,35645,22155
48607,35915,22552
48950,36216,22980
49279,36501,23385
49554,36732,23730
49804,36943,24050
50062,37165,24375
50292,37359,24666
50465,37499,24899
50616,37625,25111
50771,37760,25317
50886,37856,25469
50940,37891,25553
50973,37910,25611
51008,37936,25664
51009,37933,25675
50966,37890,25638
50921,37851,25595
50885,37823,25553
50817,37762,25472
50712,37667,25358
50619,37588,25261
50540,37527,25177
50433,37436,25058
50310,37330,24921
50218,37262,24818
50150,37215,24736
50058,37141,24629
49957,37054,24513
49897,37006,24438
49867,36984,24387
49813,36939,24315
49747,36891,24244
49714,36880,24208
49692,36876,24177
49641,36837,24110
49581,36789,24036
49549,36769,23994
49519,36750,23950
49456,36694,23872
49385,36633,23792
49342,36604,23744
49302,36571,23692
49236,36506,23611
49180,36452,23544
49167,36441,23523
49159,36431,23503
49127,36393,23461
49106,36371,23436
49126,36390,23454
49154,36412,23477
49160,36410,23486
49177,36421,23514
49222,36460,23568
49255,36484,23609
49259,36481,23623
