green_channel,red_channel,ir_channel
58429,45536,57641
58443,45543,57691
58454,45551,57735
58465,45558,57774
58471,45560,57796
58474,45558,57806
58480,45560,57820
58489,45564,57837
58495,45566,57845
58499,45566,57848
58508,45572,57862
58520,45581,57882
58526,45584,57893
58531,45586,57903
58541,45591,57925
58554,45600,57956
58563,45605,57982
58570,45608,58009
58584,45616,58047
58601,45627,58089
58616,45635,58124
58629,45641,58159
58647,45647,58203
58663,45653,58246
58673,45654,58277
58682,45657,58304
58694,45664,58337
58705,45670,58363
58710,45673,58374
58713,45677,58381
58716,45684,58391
58714,45687,58392
58707,45683,58375
58702,45677,58354
58700,45671,58333
58695,45662,58299
58685,45650,58253
58675,45640,58211
58667,45631,58177
58656,45620,58138
58639,45607,58091
58623,45597,58051
58612,45590,58019
58600,45583,57983
58589,45576,57942
58584,45571,57912
58582,45569,57890
58575,45562,57862
58564,45554,57832
58560,45549,57815
58559,45548,57806
58555,45544,57789
58549,45539,57771
58549,45538,57763
58551,45540,57760
58549,45540,57750
58543,45537,57736
58539,45536,57729
58537,45536,57723
58531,45531,57706
58524,45525,57686
58520,45524,57674
58517,45523,57659
58510,45517,57634
58501,45509,57607
58495,45504,57587
58489,45499,57564
58480,45490,57530
58470,45483,57497
58466,45479,57471
58458,45474,57442
58442,45464,57401
58425,45454,57361
58414,45447,57328
58402,45440,57292
58388,45430,57247
58376,45422,57206
58369,45417,57173
58359,45409,57136
58344,45399,57092
58333,45391,57055
58327,45386,57027
58321,45381,56997
58312,45374,56964
58305,45370,56938
58300,45369,56919
58290,45363,56892
58274,45354,56858
58261,45347,56831
58251,45341,56809
58237,45332,56781
58221,45321,56750
58209,45315,56728
58200,45312,56709
58187,45306,56684
58174,45299,56654
58166,45296,56632
58160,45294,56611
58149,45287,56581
58137,45278,56551
58130,45272,56528
58123,45268,56505
58112,45259,56473
58101,45250,56442
58094,45246,56421
58088,45242,56398
58077,45235,56367
58065,45228,56338
58057,45225,56320
58049,45222,56300
58040,45214,56270
58032,45208,56241
58029,45206,56222
58025,45204,56199
58016,45197,56168
58007,45191,56141
58001,45188,56121
57994,45184,56098
57985,45178,56068
57979,45171,56041
57976,45168,56019
57969,45164,55991
57956,45157,55957
57943,45152,55932
57933,45149,55913
57920,45142,55888
57907,45132,55858
57899,45124,55834
57895,45119,55815
57888,45110,55789
57877,45101,55759
57871,45096,55739
57867,45093,55721
57857,45088,55695
57844,45082,55667
57835,45077,55648
57828,45074,55630
57817,45067,55603
57804,45060,55575
57796,45057,55557
57790,45055,55540
57780,45048,55515
57769,45041,55487
57761,45037,55466
57755,45032,55444
57743,45023,55412
57730,45013,55382
57722,45008,55361
57713,45005,55340
57700,44998,55312
57690,44992,55283
57685,44989,55262
57678,44985,55240
57666,44978,55212
57656,44972,55189
57652,44967,55175
57648,44961,55157
57637,44951,55132
57627,44944,55111
57620,44942,55096
57612,44937,55077
57602,44929,55055
57595,44925,55042
57594,44923,55034
57591,44919,55019
57582,44911,54997
57576,44907,54980
57573,44906,54966
57567,44901,54944
57559,44895,54918
57555,44894,54900
57553,44897,54889
57545,44896,54871
57535,44894,54850
57529,44892,54835
57526,44889,54821
57517,44881,54799
57506,44872,54770
57498,44866,54745
57490,44861,54722
57476,44853,54692
57461,44844,54663
57451,44839,54644
57444,44834,54626
57433,44827,54606
57424,44820,54591
57423,44821,54589
57423,44824,54595
57424,44825,54603
57429,44830,54627
57446,44844,54674
57467,44861,54733
57489,44877,54799
57518,44896,54881
57556,44921,54984
57598,44949,55093
57638,44976,55204
57684,45005,55327
57737,45038,55466
57791,45067,55604
57842,45092,55738
57893,45120,55874
57945,45150,56011
57992,45178,56134
58030,45201,56243
58063,45223,56347
