green_channel,red_channel,ir_channel
59696,43719,15249
59651,43655,15129
59606,43596,15008
59559,43540,14885
59504,43477,14750
59446,43407,14606
59390,43339,14464
59332,43271,14323
59266,43192,14175
59196,43108,14027
59128,43026,13883
59060,42939,13739
58986,42845,13590
58911,42750,13443
58841,42659,13305
58773,42571,13169
58704,42483,13032
58638,42401,12899
58577,42326,12775
58520,42255,12658
58465,42183,12543
58411,42115,12427
58362,42058,12319
58317,42005,12216
58276,41945,12110
58241,41883,12007
58210,41825,11911
58176,41766,11816
58134,41703,11713
58091,41642,11608
58049,41587,11505
58004,41534,11397
57957,41479,11282
57909,41428,11169
57862,41380,11061
57819,41331,10957
57782,41281,10862
57751,41239,10776
57726,41203,10697
57701,41166,10622
57679,41131,10558
57673,41114,10519
57683,41122,10518
57707,41155,10559
57757,41223,10661
57844,41344,10850
57973,41522,11137
58149,41752,11518
58373,42032,11996
58643,42364,12562
58944,42738,13196
59256,43132,13874
59576,43537,14576
59899,43945,15282
60216,44341,15964
60516,44712,16606
60796,45054,17201
61052,45365,17743
61275,45638,18222
61461,45865,18632
61618,46051,18977
61749,46205,19265
61852,46322,19496
61925,46403,19672
61975,46458,19802
62007,46492,19894
62020,46501,19943
62013,46486,19950
61992,46457,19928
61964,46425,19887
61929,46385,19825
61883,46331,19743
61834,46266,19648
61784,46197,19545
61732,46124,19433
61681,46050,19314
61630,45978,19198
61579,45908,19086
61529,45841,18974
61482,45776,18861
61438,45713,18749
61394,45652,18638
61346,45585,18521
61293,45510,18397
61237,45436,18274
61180,45364,18153
61118,45285,18024
61054,45199,17880
60992,45112,17731
60928,45024,17577
60860,44930,17420
60796,44840,17271
60740,44763,17133
60688,44693,16999
60637,44624,16870
60593,44563,16753
60558,44513,16655
60528,44474,16577
60505,44448,16519
60496,44439,16489
60506,44452,16494
60527,44479,16530
60555,44514,16584
60593,44559,16654
60643,44619,16746
60698,44684,16852
60758,44750,16964
60825,44821,17081
60890,44898,17202
60946,44971,17317
60990,45033,17415
61028,45087,17499
61061,45133,17572
61088,45164,17627
61108,45178,17662
61124,45189,17680
61135,45195,17683
61133,45190,17667
61121,45172,17633
61101,45149,17589
61072,45121,17537
61037,45081,17470
60997,45029,17388
60953,44971,17299
60905,44907,17203
60853,44834,17096
60800,44755,16978
60745,44677,16861
60687,44595,16743
60623,44506,16616
60555,44415,16479
60486,44329,16339
60415,44243,16196
60343,44152,16047
60272,44063,15892
60206,43981,15741
60142,43899,15589
60076,43811,15429
60009,43720,15269
59945,43633,15116
59880,43549,14965
59810,43462,14811
59738,43374,14656
59666,43288,14507
59594,43202,14364
59519,43116,14221
59448,43036,14080
59385,42964,13948
59326,42893,13817
59264,42824,13684
59204,42760,13558
59147,42699,13439
59089,42631,13317
59029,42556,13188
58975,42483,13061
58926,42416,12944
58879,42350,12831
58833,42281,12715
58789,42213,12599
58741,42147,12481
58684,42076,12357
58624,42001,12229
58567,41929,12104
58513,41862,11982
58459,41792,11859
58406,41719,11740
58355,41654,11629
58308,41600,11527
58265,41553,11434
58234,41519,11362
58219,41508,11333
58223,41525,11355
58251,41570,11432
58312,41655,11582
58418,41797,11825
58575,42002,12167
58779,42265,12603
59030,42583,13130
59323,42950,13736
59644,43351,14400
59978,43769,15094
60318,44193,15803
60654,44607,16508
60968,44993,17180
61251,45339,17798
61503,45642,18353
61725,45912,18845
61913,46146,19274
62065,46333,19634
62185,46481,19928
62282,46600,20168
62355,46690,20354
62399,46747,20482
62424,46776,20562
62436,46787,20605
62432,46776,20610
62411,46743,20578
62383,46699,20519
62345,46648,20439
62296,46585,20336
62243,46511,20212
62192,46433,20077
62135,46349,19934
62069,46257,19779
61997,46156,19615
61924,46055,19451
61850,45960,19288
61771,45866,19120
61690,45774,18947
61610,45684,18773
61530,45590,18602
61446,45486,18430
61363,45377,18258
61286,45271,18090
61211,45164,17919
61131,45051,17737
61048,44938,17552
60966,44833,17374
60881,44728,17199
60792,44622,17021
60709,44521,16845
60634,44432,16682
60564,44350,16538
60501,44276,16411
60451,44216,16305
60422,44177,16227
60410,44155,16178
60408,44145,16150
60418,44152,16147
60442,44176,16172
60476,44211,16219
60516,44251,16285
60565,44303,16373
60620,44369,16480
60674,44442,16594
60727,44517,16707
60782,44592,16822
60838,44669,16942
60891,44740,17055
60934,44795,17150
60970,44836,17230
61003,44866,17296
61022,44881,17341
61028,44879,17364
61019,44868,17369
60997,44853,17358
60962,44828,17323
60919,44790,17266
60876,44747,17197
60832,44701,17117
60784,44647,17021
60737,44587,16913
60685,44520,16795
60623,44440,16659
60551,44345,16502
60474,44244,16332
60399,44145,16163
60322,44041,15992
60236,43929,15810
60148,43813,15620
60063,43705,15431
59977,43599,15238
59883,43489,15038
59785,43375,14835
59689,43258,14636
59592,43136,14441
59492,43010,14249
59395,42887,14060
59304,42772,13881
59215,42657,13708
59126,42542,13533
59040,42433,13360
58957,42335,13191
58874,42241,13026
58792,42145,12859
58712,42049,12693
58633,41959,12534
58557,41871,12376
58481,41780,12215
58410,41691,12059
58344,41608,11912
58278,41525,11765
58206,41439,11612
58134,41353,11460
58063,41268,11311
57991,41180,11157
57920,41087,10999
57851,40994,10847
57783,40901,10700
57711,40803,10550
57634,40702,10397
57556,40608,10247
57480,40524,10101
57407,40442,9952
57339,40364,9805
57280,40294,9670
57228,40234,9553
57184,40184,9453
57153,40152,9390
57145,40153,9388
57170,40196,9464
57234,40290,9629
57348,40446,9897
57524,40682,10291
57759,40993,10811
58042,41363,11434
58363,41781,12138
58715,42233,12900
59080,42699,13691
59449,43164,14484
59815,43619,15259
60166,44055,16000
60487,44455,16685
60771,44809,17299
61017,45117,17839
61225,45381,18306
61392,45597,18692
61521,45760,18994
61618,45874,19223
61691,45954,19390
61738,46002,19501
61756,46015,19553
61750,46003,19557
61729,45972,19521
61689,45916,19442
61630,45835,19322
61557,45737,19175
61472,45632,19006
61378,45516,18814
61278,45391,18608
61175,45263,18396
61070,45131,18181
60961,44993,17955
60849,44850,17715
60736,44704,17468
60622,44554,17216
60500,44398,16953
60372,44234,16683
60249,44072,16416
60133,43917,16155
60016,43762,15890
59897,43604,15621
59779,43446,15354
59659,43286,15086
59534,43124,14813
59408,42971,14549
59289,42835,14304
59179,42712,14076
59077,42596,13864
58987,42490,13677
58911,42401,13519
58846,42325,13388
58792,42262,13284
58758,42220,13214
58744,42207,13184
58745,42217,13194
58756,42244,13238
58785,42290,13317
58831,42358,13433
58892,42440,13572
58962,42527,13723
59042,42623,13882
59128,42730,14053
59213,42840,14225
59289,42941,14385
59359,43035,14537
59426,43123,14683
59486,43199,14813
59535,43260,14920
59576,43309,15011
59608,43347,15084
59625,43369,15129
59630,43375,15147
59622,43366,15140
59599,43338,15107
59558,43290,15045
59505,43225,14955
59449,43151,14844
59388,43068,14716
59314,42973,14565
59230,42867,14392
59143,42759,14208
59050,42649,14020
58952,42530,13823
58850,42404,13617
58752,42277,13410
58655,42150,13203
58551,42019,12991
58444,41887,12774
58341,41763,12562
58241,41644,12354
58140,41522,12145
58038,41400,11938
57940,41283,11738
57847,41169,11541
57757,41055,11344
57672,40946,11151
57592,40847,10963
57512,40750,10776
57429,40650,10589
57347,40549,10412
57263,40448,10247
57178,40346,10085
57095,40242,9920
57014,40142,9757
56932,40050,9600
56847,39963,9441
56756,39874,9271
56663,39786,9099
56569,39699,8931
56477,39603,8761
56395,39502,8588
56323,39402,8417
56256,39304,8251
56189,39205,8088
56120,39105,7928
56055,39012,7776
55994,38929,7633
55931,38850,7495
55871,38778,7369
55828,38726,7273
55806,38701,7221
55809,38710,7226
55849,38767,7310
55941,38893,7508
56093,39096,7840
56306,39378,8309
56581,39741,8917
56916,40176,9651
57293,40664,10478
57693,41174,11355
58103,41688,12253
58514,42199,13145
58911,42692,14006
59281,43151,14809
59619,43572,15541
59924,43951,16195
60192,44278,16758
60415,44548,17223
60594,44763,17599
60730,44929,17896
60823,45044,18116
60880,45114,18263
60912,45149,18346
60919,45153,18378
60897,45130,18357
60851,45077,18278
60789,45003,18156
60714,44914,18007
60626,44808,17829
60524,44683,17622
60416,44549,17395
60299,44411,17157
60172,44261,16904
60038,44097,16635
59901,43927,16358
59764,43757,16079
59627,43584,15795
59489,43404,15505
59352,43221,15216
59219,43037,14927
59081,42846,14626
58938,42652,14313
58793,42464,13997
58642,42279,13682
58488,42094,13363
58335,41912,13044
58191,41741,12734
58052,41578,12436
57918,41418,12151
57794,41266,11885
57688,41130,11645
57594,41011,11433
57511,40908,11250
57442,40830,11108
57398,40781,11014
57377,40753,10959
57374,40738,10937
57386,40744,10956
57416,40779,11021
