green_channel,red_channel,ir_channel
21554,45271,16892
21537,45260,16867
21516,45243,16839
21497,45224,16811
21483,45202,16787
21471,45183,16767
21465,45171,16756
21468,45171,16761
21483,45186,16788
21517,45218,16847
21574,45269,16947
21657,45343,17094
21769,45444,17288
21911,45572,17528
22084,45723,17806
22282,45895,18114
22498,46079,18441
22723,46268,18774
22948,46456,19102
23166,46637,19413
23368,46805,19700
23546,46955,19957
23698,47084,20178
23828,47192,20363
23936,47277,20513
24021,47340,20631
24085,47387,20719
24130,47422,20783
24162,47445,20826
24185,47459,20852
24200,47465,20862
24210,47466,20857
24216,47461,20841
24218,47450,20816
24215,47436,20786
24207,47419,20750
24195,47401,20710
24178,47383,20670
24158,47367,20633
24135,47351,20601
24112,47336,20575
24094,47326,20555
24081,47321,20544
24074,47318,20542
24073,47315,20544
24076,47317,20550
24083,47324,20558
24092,47334,20566
24102,47344,20574
24111,47353,20581
24120,47362,20586
24132,47370,20589
24141,47376,20588
24144,47380,20585
24142,47381,20579
24136,47376,20569
24124,47364,20551
24107,47348,20528
24085,47328,20499
24058,47302,20464
24027,47273,20423
23995,47244,20379
23962,47217,20334
23930,47191,20288
23899,47165,20239
23869,47139,20191
23844,47117,20145
23826,47100,20104
23811,47087,20069
23799,47076,20040
23793,47069,20017
23790,47064,19997
23784,47058,19979
23780,47051,19963
23778,47044,19951
23780,47038,19944
23785,47036,19943
23797,47040,19947
23814,47048,19954
23832,47058,19960
23851,47068,19967
23870,47078,19971
23886,47087,19970
23896,47090,19963
23900,47088,19951
23899,47083,19936
23894,47076,19918
23881,47066,19895
23863,47053,19866
23843,47040,19832
23821,47022,19797
23799,47000,19761
23777,46974,19722
23753,46948,19680
23729,46922,19636
23706,46897,19592
23689,46873,19550
23676,46854,19510
23663,46840,19472
23646,46828,19434
23625,46814,19395
23600,46797,19352
23573,46775,19306
23544,46750,19256
23512,46722,19205
23477,46694,19154
23440,46665,19101
23400,46631,19046
23359,46595,18989
23317,46559,18931
23274,46525,18873
23230,46491,18818
23184,46458,18768
23139,46429,18722
23097,46402,18678
23058,46374,18632
23023,46347,18588
22990,46321,18547
22959,46295,18505
22929,46269,18462
22898,46243,18418
22867,46213,18372
22834,46181,18323
22802,46147,18272
22769,46114,18223
22733,46080,18174
22693,46047,18127
22654,46017,18084
22616,45993,18046
22582,45975,18014
22555,45962,17985
22536,45949,17955
22522,45936,17923
22511,45924,17890
22501,45910,17855
22487,45893,17816
22466,45871,17773
22439,45846,17730
22411,45819,17688
22384,45793,17649
22359,45770,17610
22337,45752,17577
22322,45741,17552
22313,45738,17536
22307,45742,17531
22307,45754,17542
22321,45774,17574
22359,45806,17634
22423,45857,17731
22516,45932,17874
22641,46034,18069
22802,46165,18315
22991,46322,18603
23200,46495,18917
23422,46678,19245
23649,46864,19576
23871,47045,19896
24078,47214,20196
24264,47364,20470
24428,47498,20714
24567,47616,20925
24684,47717,21102
24781,47800,21245
24859,47868,21358
24921,47921,21441
24967,47957,21497
24999,47977,21531
25016,47987,21547
25019,47988,21548
25009,47979,21535
24991,47960,21510
24968,47936,21480
24943,47911,21451
24918,47889,21427
24896,47871,21407
24876,47853,21391
24861,47836,21380
24852,47823,21370
24848,47816,21361
24849,47814,21354
24854,47816,21349
24861,47821,21347
24868,47825,21348
24876,47830,21349
24882,47836,21352
24886,47842,21354
24891,47847,21356
24897,47849,21358
24901,47846,21359
24902,47841,21359
24901,47835,21356
24894,47827,21350
24883,47815,21340
24868,47799,21323
24853,47780,21300
24838,47759,21270
24820,47735,21233
24795,47710,21191
24766,47683,21144
24733,47654,21093
24698,47619,21039
24659,47580,20981
24621,47542,20921
24582,47506,20862
24543,47473,20806
24507,47445,20756
24478,47424,20713
24454,47406,20677
24434,47391,20648
24419,47380,20625
24411,47372,20606
24407,47364,20594
24403,47353,20586
24399,47343,20580
24397,47333,20574
24399,47327,20566
24403,47326,20560
24408,47331,20554
24415,47337,20549
24421,47340,20542
24424,47340,20532
24426,47336,20521
24427,47330,20507
24426,47323,20492
24424,47316,20476
24424,47309,20457
24424,47301,20433
24423,47291,20403
24417,47278,20365
24408,47261,20322
24395,47240,20272
24379,47216,20218
24356,47188,20163
24327,47160,20108
24294,47133,20055
24261,47107,20003
24229,47079,19953
24200,47053,19905
24176,47029,19858
24153,47006,19812
24129,46982,19764
24105,46959,19716
24080,46937,19668
24057,46912,19624
24033,46884,19577
24007,46858,19527
23980,46835,19477
23953,46814,19429
23928,46795,19382
23907,46776,19333
23886,46757,19280
23861,46734,19227
23832,46711,19178
23799,46688,19131
23761,46665,19087
23722,46639,19042
23684,46608,18998
23647,46576,18954
23614,46544,18910
23584,46513,18868
23557,46485,18824
23532,46458,18781
23508,46434,18739
23481,46411,18698
23451,46391,18657
23425,46371,18618
23400,46350,18577
23375,46326,18534
23348,46300,18488
23318,46271,18438
23286,46244,18388
23254,46220,18341
23225,46197,18297
23197,46173,18253
23167,46148,18209
23135,46123,18166
23106,46099,18127
23082,46078,18091
23060,46057,18056
23038,46036,18023
23017,46016,17993
22997,45999,17967
22976,45984,17943
22952,45969,17916
22926,45957,17886
22898,45945,17856
22871,45933,17826
22844,45916,17794
22819,45897,17758
22795,45879,17724
22774,45864,17693
22757,45850,17657
22743,45833,17618
22728,45814,17577
22712,45794,17537
22694,45774,17496
22674,45753,17453
22654,45736,17411
22635,45723,17371
22618,45710,17330
22600,45695,17290
22581,45681,17252
22559,45664,17215
22536,45644,17180
22512,45624,17147
22489,45608,17121
22468,45595,17103
22453,45588,17100
22450,45589,17116
22470,45604,17163
22516,45641,17249
22594,45704,17383
22707,45794,17571
22854,45912,17811
23032,46056,18101
23237,46225,18429
23461,46414,18787
23693,46613,19164
23926,46813,19543
24153,47008,19911
24369,47193,20254
24566,47360,20563
24743,47509,20836
24897,47642,21073
25028,47758,21272
25133,47854,21432
25213,47929,21554
25274,47988,21641
25317,48032,21699
25343,48060,21731
25353,48074,21743
25353,48074,21744
25344,48064,21734
25328,48048,21711
25307,48024,21679
25281,47996,21642
25253,47969,21602
25229,47944,21561
25211,47920,21523
25195,47895,21490
25180,47873,21462
25168,47855,21438
25160,47842,21421
25153,47834,21413
25149,47832,21411
25149,47834,21415
25155,47838,21423
25164,47843,21437
25175,47851,21456
25187,47863,21477
25200,47874,21494
25211,47884,21509
25219,47894,21519
25224,47903,21522
25226,47908,21518
25221,47905,21509
25208,47894,21492
25192,47878,21467
25173,47858,21435
25151,47837,21397
25123,47814,21355
25093,47789,21309
25062,47761,21260
25029,47730,21209
24995,47695,21156
24960,47659,21101
24927,47627,21047
24896,47598,20994
24870,47571,20947
24849,47550,20906
24832,47533,20874
24818,47519,20848
24805,47507,20826
24794,47501,20808
24786,47498,20795
24779,47496,20785
24774,47494,20777
24770,47491,20772
24769,47486,20768
24769,47478,20764
24768,47466,20758
24766,47452,20752
24761,47442,20749
24753,47437,20747
24742,47431,20740
24730,47425,20727
24720,47425,20712
24711,47428,20693
24703,47431,20668
24695,47432,20638
24687,47428,20604
24676,47418,20568
24660,47403,20528
24640,47385,20482
24618,47365,20433
24595,47343,20380
24569,47319,20326
24541,47293,20276
