green_channel,red_channel,ir_channel
48922,53808,43683
48903,53794,43650
48881,53779,43617
48858,53761,43582
48831,53738,43544
48804,53715,43506
48779,53694,43468
48760,53678,43431
48743,53667,43395
48724,53658,43356
48705,53649,43314
48688,53637,43272
48668,53623,43231
48647,53607,43192
48625,53587,43153
48599,53563,43110
48570,53537,43065
48539,53510,43020
48510,53484,42977
48480,53458,42933
48447,53429,42887
48411,53399,42839
48379,53372,42790
48349,53346,42743
48322,53319,42698
48296,53293,42655
48276,53271,42616
48261,53254,42578
48247,53240,42540
48234,53230,42506
48225,53224,42481
48222,53222,42471
48226,53226,42476
48240,53243,42502
48271,53275,42554
48321,53326,42641
48396,53399,42771
48507,53501,42959
48656,53638,43217
48845,53815,43545
49072,54025,43938
49337,54267,44388
49639,54538,44890
49968,54831,45432
50309,55135,45996
50653,55444,46559
50992,55747,47106
51314,56034,47623
51612,56302,48099
51884,56544,48528
52124,56759,48909
52331,56946,49243
52506,57106,49527
52656,57241,49762
52778,57350,49951
52868,57436,50096
52932,57496,50201
52975,57534,50272
52998,57556,50314
53002,57562,50334
52993,57552,50329
52972,57529,50305
52939,57498,50266
52897,57458,50212
52847,57411,50142
52796,57358,50060
52743,57298,49967
52689,57235,49868
52632,57171,49765
52574,57109,49659
52511,57047,49550
52438,56982,49434
52358,56912,49312
52276,56840,49188
52191,56764,49058
52097,56684,48920
51996,56600,48770
51891,56511,48606
51782,56416,48431
51672,56317,48252
51564,56218,48076
51462,56124,47907
51365,56035,47744
51276,55954,47590
51198,55883,47450
51132,55821,47328
51080,55769,47229
51041,55726,47152
51014,55696,47095
51001,55679,47060
50999,55675,47048
51008,55681,47059
51029,55699,47093
51061,55730,47147
51103,55773,47221
51151,55822,47310
51205,55876,47407
51264,55933,47509
51325,55993,47618
51389,56052,47729
51453,56110,47841
51515,56165,47950
51571,56214,48052
51622,56256,48142
51669,56291,48214
51707,56320,48267
51731,56342,48303
51741,56352,48321
51742,56352,48324
51733,56341,48312
51715,56323,48284
51689,56299,48243
51659,56271,48190
51621,56238,48124
51574,56197,48045
51523,56149,47954
51472,56096,47856
51415,56037,47752
51349,55971,47644
51277,55904,47533
51200,55835,47416
51117,55765,47295
51031,55695,47171
50948,55628,47041
50871,55563,46909
50794,55500,46778
50714,55435,46649
50637,55371,46521
50562,55306,46396
50489,55244,46274
50418,55186,46158
50350,55132,46047
50286,55078,45941
50226,55025,45840
50171,54974,45742
50121,54927,45650
50077,54886,45567
50039,54850,45488
50004,54815,45411
49973,54781,45339
49943,54751,45275
49914,54722,45220
49887,54693,45166
49864,54665,45115
49844,54640,45066
49821,54617,45018
49796,54594,44973
49772,54571,44930
49747,54548,44889
49719,54523,44847
49687,54495,44803
49658,54465,44760
49630,54437,44722
49603,54415,44684
49580,54398,44646
49565,54386,44613
49554,54378,44583
49545,54370,44555
49540,54364,44528
49536,54360,44502
49529,54358,44478
49519,54354,44458
49507,54347,44437
49495,54337,44418
49478,54323,44399
49455,54305,44379
49429,54285,44356
49403,54263,44331
49377,54241,44303
49351,54218,44275
49326,54197,44248
49305,54178,44218
49285,54160,44183
49264,54141,44147
49247,54124,44111
49235,54110,44075
49224,54098,44039
49212,54089,44006
49204,54081,43974
49195,54077,43947
49184,54071,43922
49172,54063,43900
49159,54052,43874
49142,54040,43844
49120,54027,43810
49096,54015,43775
49073,54003,43740
49050,53987,43705
