green_channel,red_channel,ir_channel
43021,21636,16744
42953,21585,16653
42882,21537,16558
42807,21490,16458
42727,21443,16355
42647,21396,16247
42560,21344,16131
42468,21285,16011
42374,21223,15889
42281,21159,15767
42185,21095,15647
42091,21030,15529
42006,20970,15415
41927,20916,15306
41853,20865,15202
41786,20818,15108
41731,20781,15030
41690,20751,14972
41662,20730,14936
41645,20717,14919
41638,20714,14919
41642,20718,14934
41653,20729,14962
41672,20750,14998
41703,20779,15041
41746,20812,15091
41793,20845,15146
41842,20877,15204
41894,20913,15269
41947,20949,15340
41997,20982,15412
42042,21009,15478
42082,21035,15537
42118,21062,15587
42145,21086,15628
42163,21108,15660
42180,21128,15683
42196,21147,15695
42205,21162,15695
42205,21168,15682
42198,21161,15656
42184,21143,15620
42164,21119,15576
42138,21088,15524
42102,21053,15467
42057,21015,15408
42007,20975,15344
41952,20931,15273
41890,20887,15195
41820,20843,15111
41742,20796,15014
41660,20744,14906
41575,20688,14795
41489,20627,14681
41402,20560,14565
41316,20493,14452
41231,20430,14344
41140,20368,14237
41045,20307,14126
40950,20247,14014
40857,20187,13904
40767,20126,13791
40682,20063,13673
40600,20001,13552
40518,19942,13432
40436,19889,13318
40358,19838,13207
40284,19787,13099
40214,19737,12998
40144,19691,12904
40076,19647,12815
40011,19606,12732
39946,19565,12652
39880,19522,12577
39815,19481,12508
39753,19442,12443
39689,19402,12377
39622,19362,12303
39562,19324,12226
39509,19291,12150
39460,19260,12080
39414,19230,12011
39374,19200,11941
39338,19172,11874
39299,19144,11816
39253,19116,11762
39205,19087,11708
39157,19059,11655
39111,19032,11604
39071,19008,11559
39039,18989,11517
39012,18971,11476
38985,18953,11436
38958,18935,11398
38931,18921,11361
38906,18907,11323
38878,18889,11284
38848,18867,11241
38816,18847,11199
38780,18827,11157
38736,18803,11112
38687,18772,11058
38638,18735,10997
38588,18697,10932
38535,18661,10869
38486,18631,10807
38446,18607,10749
38410,18585,10698
38372,18561,10648
38330,18534,10593
38287,18507,10537
38241,18481,10478
38193,18452,10414
38139,18418,10350
38081,18381,10285
38019,18340,10217
37958,18297,10144
37899,18255,10065
37840,18211,9980
37777,18170,9891
37714,18131,9803
37652,18093,9718
37591,18054,9639
37522,18012,9561
37444,17969,9476
37360,17923,9386
37276,17878,9296
37192,17834,9205
37107,17788,9113
37024,17740,9018
36940,17689,8920
36851,17634,8813
36759,17574,8698
36669,17511,8579
36581,17447,8457
36490,17379,8331
36395,17311,8201
36297,17242,8072
36199,17174,7942
36098,17107,7810
36000,17043,7680
35910,16986,7559
35831,16935,7449
35761,16891,7351
35702,16854,7270
35662,16828,7218
35649,16822,7207
35673,16842,7251
35749,16900,7370
35896,17007,7582
36118,17165,7895
36409,17370,8306
36767,17618,8805
37185,17903,9375
37644,18214,9988
38121,18537,10620
38603,18863,11256
39079,19181,11880
39537,19485,12477
39967,19767,13036
40366,20025,13550
40732,20260,14016
41059,20471,14437
41347,20658,14808
41602,20824,15132
41827,20969,15414
42024,21094,15661
42196,21199,15872
42343,21287,16049
42465,21360,16194
42558,21417,16309
42620,21457,16395
42659,21481,16455
42678,21488,16489
42677,21479,16493
42657,21458,16464
42623,21427,16411
42580,21391,16344
42528,21349,16267
42463,21304,16181
42388,21256,16086
42307,21205,15983
42223,21152,15877
42140,21097,15769
42062,21041,15658
41984,20980,15542
41903,20916,15427
41819,20853,15312
41732,20793,15195
41640,20730,15075
41540,20659,14948
41433,20582,14810
41321,20502,14661
41203,20421,14505
41081,20338,14344
40959,20257,14182
40840,20176,14021
40721,20096,13864
40602,20019,13709
40492,19947,13560
40393,19883,13424
40301,19826,13307
40218,19776,13209
40150,19737,13135
40102,19712,13085
40073,19700,13058
40061,19698,13053
40070,19710,13066
40099,19736,13097
40141,19768,13144
40193,19805,13207
40256,19847,13287
40331,19896,13383
40410,19951,13490
40491,20009,13603
40571,20067,13717
40650,20124,13828
40725,20182,13934
40796,20236,14036
40863,20287,14131
40922,20332,14214
40969,20368,14283
41004,20395,14336
41029,20412,14374
41044,20420,14398
41050,20418,14405
41050,20411,14400
41050,20401,14387
41047,20388,14365
41035,20370,14328
41012,20347,14276
40977,20318,14213
40926,20284,14136
40859,20243,14047
40781,20197,13948
40698,20147,13840
40611,20093,13730
40521,20033,13618
40426,19969,13503
40331,19905,13386
40235,19839,13266
40132,19767,13142
40025,19694,13014
39923,19621,12885
39827,19552,12754
39732,19483,12620
39637,19415,12483
39542,19350,12350
39446,19289,12224
39349,19229,12101
39258,19169,11975
39170,19108,11850
39084,19044,11731
39001,18982,11622
38924,18923,11519
38849,18869,11422
38776,18819,11330
38704,18770,11241
38633,18723,11152
38563,18678,11065
38490,18635,10980
38421,18594,10898
38357,18560,10818
38299,18529,10743
38246,18502,10675
38196,18476,10610
38152,18451,10543
38110,18423,10477
38070,18395,10415
38035,18369,10359
38008,18345,10310
37982,18318,10264
37949,18286,10217
37910,18252,10169
37874,18222,10121
37842,18197,10074
37812,18176,10032
37784,18160,9994
37754,18146,9960
37723,18130,9927
37691,18112,9896
37657,18092,9864
37625,18073,9830
37598,18056,9797
37575,18038,9766
37552,18021,9734
37526,18003,9697
37491,17982,9654
37452,17961,9608
37413,17941,9566
37379,17924,9526
37347,17909,9488
37315,17896,9451
37284,17883,9416
37252,17867,9376
37214,17846,9328
37170,17819,9275
37127,17790,9223
37087,17763,9171
37047,17738,9115
37006,17714,9054
36963,17689,8993
36916,17662,8928
36866,17628,8861
36814,17593,8793
36766,17556,8729
36719,17520,8666
36671,17483,8594
36621,17447,8514
36570,17411,8430
36510,17370,8343
36437,17322,8250
36353,17270,8147
36266,17217,8040
36178,17164,7935
36086,17110,7827
35996,17053,7713
35907,16994,7593
35815,16933,7469
35718,16870,7345
35621,16808,7222
35530,16749,7105
35442,16695,6993
35359,16645,6886
35285,16601,6786
35224,16564,6699
35176,16536,6631
35144,16518,6590
35141,16517,6591
35179,16541,6655
35271,16605,6794
35428,16717,7022
35663,16881,7350
35975,17096,7779
36353,17352,8296
36787,17643,8884
37261,17958,9516
37756,18286,10166
38257,18616,10815
38748,18941,11448
39220,19251,12052
39663,19540,12614
40064,19805,13127
40424,20045,13589
40748,20260,14005
41038,20453,14375
41292,20622,14697
41514,20769,14979
41709,20894,15227
41878,21000,15444
42019,21085,15630
42132,21149,15784
42223,21199,15908
42293,21237,16001
42341,21261,16060
42367,21271,16090
42376,21272,16094
42369,21263,16079
42346,21243,16048
42312,21216,16004
42271,21184,15945
42216,21147,15870
42146,21100,15778
42070,21050,15672
41995,21000,15561
41920,20948,15448
