green_channel,red_channel,ir_channel
8944,9857,56080
8903,9813,56027
8864,9767,55972
8832,9724,55919
8806,9685,55866
8774,9644,55811
8737,9605,55758
8705,9570,55709
8676,9537,55658
8649,9507,55604
8624,9484,55554
8600,9463,55502
8574,9438,55449
8548,9409,55399
8524,9378,55347
8498,9344,55288
8466,9307,55226
8427,9267,55165
8384,9224,55102
8341,9179,55038
8298,9133,54973
8254,9085,54910
8214,9040,54850
8178,8996,54790
8136,8947,54726
8087,8896,54659
8040,8846,54591
7998,8799,54522
7955,8750,54446
7906,8695,54357
7853,8638,54266
7800,8580,54182
7749,8520,54103
7701,8462,54029
7658,8409,53962
7622,8364,53898
7592,8322,53829
7564,8280,53757
7537,8237,53686
7506,8194,53616
7472,8151,53546
7439,8108,53478
7406,8066,53409
7374,8024,53336
7340,7983,53265
7308,7943,53199
7278,7906,53136
7250,7869,53078
7219,7827,53019
7183,7783,52958
7147,7741,52898
7111,7699,52836
7073,7654,52771
7034,7608,52703
6992,7562,52634
6946,7514,52564
6901,7466,52498
6860,7421,52434
6819,7376,52369
6777,7330,52301
6729,7278,52228
6677,7221,52151
6628,7164,52073
6578,7107,51994
6529,7052,51916
6484,7003,51848
6447,6968,51802
6428,6955,51788
6439,6974,51819
6486,7034,51915
6573,7147,52090
6707,7319,52348
6887,7547,52688
7105,7824,53096
7351,8137,53552
7619,8477,54050
7906,8834,54580
8204,9200,55132
8501,9566,55690
8791,9923,56240
9070,10265,56773
9336,10591,57280
9591,10901,57758
9834,11190,58205
10058,11457,58614
10260,11697,58979
10437,11907,59297
10588,12085,59565
10708,12228,59779
10799,12335,59937
10863,12406,60045
10903,12448,60105
10917,12461,60121
10910,12448,60099
10882,12412,60044
10841,12358,59964
10795,12294,59871
10750,12227,59773
10705,12157,59670
10659,12083,59561
10609,12008,59450
10556,11934,59338
10507,11865,59230
10464,11806,59132
10427,11755,59047
10396,11716,58976
10370,11688,58921
10348,11666,58880
10334,11651,58854
10333,11646,58839
10334,11645,58829
10329,11643,58822
10324,11641,58819
10328,11643,58822
10339,11650,58828
10351,11659,58836
10358,11664,58841
10352,11658,58835
10337,11641,58817
10316,11617,58788
10288,11585,58745
10254,11545,58695
10216,11501,58640
10176,11459,58579
10144,11425,58521
10122,11399,58470
10108,11376,58428
10097,11355,58394
10085,11335,58367
10075,11319,58349
10074,11315,58340
10083,11324,58341
10098,11342,58353
10118,11363,58370
10140,11385,58390
10166,11411,58414
10191,11438,58443
10209,11464,58472
10222,11486,58501
10234,11505,58525
10244,11518,58541
10249,11527,58551
10254,11534,58552
10257,11538,58551
10257,11540,58551
10254,11536,58550
10245,11527,58542
10231,11511,58525
10211,11485,58497
10186,11450,58455
10157,11408,58400
10127,11363,58337
10095,11318,58269
10063,11275,58199
10028,11231,58125
9986,11181,58043
9937,11123,57954
9883,11061,57860
9831,10997,57762
9783,10935,57665
9737,10873,57565
9687,10803,57462
9627,10726,57357
9566,10649,57252
9507,10575,57146
9445,10498,57044
9380,10419,56944
9317,10345,56844
9257,10279,56746
9201,10217,56648
9152,10159,56553
9111,10107,56460
9073,10056,56371
9031,10003,56287
8989,9952,56210
8951,9905,56135
8916,9859,56061
8882,9810,55992
