green_channel,red_channel,ir_channel
19203,36705,44911
19179,36677,44835
19118,36596,44702
19040,36498,44553
18997,36454,44464
18966,36426,44393
18899,36347,44268
18828,36264,44141
18800,36241,44077
18781,36228,44019
18727,36162,43902
18669,36092,43787
18648,36076,43731
18629,36057,43670
18571,35979,43551
18519,35906,43444
18508,35892,43400
18495,35872,43346
18442,35799,43236
18393,35739,43144
18379,35731,43107
18356,35709,43047
18298,35638,42931
18249,35585,42837
18232,35573,42790
18198,35536,42714
18131,35454,42589
18082,35397,42497
18066,35383,42449
18032,35340,42362
17971,35259,42235
17930,35211,42153
17916,35201,42106
17877,35150,42006
17810,35064,41871
17771,35022,41790
17756,35009,41745
17708,34947,41645
17638,34856,41512
17601,34817,41434
17583,34806,41381
17531,34742,41271
17460,34654,41139
17423,34615,41058
17399,34594,40991
17340,34518,40862
17268,34426,40718
17233,34387,40634
17208,34361,40563
17149,34283,40435
17083,34200,40304
17053,34173,40234
17030,34152,40167
16973,34079,40041
16915,34002,39922
16893,33977,39867
16870,33950,39808
16811,33869,39685
16755,33796,39571
16738,33779,39518
16720,33754,39453
16663,33674,39333
16610,33607,39232
16593,33591,39184
16568,33561,39113
16509,33483,38991
16461,33427,38897
16444,33416,38851
16411,33378,38775
16348,33296,38652
16303,33242,38564
16290,33229,38519
16256,33183,38433
16193,33098,38302
16150,33049,38214
16132,33034,38162
16089,32977,38061
16022,32891,37925
15982,32851,37842
15962,32840,37790
15912,32778,37682
15844,32689,37544
15809,32650,37463
15794,32636,37405
15746,32568,37289
15680,32476,37151
15644,32436,37071
15624,32414,37009
15575,32348,36899
15524,32283,36800
15520,32292,36794
15547,32341,36846
15569,32375,36901
15622,32447,37028
15749,32619,37297
15919,32838,37647
16091,33045,38012
16294,33292,38448
16563,33622,39000
16849,33964,39582
17108,34261,40127
17376,34567,40697
17682,34924,41325
17974,35260,41925
18213,35524,42441
18443,35787,42944
18691,36080,43459
18905,36330,43903
19061,36505,44249
19208,36676,44575
19364,36866,44901
19477,37003,45149
19537,37073,45314
19601,37152,45482
19684,37255,45661
19735,37310,45772
19750,37318,45827
19785,37357,45916
19844,37427,46037
19875,37453,46109
19887,37451,46154
19936,37506,46260
20013,37600,46407
20061,37651,46508
20093,37679,46589
20166,37764,46733
20261,37877,46904
20321,37937,47021
20364,37977,47122
20447,38069,47280
20544,38176,47449
20600,38229,47558
20642,38267,47655
20718,38356,47806
20792,38448,47952
20816,38477,48022
20822,38491,48070
20853,38543,48157
20876,38580,48213
20846,38544,48172
20804,38497,48106
20787,38490,48073
20756,38459,48003
20674,38356,47850
20588,38247,47691
20537,38186,47577
20476,38111,47440
20375,37987,47248
20283,37882,47079
20232,37831,46969
20174,37764,46842
20089,37661,46679
20030,37594,46560
20014,37580,46503
19986,37547,46431
19934,37481,46333
19908,37454,46286
19919,37472,46290
19913,37458,46262
19881,37414,46207
19876,37413,46205
19895,37445,46236
19881,37430,46213
19841,37382,46159
19833,37380,46158
19846,37404,46180
19822,37372,46135
19774,37308,46052
19757,37288,46012
19757,37285,45981
19719,37226,45887
19664,37147,45773
19639,37119,45710
19623,37103,45653
19567,37031,45528
19499,36947,45392
19465,36916,45314
19437,36889,45238
19368,36804,45102
19295,36712,44967
19258,36674,44892
19220,36633,44811
19140,36537,44664
19064,36449,44524
19029,36420,44448
18995,36385,44365
18924,36296,44228
18861,36220,44109
18838,36202,44049
18807,36169,43971
18739,36084,43845
18686,36022,43747
18671,36011,43702
18641,35980,43633
18579,35908,43519
18538,35868,43442
18533,35875,43415
18507,35852,43353
18450,35781,43247
18414,35739,43180
18406,35732,43146
18374,35685,43060
18317,35603,42938
18286,35566,42870
18278,35564,42838
18239,35516,42749
18178,35437,42625
18149,35408,42555
18138,35404,42511
18091,35347,42411
18023,35262,42288
17989,35226,42224
17971,35208,42176
17917,35137,42067
17850,35050,41941
17820,35017,41874
17800,34998,41817
17746,34926,41699
17682,34843,41575
17655,34812,41512
17635,34788,41452
17580,34711,41335
17522,34635,41224
17500,34615,41176
17479,34593,41120
17419,34517,41003
17360,34447,40895
17338,34433,40849
17314,34408,40790
17253,34330,40674
17199,34268,40575
17183,34259,40530
17160,34236,40462
17103,34165,40343
17056,34115,40250
17044,34109,40208
17019,34076,40138
16965,33996,40020
16927,33941,39936
16916,33923,39893
16883,33873,39809
16823,33786,39683
16784,33738,39602
16769,33731,39559
16728,33687,39464
16663,33610,39334
16625,33576,39257
16609,33571,39212
16562,33518,39114
16495,33436,38986
16461,33402,38914
16445,33394,38862
16394,33336,38751
16326,33257,38619
16289,33228,38545
16268,33215,38487
16215,33150,38371
16154,33068,38243
16128,33035,38172
16111,33012,38107
16065,32938,37990
16018,32865,37884
16019,32860,37865
16038,32882,37886
16042,32883,37897
16073,32926,37975
16173,33068,38187
16306,33250,38470
16439,33415,38765
16612,33624,39135
16854,33921,39623
17112,34232,40142
17346,34503,40638
17595,34795,41174
17884,35139,41767
18160,35462,42329
18393,35727,42823
18627,36001,43320
18879,36300,43836
19093,36548,44281
19254,36722,44634
19413,36896,44976
19579,37087,45317
19699,37219,45576
19768,37291,45757
19843,37381,45944
19927,37485,46133
19970,37531,46242
19983,37537,46296
20025,37586,46393
20086,37666,46513
20112,37693,46571
20117,37691,46595
20160,37743,46676
20227,37819,46786
20260,37845,46850
20280,37856,46906
20342,37927,47030
20420,38018,47179
20463,38060,47276
20498,38093,47365
20573,38183,47517
20657,38284,47676
20701,38329,47771
20736,38367,47856
20808,38454,47992
20876,38539,48112
20897,38559,48153
20908,38566,48179
20945,38612,48244
20963,38634,48270
20925,38580,48204
20876,38519,48123
20853,38498,48073
20810,38451,47983
20718,38339,47819
20627,38235,47662
20570,38176,47550
20501,38097,47409
20402,37978,47220
20325,37891,47069
20288,37858,46979
20240,37807,46872
20167,37720,46739
20123,37670,46658
20118,37666,46631
20094,37637,46574
20049,37580,46489
20037,37569,46462
20055,37592,46476
20044,37568,46442
20006,37516,46377
20002,37517,46371
20021,37549,46398
20003,37528,46367
19964,37477,46307
19961,37476,46298
19976,37494,46303
19951,37456,46243
19903,37391,46157
19886,37372,46119
19875,37362,46085
19823,37294,45982
19759,37213,45861
19727,37182,45792
19697,37154,45722
19625,37068,45585
19546,36975,45444
19510,36938,45360
19478,36903,45273
19407,36814,45124
19337,36731,44984
19308,36708,44909
19275,36676,44827
19203,36587,44689
19136,36507,44570
19110,36482,44509
19077,36444,44427
19007,36357,44288
18949,36289,44173
18930,36272,44111
18901,36234,44026
18839,36151,43899
18796,36097,43809
18787,36089,43767
18759,36051,43693
18697,35972,43579
18655,35925,43506
18641,35916,43471
18603,35868,43389
18539,35787,43271
18501,35750,43204
18485,35745,43168
18438,35695,43077
18371,35619,42954
18339,35594,42887
18331,35597,42849
18290,35548,42752
18230,35472,42629
18206,35445,42562
18199,35437,42513
18154,35374,42406
18095,35293,42287
18069,35264,42229
18053,35247,42178
17999,35177,42064
17938,35097,41941
17915,35070,41878
17894,35048,41818
17832,34971,41698
17765,34892,41579
17739,34867,41520
17713,34839,41455
17651,34753,41327
17594,34673,41210
17578,34652,41157
17560,34626,41093
17503,34545,40968
17453,34478,40859
17440,34467,40805
17418,34439,40731
17357,34358,40604
17306,34298,40501
17286,34285,40447
17253,34245,40365
17191,34160,40241
17147,34101,40154
17135,34085,40112
17105,34042,40033
17050,33966,39916
17018,33927,39844
17012,33924,39807
16978,33880,39719
16916,33803,39595
16880,33770,39523
16865,33766,39485
16818,33714,39392
16749,33635,39269
16713,33606,39203
16698,33603,39163
16649,33547,39064
16583,33466,38945
16554,33437,38885
16543,33428,38842
16501,33368,38737
