green_channel,red_channel,ir_channel
14973,38514,56957
14964,38512,56951
14959,38509,56942
14960,38505,56930
14966,38501,56917
14978,38500,56900
14994,38498,56880
15003,38493,56855
15005,38486,56826
15000,38474,56796
14988,38460,56767
14974,38447,56740
14957,38436,56717
14940,38428,56701
14925,38425,56691
14913,38425,56685
14905,38425,56680
14898,38422,56669
14886,38412,56649
14867,38397,56622
14846,38379,56589
14826,38363,56554
14808,38347,56518
14789,38327,56482
14768,38303,56453
14748,38281,56426
14729,38257,56398
14709,38231,56367
14690,38208,56340
14675,38189,56315
14657,38171,56289
14635,38153,56261
14611,38135,56240
14589,38119,56229
14567,38105,56219
14548,38089,56206
14534,38078,56194
14525,38073,56183
14516,38070,56175
14508,38067,56164
14502,38062,56147
14504,38061,56131
14509,38066,56114
14510,38069,56092
14509,38070,56068
14503,38070,56045
14491,38066,56022
14475,38057,55999
14457,38048,55978
14437,38035,55956
14412,38019,55934
14392,38002,55917
14379,37992,55903
14373,37989,55896
14378,37992,55898
14394,37996,55907
14417,38006,55925
14443,38025,55952
14469,38053,55984
14502,38086,56024
14544,38122,56076
14591,38162,56135
14641,38208,56201
14693,38263,56273
14750,38323,56348
14807,38382,56429
14862,38437,56519
14921,38491,56619
14983,38546,56724
15040,38600,56824
15090,38650,56918
15141,38699,57005
15193,38747,57089
15238,38792,57170
15276,38832,57244
15311,38868,57305
15342,38901,57352
15366,38927,57388
15385,38951,57424
15403,38978,57462
15418,39000,57497
15429,39015,57527
15436,39024,57554
15442,39029,57576
15447,39028,57590
15448,39021,57594
15442,39009,57589
15432,38994,57578
15422,38982,57566
15415,38971,57554
15409,38961,57543
15410,38952,57535
15419,38947,57531
15429,38943,57531
15437,38941,57532
15439,38938,57527
15435,38932,57513
15426,38920,57485
15413,38903,57451
15398,38886,57419
15377,38867,57389
15351,38842,57357
15320,38815,57324
15285,38790,57291
15248,38767,57260
15213,38745,57231
15179,38723,57206
15145,38701,57187
15114,38677,57171
15092,38653,57157
15080,38633,57148
15077,38618,57140
15079,38608,57132
15081,38602,57123
15082,38601,57116
15082,38602,57115
15080,38598,57120
15080,38594,57127
15081,38592,57136
15083,38591,57147
15086,38590,57159
15094,38588,57171
15106,38591,57180
15123,38599,57188
15143,38609,57194
15158,38617,57197
15166,38621,57193
15165,38623,57182
15161,38622,57163
15156,38616,57143
15146,38605,57123
15129,38590,57103
15105,38568,57078
15077,38542,57048
15054,38520,57016
15037,38502,56983
15019,38483,56956
15000,38465,56936
14979,38448,56917
14952,38430,56893
14919,38407,56864
14881,38380,56833
14836,38354,56801
14791,38326,56765
14750,38297,56723
14719,38269,56681
14697,38245,56644
14680,38225,56615
14669,38211,56593
14661,38202,56573
14654,38191,56549
14646,38177,56518
14638,38161,56485
14631,38150,56457
14626,38144,56436
14620,38143,56419
14605,38140,56397
14583,38129,56368
14558,38112,56338
14532,38092,56307
14504,38067,56272
14475,38037,56240
14444,38009,56213
14411,37985,56189
14381,37967,56170
14355,37958,56157
14329,37953,56146
14306,37946,56136
14285,37936,56124
14263,37923,56108
14241,37910,56091
14224,37899,56076
14212,37889,56060
14200,37880,56042
14186,37873,56021
14174,37867,55995
14159,37856,55966
14139,37839,55931
14115,37821,55891
14090,37807,55852
14065,37793,55819
14038,37772,55791
14009,37748,55771
13980,37728,55756
13952,37714,55746
13937,37710,55744
13939,37719,55761
13957,37740,55795
13991,37771,55840
14038,37807,55897
14096,37850,55967
14159,37902,56050
14221,37960,56148
14285,38023,56253
14350,38085,56357
14413,38142,56462
14478,38202,56571
14544,38262,56683
14606,38317,56792
14662,38369,56895
14716,38425,56994
14774,38487,57093
14830,38548,57189
14877,38601,57276
14915,38645,57352
14946,38682,57417
14971,38712,57473
14995,38734,57520
15015,38750,57560
15027,38758,57595
15027,38757,57624
15022,38753,57646
15019,38748,57658
15014,38744,57663
15006,38741,57663
14997,38739,57656
14985,38736,57646
14970,38734,57636
14953,38729,57625
14932,38721,57612
14908,38713,57596
14888,38704,57578
14876,38697,57564
14870,38693,57557
14870,38688,57554
14873,38679,57549
14877,38667,57539
14880,38654,57521
14878,38637,57497
14874,38622,57470
14866,38609,57438
14860,38595,57400
14855,38583,57365
14846,38572,57333
14831,38555,57301
14811,38537,57271
14790,38524,57249
14770,38517,57230
14756,38508,57210
14748,38501,57191
14745,38495,57175
14744,38491,57163
14743,38487,57154
14743,38485,57152
14737,38485,57158
14727,38486,57169
