green_channel,red_channel,ir_channel
27642,13570,43278
27620,13545,43235
27608,13527,43199
27601,13517,43169
27580,13493,43124
27546,13456,43067
27513,13427,43020
27481,13402,42977
27439,13360,42914
27395,13310,42839
27363,13272,42775
27339,13244,42719
27308,13208,42654
27277,13171,42588
27258,13150,42542
27246,13137,42507
27228,13112,42464
27211,13086,42424
27205,13075,42403
27202,13071,42393
27191,13059,42376
27183,13052,42363
27187,13063,42368
27190,13075,42375
27184,13075,42369
27180,13076,42364
27188,13090,42379
27196,13100,42396
27198,13097,42400
27202,13097,42402
27213,13108,42414
27219,13114,42418
27213,13102,42402
27208,13090,42387
27211,13089,42383
27206,13080,42369
27190,13058,42339
27174,13037,42311
27159,13023,42292
27136,13000,42262
27109,12969,42216
27090,12948,42177
27074,12937,42146
27052,12918,42104
27028,12892,42054
27012,12875,42017
26999,12863,41994
26979,12839,41964
26955,12809,41925
26940,12793,41897
26931,12785,41877
26916,12768,41845
26898,12745,41806
26885,12731,41779
26874,12721,41757
26855,12698,41720
26837,12673,41680
26832,12664,41656
26829,12661,41640
26819,12646,41615
26809,12628,41593
26806,12622,41584
26802,12617,41573
26789,12600,41547
26773,12581,41524
26764,12576,41516
26754,12571,41506
26736,12554,41481
26723,12542,41462
26719,12545,41464
26711,12544,41464
26695,12530,41446
26683,12520,41432
26683,12527,41433
26680,12529,41428
26668,12520,41406
26661,12516,41387
26662,12525,41381
26660,12525,41367
26651,12511,41342
26645,12503,41327
26645,12509,41328
26638,12509,41322
26626,12498,41304
26623,12494,41293
26625,12495,41289
26618,12484,41269
26604,12463,41239
26598,12454,41223
26600,12458,41221
26599,12455,41211
26594,12445,41195
26595,12443,41191
26594,12439,41191
26584,12419,41176
26570,12393,41155
26562,12382,41146
26557,12380,41144
26547,12371,41132
26542,12364,41120
26551,12377,41126
26565,12399,41141
26572,12412,41153
26584,12425,41180
26614,12457,41238
26657,12503,41317
26709,12555,41410
26778,12629,41538
26872,12736,41714
26977,12857,41919
27089,12981,42141
27214,13119,42395
27353,13277,42681
27494,13435,42968
27628,13577,43236
27765,13716,43497
27901,13859,43750
28016,13983,43969
28105,14077,44140
28177,14158,44279
28234,14230,44392
28265,14271,44460
28273,14280,44481
28270,14282,44485
28262,14283,44478
28241,14265,44443
28208,14226,44382
28178,14189,44324
28151,14157,44268
28115,14111,44189
28077,14058,44098
28050,14022,44023
28030,14000,43963
28003,13965,43895
27971,13923,43825
27947,13893,43771
27925,13871,43728
27896,13837,43676
27866,13798,43621
27844,13774,43581
27822,13756,43547
27793,13724,43496
27766,13688,43438
27750,13665,43393
27733,13643,43349
27707,13608,43288
27682,13571,43219
27665,13547,43161
27644,13521,43101
27611,13483,43029
27580,13448,42959
27556,13427,42906
27528,13406,42855
27498,13374,42797
27474,13348,42750
27459,13336,42722
27441,13322,42696
27421,13299,42662
27408,13285,42644
27406,13287,42650
27404,13288,42655
27401,13282,42651
27407,13283,42660
27420,13293,42683
27428,13296,42696
27430,13291,42699
27436,13295,42710
27444,13305,42731
27446,13304,42737
27445,13292,42730
27449,13290,42731
27454,13298,42738
27448,13295,42728
27437,13281,42703
27430,13272,42686
27421,13264,42672
27402,13243,42644
27379,13219,42609
27365,13211,42585
27352,13206,42563
27329,13186,42524
27303,13159,42478
27285,13143,42441
27269,13131,42403
27249,13108,42348
27234,13085,42293
