green_channel,red_channel,ir_channel
5596,1367,24836
5618,1372,24860
5645,1380,24894
5670,1390,24929
5706,1404,24973
5756,1421,25031
5811,1437,25092
5866,1452,25153
5924,1469,25216
5979,1491,25286
6027,1509,25359
6066,1522,25427
6103,1533,25492
6136,1544,25552
6159,1553,25595
6174,1555,25619
6186,1555,25637
6191,1557,25646
6182,1556,25639
6164,1552,25617
6138,1546,25586
6103,1540,25544
6058,1529,25482
6006,1513,25404
5955,1496,25324
5904,1478,25245
5848,1455,25157
5788,1431,25061
5733,1409,24971
5682,1387,24887
5629,1362,24800
5572,1337,24709
5514,1316,24624
5455,1295,24538
5391,1271,24442
5325,1247,24344
5266,1227,24251
5206,1210,24159
5138,1189,24061
5066,1165,23958
4996,1139,23858
4925,1111,23757
4849,1079,23647
4768,1044,23532
4682,1010,23415
4595,975,23294
4507,939,23165
4418,905,23037
4332,873,22916
4246,841,22796
4162,809,22675
4086,782,22565
4023,763,22475
3977,749,22407
3959,743,22371
3980,750,22388
4050,775,22474
4172,817,22633
4349,875,22867
4581,954,23181
4858,1055,23567
5169,1170,24007
5508,1294,24489
5871,1429,25010
6247,1573,25557
6625,1716,26105
6994,1852,26639
7351,1986,27159
7689,2116,27654
7994,2235,28104
8263,2340,28501
8501,2434,28853
8702,2515,29153
8859,2578,29394
8980,2624,29584
9073,2662,29731
9129,2688,29823
9144,2699,29854
9131,2695,29837
9095,2682,29786
9036,2660,29701
8953,2629,29580
8854,2589,29434
8743,2547,29275
8619,2500,29097
8484,2447,28900
8349,2393,28699
8218,2340,28504
8088,2285,28309
7961,2228,28113
7840,2176,27927
7732,2133,27761
7631,2096,27612
7539,2064,27476
7464,2039,27362
7406,2023,27270
7352,2009,27185
7301,1992,27098
7256,1977,27017
7215,1962,26944
7171,1943,26875
7129,1922,26809
7094,1905,26752
7059,1891,26700
7021,1877,26646
6987,1862,26593
6964,1851,26550
6952,1845,26522
6947,1841,26503
6949,1840,26495
6962,1846,26506
6986,1857,26535
7015,1870,26571
7050,1886,26619
7096,1906,26685
7147,1928,26763
7197,1947,26837
7249,1968,26909
7308,1992,26985
7367,2017,27060
7419,2035,27121
7462,2050,27172
7498,2064,27221
7521,2073,27255
7524,2072,27261
7517,2065,27248
7503,2056,27224
7482,2047,27191
7453,2035,27146
7417,2021,27096
7377,2008,27046
7331,1994,26985
7281,1975,26912
7226,1955,26835
7168,1935,26758
7106,1913,26670
7042,1887,26570
6978,1860,26470
6913,1833,26373
6845,1807,26270
6780,1780,26162
6719,1756,26058
6656,1734,25956
6584,1709,25850
6506,1680,25736
6433,1654,25630
6368,1631,25534
6300,1605,25439
6231,1577,25342
6170,1551,25254
6114,1528,25171
6055,1504,25084
5989,1475,24993
5924,1447,24910
5859,1422,24827
5788,1394,24732
5715,1366,24628
5645,1342,24526
5575,1320,24425
5498,1294,24318
5421,1266,24211
5344,1239,24109
5266,1209,24002
5187,1176,23887
5118,1147,23777
5062,1125,23687
5022,1109,23620
5005,1099,23586
5025,1103,23607
5094,1129,23697
5214,1174,23860
5387,1238,24096
5616,1321,24412
5893,1422,24803
6209,1537,25251
6555,1664,25743
6928,1801,26276
7317,1949,26837
7707,2098,27399
8085,2243,27948
8449,2386,28482
8793,2524,28989
9104,2649,29453
9378,2758,29864
9617,2851,30224
9814,2930,30525
9964,2990,30758
10072,3030,30927
10145,3056,31039
10179,3067,31096
10172,3062,31096
10129,3044,31042
10055,3014,30941
9954,2976,30800
9829,2929,30619
9688,2875,30404
9540,2820,30174
9385,2765,29938
9223,2707,29695
9065,2650,29453
8915,2596,29222
8771,2545,29001
8628,2489,28785
8490,2432,28580
8364,2378,28395
8243,2331,28225
8124,2293,28063
8020,2260,27918
7931,2232,27791
7849,2203,27668
7769,2171,27543
7693,2139,27423
7619,2110,27308
7544,2080,27192
7467,2047,27074
7395,2015,26961
7327,1987,26860
7264,1960,26768
