green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
6464,53052,18148,0,0,0
6678,53232,18485,0,0,0
6846,53374,18749,0,0,0
6967,53476,18939,0,0,0
7050,53543,19068,0,0,0
7105,53584,19149,0,0,0
7135,53604,19188,0,0,0
7143,53601,19190,0,0,0
7134,53577,19165,0,0,0
7112,53542,19120,0,0,0
7074,53502,19056,0,0,0
7023,53456,18974,0,0,0
6963,53404,18882,0,0,0
6905,53348,18788,0,0,0
6851,53291,18687,0,0,0
6794,53228,18582,0,0,0
6734,53164,18479,0,0,0
6678,53106,18384,0,0,0
6627,53053,18298,0,0,0
6581,53001,18223,0,0,0
6544,52960,18163,0,0,0
6516,52933,18118,0,0,0
6493,52914,18078,0,0,0
6472,52895,18039,0,0,0
6456,52877,18005,0,0,0
6444,52865,17978,0,0,0
6428,52853,17952,0,0,0
6406,52836,17921,0,0,0
6383,52814,17889,0,0,0
6362,52794,17855,0,0,0
6343,52774,17813,0,0,0
6320,52752,17764,0,0,0
6297,52729,17714,0,0,0
6275,52708,17666,0,0,0
6252,52688,17622,0,0,0
6226,52668,17584,0,0,0
6204,52649,17552,0,0,0
6189,52635,17529,0,0,0
6179,52622,17512,0,0,0
6174,52611,17504,0,0,0
6176,52607,17506,0,0,0
6183,52615,17516,0,0,0
6193,52629,17529,0,0,0
6209,52647,17550,0,0,0
6231,52671,17577,0,0,0
6256,52699,17603,0,0,0
6281,52724,17629,0,0,0
6305,52743,17660,0,0,0
6332,52762,17698,0,0,0
6359,52784,17734,0,0,0
6384,52805,17765,0,0,0
6408,52821,17795,0,0,0
6429,52834,17816,0,0,0
6442,52838,17818,0,0,0
6445,52829,17807,0,0,0
6440,52812,17787,0,0,0
6432,52790,17756,0,0,0
6417,52759,17710,0,0,0
6389,52717,17650,0,0,0
6351,52671,17583,0,0,0
6303,52625,17510,0,0,0
6246,52575,17422,0,0,0
6179,52515,17320,0,0,0
6106,52449,17211,0,0,0
6031,52383,17099,0,0,0
5949,52313,16978,0,0,0
5860,52237,16848,0,0,0
5771,52161,16717,0,0,0
5682,52086,16583,0,0,0
5589,52009,16443,0,0,0
5494,51929,16298,0,0,0
5404,51852,16155,0,0,0
5319,51780,16014,0,0,0
5232,51705,15871,0,0,0
5145,51623,15729,0,0,0
5063,51544,15591,0,0,0
4985,51471,15458,0,0,0
4908,51399,15324,0,0,0
4832,51326,15192,0,0,0
4760,51260,15065,0,0,0
4688,51199,14943,0,0,0
4607,51134,14823,0,0,0
4521,51065,14708,0,0,0
4439,51002,14599,0,0,0
4363,50944,14494,0,0,0
4290,50887,14393,0,0,0
4222,50829,14295,0,0,0
4164,50775,14203,0,0,0
4114,50726,14116,0,0,0
4064,50678,14029,0,0,0
4011,50632,13948,0,0,0
3959,50589,13873,0,0,0
3909,50547,13798,0,0,0
3857,50503,13718,0,0,0
3807,50462,13638,0,0,0
3761,50424,13561,0,0,0
3716,50384,13485,0,0,0
3669,50341,13408,0,0,0
3626,50296,13335,0,0,0
3589,50255,13268,0,0,0
3552,50218,13201,0,0,0
3513,50179,13129,0,0,0
3474,50145,13058,0,0,0
3438,50116,12993,0,0,0
3398,50085,12929,0,0,0
3349,50047,12861,0,0,0
3294,50009,12794,0,0,0
3243,49975,12730,0,0,0
3192,49943,12662,0,0,0
3139,49911,12590,0,0,0
3092,49878,12521,0,0,0
3053,49846,12453,0,0,0
3017,49812,12384,0,0,0
2974,49772,12314,0,0,0
2927,49730,12249,0,0,0
2882,49687,12185,0,0,0
2838,49643,12119,0,0,0
2792,49598,12050,0,0,0
2748,49559,11982,0,0,0
2711,49526,11914,0,0,0
2676,49494,11843,0,0,0
2640,49460,11770,0,0,0
2602,49427,11703,0,0,0
2561,49396,11639,0,0,0
2515,49365,11569,0,0,0
2464,49329,11494,0,0,0
2412,49291,11417,0,0,0
2362,49255,11338,0,0,0
2314,49220,11258,0,0,0
2268,49180,11182,0,0,0
2220,49136,11109,0,0,0
2172,49090,11032,0,0,0
2122,49043,10949,0,0,0
2072,48992,10861,0,0,0
2023,48942,10772,0,0,0
1974,48891,10680,0,0,0
1917,48836,10583,0,0,0
1854,48779,10487,0,0,0
1792,48725,10394,0,0,0
1724,48669,10295,0,0,0
1645,48605,10182,0,0,0
1562,48536,10061,0,0,0
1482,48468,9941,0,0,0
1405,48403,9821,0,0,0
1331,48339,9705,0,0,0
1267,48281,9605,0,0,0
1218,48237,9530,0,0,0
1185,48212,9481,0,0,0
1172,48212,9471,0,0,0
1197,48252,9528,0,0,0
1284,48346,9680,0,0,0
1445,48500,9945,0,0,0
1683,48722,10339,0,0,0
2002,49019,10874,0,0,0
2405,49388,11540,0,0,0
2883,49818,12316,0,0,0
3417,50299,13178,0,0,0
3990,50813,14096,0,0,0
4581,51335,15025,0,0,0
5160,51839,15923,0,0,0
5701,52306,16760,0,0,0
6189,52726,17517,0,0,0
6617,53095,18181,0,0,0
6980,53405,18742,0,0,0
7278,53658,19203,0,0,0
7519,53864,19575,0,0,0
7706,54025,19862,0,0,0
7840,54137,20067,0,0,0
7933,54207,20205,0,0,0
7997,54248,20286,0,0,0
8035,54269,20321,0,0,0
8047,54268,20319,0,0,0
8034,54250,20295,0,0,0
8013,54226,20258,0,0,0
7988,54200,20211,0,0,0
7955,54169,20156,0,0,0
7916,54137,20101,0,0,0
7880,54109,20052,0,0,0
7847,54083,20005,0,0,0
7811,54051,19957,0,0,0
7776,54018,19915,0,0,0
7754,53994,19884,0,0,0
7745,53977,19863,0,0,0
7745,53964,19848,0,0,0
7753,53959,19844,0,0,0
7768,53963,19853,0,0,0
7789,53972,19871,0,0,0
7810,53982,19893,0,0,0
7836,53998,19928,0,0,0
7868,54021,19974,0,0,0
7900,54048,20019,0,0,0
7931,54074,20060,0,0,0
7961,54101,20102,0,0,0
7991,54127,20141,0,0,0
8014,54149,20173,0,0,0
8027,54163,20197,0,0,0
8033,54171,20214,0,0,0
8034,54176,20220,0,0,0
8027,54172,20210,0,0,0
8014,54159,20191,0,0,0
7995,54138,20168,0,0,0
7974,54113,20136,0,0,0
7949,54083,20093,0,0,0
7920,54049,20043,0,0,0
7890,54017,19994,0,0,0
7861,53988,19943,0,0,0
7830,53960,19892,0,0,0
7802,53935,19847,0,0,0
7780,53916,19814,0,0,0
7768,53904,19787,0,0,0
7760,53896,19766,0,0,0
7757,53891,19756,0,0,0
7764,53894,19762,0,0,0
7777,53905,19773,0,0,0
7788,53918,19779,0,0,0
7794,53927,19786,0,0,0
7804,53935,19799,0,0,0
7818,53947,19810,0,0,0
7830,53959,19814,0,0,0
7835,53968,19814,0,0,0
7836,53974,19816,0,0,0
7836,53976,19816,0,0,0
7832,53972,19810,0,0,0
7824,53965,19804,0,0,0
7813,53957,19801,0,0,0
7796,53942,19790,0,0,0
7772,53917,19764,0,0,0
7746,53888,19729,0,0,0
7723,53859,19688,0,0,0
7697,53829,19638,0,0,0
7667,53794,19576,0,0,0
7636,53756,19507,0,0,0
7606,53720,19436,0,0,0
7578,53681,19359,0,0,0
7543,53633,19278,0,0,0
7502,53582,19198,0,0,0
7462,53535,19121,0,0,0
7418,53490,19041,0,0,0
7365,53443,18957,0,0,0
7311,53399,18873,0,0,0
7261,53358,18792,0,0,0
7215,53319,18710,0,0,0
7165,53278,18627,0,0,0
7115,53238,18551,0,0,0
7067,53202,18481,0,0,0
7021,53166,18414,0,0,0
6978,53125,18349,0,0,0
6937,53084,18289,0,0,0
6900,53046,18229,0,0,0
6865,53010,18166,0,0,0
6827,52974,18104,0,0,0
6789,52943,18048,0,0,0
6753,52916,17995,0,0,0
6717,52888,17941,0,0,0
6684,52859,17891,0,0,0
6659,52839,17849,0,0,0
6642,52826,17811,0,0,0
6625,52812,17774,0,0,0
6606,52795,17741,0,0,0
6588,52779,17710,0,0,0
