green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
26598,43095,22282,0,0,0
26590,43087,22254,0,0,0
26597,43101,22251,0,0,0
26603,43118,22244,0,0,0
26612,43126,22221,0,0,0
26639,43145,22210,0,0,0
26670,43177,22219,0,0,0
26677,43195,22216,0,0,0
26664,43187,22184,0,0,0
26653,43179,22152,0,0,0
26641,43175,22129,0,0,0
26608,43147,22088,0,0,0
26560,43091,22024,0,0,0
26512,43036,21966,0,0,0
26455,42987,21914,0,0,0
26373,42921,21837,0,0,0
26284,42839,21739,0,0,0
26208,42770,21651,0,0,0
26143,42715,21572,0,0,0
26075,42651,21480,0,0,0
26014,42587,21383,0,0,0
25971,42551,21307,0,0,0
25931,42532,21237,0,0,0
25875,42494,21138,0,0,0
25822,42446,21024,0,0,0
25788,42422,20937,0,0,0
25760,42412,20866,0,0,0
25723,42387,20782,0,0,0
25693,42358,20698,0,0,0
25679,42348,20635,0,0,0
25651,42335,20570,0,0,0
25596,42289,20475,0,0,0
25539,42234,20376,0,0,0
25495,42198,20299,0,0,0
25445,42166,20225,0,0,0
25380,42113,20131,0,0,0
25311,42053,20036,0,0,0
25249,42010,19962,0,0,0
25183,41969,19890,0,0,0
25114,41914,19794,0,0,0
25064,41868,19703,0,0,0
25032,41849,19639,0,0,0
24991,41828,19571,0,0,0
24939,41789,19478,0,0,0
24901,41763,19391,0,0,0
24871,41759,19326,0,0,0
24832,41748,19255,0,0,0
24793,41719,19169,0,0,0
24766,41699,19092,0,0,0
24739,41688,19034,0,0,0
24694,41653,18964,0,0,0
24637,41588,18869,0,0,0
24590,41529,18786,0,0,0
24550,41484,18727,0,0,0
24500,41432,18669,0,0,0
24459,41378,18617,0,0,0
24450,41358,18610,0,0,0
24467,41375,18650,0,0,0
24499,41403,18707,0,0,0
24561,41445,18792,0,0,0
24669,41531,18944,0,0,0
24810,41659,19158,0,0,0
24974,41800,19400,0,0,0
25174,41959,19676,0,0,0
25415,42154,20011,0,0,0
25676,42371,20385,0,0,0
25938,42581,20763,0,0,0
26212,42793,21153,0,0,0
26508,43031,21576,0,0,0
26805,43277,22012,0,0,0
27085,43502,22422,0,0,0
27356,43713,22812,0,0,0
27627,43932,23204,0,0,0
27879,44142,23572,0,0,0
28103,44321,23887,0,0,0
28315,44488,24173,0,0,0
28522,44667,24458,0,0,0
28701,44834,24709,0,0,0
28850,44968,24903,0,0,0
28991,45088,25070,0,0,0
29123,45213,25232,0,0,0
29234,45324,25363,0,0,0
29327,45404,25451,0,0,0
29418,45473,25529,0,0,0
29503,45545,25614,0,0,0
29554,45592,25674,0,0,0
29574,45601,25692,0,0,0
29595,45605,25703,0,0,0
29617,45617,25722,0,0,0
29619,45612,25721,0,0,0
29609,45586,25695,0,0,0
29605,45571,25684,0,0,0
29602,45573,25695,0,0,0
29582,45564,25691,0,0,0
29554,45539,25664,0,0,0
29536,45524,25645,0,0,0
29518,45522,25635,0,0,0
29479,45498,25598,0,0,0
29432,45454,25538,0,0,0
29397,45422,25490,0,0,0
29360,45401,25448,0,0,0
29303,45358,25377,0,0,0
29238,45299,25284,0,0,0
29177,45250,25198,0,0,0
29100,45197,25101,0,0,0
28999,45113,24969,0,0,0
28901,45019,24828,0,0,0
28830,44951,24716,0,0,0
28767,44895,24617,0,0,0
28690,44820,24503,0,0,0
28612,44740,24381,0,0,0
28549,44682,24282,0,0,0
28487,44635,24194,0,0,0
28419,44574,24091,0,0,0
28371,44518,23995,0,0,0
28349,44492,23932,0,0,0
28326,44473,23879,0,0,0
28295,44441,23817,0,0,0
28272,44415,23769,0,0,0
28264,44415,23752,0,0,0
28255,44420,23738,0,0,0
28244,44411,23709,0,0,0
28246,44408,23692,0,0,0
28260,44427,23701,0,0,0
28256,44435,23701,0,0,0
28232,44416,23676,0,0,0
28215,44401,23655,0,0,0
28201,44399,23646,0,0,0
28172,44381,23620,0,0,0
28135,44339,23567,0,0,0
28103,44297,23520,0,0,0
28064,44262,23487,0,0,0
28002,44208,23435,0,0,0
27927,44132,23355,0,0,0
27866,44070,23280,0,0,0
27816,44031,23218,0,0,0
27762,43986,23143,0,0,0
27712,43937,23059,0,0,0
27681,43910,22998,0,0,0
27656,43904,22953,0,0,0
27623,43888,22889,0,0,0
27587,43863,22810,0,0,0
27564,43854,22750,0,0,0
27542,43852,22695,0,0,0
27507,43831,22620,0,0,0
27476,43807,22544,0,0,0
27463,43810,22501,0,0,0
27449,43823,22464,0,0,0
27418,43813,22397,0,0,0
27382,43793,22315,0,0,0
27357,43790,22250,0,0,0
27328,43786,22186,0,0,0
27286,43751,22094,0,0,0
27251,43709,21999,0,0,0
27233,43688,21934,0,0,0
27209,43673,21877,0,0,0
27170,43637,21798,0,0,0
27131,43598,21719,0,0,0
27098,43579,21663,0,0,0
27057,43562,21605,0,0,0
27005,43526,21520,0,0,0
26965,43493,21443,0,0,0
26937,43479,21391,0,0,0
26890,43454,21328,0,0,0
26829,43400,21237,0,0,0
26775,43344,21149,0,0,0
26722,43297,21076,0,0,0
26655,43240,20994,0,0,0
26587,43167,20894,0,0,0
26538,43111,20812,0,0,0
26504,43085,20766,0,0,0
26470,43062,20733,0,0,0
26446,43038,20706,0,0,0
26460,43045,20723,0,0,0
26507,43093,20796,0,0,0
26574,43155,20897,0,0,0
26671,43229,21027,0,0,0
26817,43348,21223,0,0,0
27003,43508,21487,0,0,0
27212,43677,21787,0,0,0
27450,43859,22126,0,0,0
27723,44075,22525,0,0,0
28013,44312,22964,0,0,0
28303,44540,23403,0,0,0
28603,44773,23849,0,0,0
28921,45034,24328,0,0,0
29238,45304,24817,0,0,0
29531,45543,25271,0,0,0
29806,45755,25691,0,0,0
30069,45964,26099,0,0,0
30301,46155,26469,0,0,0
30495,46304,26770,0,0,0
30674,46432,27025,0,0,0
30850,46569,27266,0,0,0
31006,46701,27481,0,0,0
31132,46804,27652,0,0,0
31243,46895,27801,0,0,0
31344,46994,27952,0,0,0
31421,47076,28077,0,0,0
31471,47120,28155,0,0,0
31520,47157,28224,0,0,0
31573,47205,28303,0,0,0
31610,47238,28366,0,0,0
31632,47247,28399,0,0,0
31655,47256,28436,0,0,0
31672,47271,28484,0,0,0
31662,47266,28503,0,0,0
31633,47229,28483,0,0,0
31614,47197,28463,0,0,0
31603,47186,28458,0,0,0
31582,47168,28443,0,0,0
31557,47134,28410,0,0,0
31542,47110,28385,0,0,0
31528,47101,28372,0,0,0
31495,47079,28336,0,0,0
31452,47041,28275,0,0,0
31418,47016,28223,0,0,0
31392,47005,28179,0,0,0
31355,46978,28111,0,0,0
31309,46933,28024,0,0,0
31260,46894,27947,0,0,0
31198,46852,27872,0,0,0
31115,46779,27765,0,0,0
31024,46686,27634,0,0,0
30945,46610,27513,0,0,0
30866,46546,27401,0,0,0
30771,46461,27271,0,0,0
30671,46367,27137,0,0,0
30584,46298,27031,0,0,0
30497,46242,26934,0,0,0
30408,46170,26816,0,0,0
30339,46105,26704,0,0,0
30304,46075,26629,0,0,0
30279,46064,26573,0,0,0
30248,46042,26506,0,0,0
30222,46022,26447,0,0,0
30204,46021,26416,0,0,0
30184,46018,26388,0,0,0
30161,45991,26338,0,0,0
30147,45966,26292,0,0,0
30141,45957,26268,0,0,0
30122,45939,26239,0,0,0
30094,45898,26188,0,0,0
30071,45860,26141,0,0,0
30052,45837,26110,0,0,0
30019,45812,26067,0,0,0
29980,45774,26001,0,0,0
29953,45750,25949,0,0,0
29935,45751,25923,0,0,0
29907,45746,25888,0,0,0
29873,45724,25832,0,0,0
29848,45710,25785,0,0,0
29824,45709,25748,0,0,0
29780,45691,25688,0,0,0
29730,45648,25605,0,0,0
29690,45612,25531,0,0,0
29647,45585,25466,0,0,0
29583,45538,25380,0,0,0
29510,45470,25271,0,0,0
29439,45404,25166,0,0,0
29354,45334,25058,0,0,0
29244,45235,24919,0,0,0
29128,45118,24763,0,0,0
29029,45021,24631,0,0,0
28933,44941,24512,0,0,0
28828,44851,24370,0,0,0
28731,44763,24226,0,0,0
28655,44705,24117,0,0,0
28580,44662,24024,0,0,0
28494,44604,23916,0,0,0
28417,44539,23805,0,0,0
28359,44496,23720,0,0,0
28302,44460,23638,0,0,0
28236,44404,23531,0,0,0
28176,44347,23421,0,0,0
28132,44311,23333,0,0,0
28076,44273,23245,0,0,0
28002,44211,23136,0,0,0
27926,44142,23027,0,0,0
27852,44085,22935,0,0,0
27769,44018,22832,0,0,0
27683,43931,22704,0,0,0
27611,43854,22587,0,0,0
27550,43806,22499,0,0,0
27477,43756,22406,0,0,0
27397,43689,22295,0,0,0
27337,43639,22204,0,0,0
27296,43622,22148,0,0,0
27256,43609,22097,0,0,0
27231,43592,22053,0,0,0
27249,43605,22065,0,0,0
27306,43657,22144,0,0,0
27379,43720,22255,0,0,0
27474,43790,22395,0,0,0
27609,43894,22597,0,0,0
27778,44031,22859,0,0,0
27961,44172,23146,0,0,0
28170,44322,23460,0,0,0
28419,44514,23832,0,0,0
28693,44738,24249,0,0,0
28963,44956,24668,0,0,0
29233,45168,25089,0,0,0
29512,45395,25533,0,0,0
29779,45624,25978,0,0,0
30020,45828,26389,0,0,0
30251,46015,26773,0,0,0
30493,46214,27155,0,0,0
30729,46415,27517,0,0,0
30939,46586,27824,0,0,0
31132,46739,28092,0,0,0
31319,46895,28348,0,0,0
31475,47035,28569,0,0,0
31588,47132,28730,0,0,0
31688,47214,28864,0,0,0
31788,47306,29000,0,0,0
31870,47389,29116,0,0,0
31928,47440,29193,0,0,0
31974,47478,29256,0,0,0
32015,47523,29330,0,0,0
32043,47558,29389,0,0,0
32060,47566,29413,0,0,0
32086,47581,29438,0,0,0
32121,47622,29487,0,0,0
32144,47657,29525,0,0,0
32156,47666,29533,0,0,0
32178,47675,29543,0,0,0
32200,47693,29571,0,0,0
32204,47697,29586,0,0,0
32203,47683,29582,0,0,0
32212,47680,29589,0,0,0
32221,47693,29608,0,0,0
32208,47690,29605,0,0,0
32178,47662,29568,0,0,0
32151,47636,29528,0,0,0
32120,47617,29492,0,0,0
32069,47578,29428,0,0,0
32009,47523,29337,0,0,0
31958,47484,29258,0,0,0
31903,47453,29188,0,0,0
31826,47396,29090,0,0,0
31736,47322,28968,0,0,0
31652,47258,28856,0,0,0
31565,47200,28746,0,0,0
31469,47120,28609,0,0,0
31381,47033,28466,0,0,0
31311,46967,28349,0,0,0
31241,46908,28241,0,0,0
31155,46831,28111,0,0,0
31067,46747,27974,0,0,0
30991,46685,27863,0,0,0
30924,46638,27768,0,0,0
30857,46581,27662,0,0,0
30803,46527,27563,0,0,0
30766,46499,27499,0,0,0
30725,46476,27448,0,0,0
30674,46432,27379,0,0,0
30623,46383,27309,0,0,0
30573,46348,27257,0,0,0
30510,46302,27194,0,0,0
30434,46223,27098,0,0,0
30358,46143,27009,0,0,0
30279,46080,26946,0,0,0
30182,46002,26877,0,0,0
30081,45901,26784,0,0,0
30000,45817,26695,0,0,0
29934,45764,26626,0,0,0
29864,45712,26547,0,0,0
29800,45655,26449,0,0,0
29767,45622,26367,0,0,0
29756,45620,26311,0,0,0
29737,45614,26244,0,0,0
29713,45592,26157,0,0,0
29695,45580,26083,0,0,0
29674,45583,26026,0,0,0
29634,45563,25949,0,0,0
29579,45515,25844,0,0,0
29523,45471,25745,0,0,0
29465,45435,25654,0,0,0
29387,45373,25541,0,0,0
29294,45288,25413,0,0,0
29204,45215,25308,0,0,0
29112,45149,25212,0,0,0
29004,45061,25089,0,0,0
28898,44961,24949,0,0,0
28814,44886,24832,0,0,0
28742,44832,24727,0,0,0
28668,44772,24606,0,0,0
28613,44721,24489,0,0,0
28584,44700,24408,0,0,0
28557,44688,24342,0,0,0
28516,44654,24253,0,0,0
28470,44611,24152,0,0,0
28428,44584,24068,0,0,0
28384,44563,23990,0,0,0
28330,44523,23892,0,0,0
28282,44480,23797,0,0,0
28240,44457,23729,0,0,0
28183,44428,23660,0,0,0
28105,44368,23565,0,0,0
28030,44304,23471,0,0,0
27962,44254,23392,0,0,0
27884,44196,23295,0,0,0
27803,44120,23170,0,0,0
27739,44057,23054,0,0,0
27687,44021,22962,0,0,0
27623,43979,22860,0,0,0
27550,43914,22737,0,0,0
27492,43858,22630,0,0,0
27447,43824,22551,0,0,0
27395,43786,22470,0,0,0
27344,43740,22383,0,0,0
27318,43713,22332,0,0,0
27315,43712,22328,0,0,0
27317,43711,22341,0,0,0
27334,43715,22368,0,0,0
27386,43757,22448,0,0,0
27470,43842,22585,0,0,0
27577,43937,22753,0,0,0
27717,44047,22959,0,0,0
27907,44204,23240,0,0,0
28129,44399,23581,0,0,0
28362,44596,23936,0,0,0
28614,44795,24307,0,0,0
28897,45022,24724,0,0,0
29194,45265,25164,0,0,0
29485,45489,25585,0,0,0
29781,45711,26000,0,0,0
30085,45955,26434,0,0,0
30370,46196,26854,0,0,0
30616,46397,27220,0,0,0
30835,46568,27543,0,0,0
31037,46737,27851,0,0,0
31209,46893,28129,0,0,0
31348,47011,28353,0,0,0
31469,47109,28547,0,0,0
31585,47212,28738,0,0,0
31677,47299,28895,0,0,0
31740,47353,28998,0,0,0
31805,47403,29083,0,0,0
31876,47469,29174,0,0,0
31933,47528,29245,0,0,0
31985,47570,29290,0,0,0
32048,47619,29344,0,0,0
32112,47685,29423,0,0,0
32159,47737,29492,0,0,0
32194,47765,29539,0,0,0
32241,47798,29596,0,0,0
32292,47841,29666,0,0,0
32326,47867,29716,0,0,0
32353,47874,29740,0,0,0
32386,47892,29773,0,0,0
32410,47920,29821,0,0,0
32406,47924,29846,0,0,0
32384,47897,29842,0,0,0
32363,47872,29840,0,0,0
32340,47855,29838,0,0,0
32308,47825,29803,0,0,0
32275,47783,29744,0,0,0
32258,47764,29702,0,0,0
32246,47761,29670,0,0,0
32216,47740,29606,0,0,0
32177,47704,29519,0,0,0
32142,47680,29440,0,0,0
32097,47656,29359,0,0,0
32031,47605,29245,0,0,0
31964,47543,29119,0,0,0
31910,47501,29018,0,0,0
31849,47467,28928,0,0,0
31767,47409,28818,0,0,0
31680,47334,28700,0,0,0
31602,47268,28597,0,0,0
31513,47196,28493,0,0,0
31405,47096,28364,0,0,0
31304,46995,28241,0,0,0
31222,46921,28148,0,0,0
31147,46859,28065,0,0,0
31078,46793,27971,0,0,0
31033,46742,27892,0,0,0
31011,46723,27845,0,0,0
30984,46707,27799,0,0,0
30951,46676,27737,0,0,0
30934,46658,27686,0,0,0
30930,46663,27658,0,0,0
30916,46660,27624,0,0,0
30894,46639,27573,0,0,0
30880,46624,27527,0,0,0
30870,46623,27495,0,0,0
30840,46609,27446,0,0,0
30797,46575,27373,0,0,0
30763,46550,27306,0,0,0
30732,46535,27254,0,0,0
30688,46503,27188,0,0,0
30638,46453,27108,0,0,0
30597,46414,27041,0,0,0
30558,46386,26985,0,0,0
30506,46337,26906,0,0,0
30447,46268,26807,0,0,0
30393,46210,26716,0,0,0
30336,46163,26628,0,0,0
30267,46102,26514,0,0,0
30205,46041,26395,0,0,0
30164,46009,26304,0,0,0
30123,45987,26225,0,0,0
30064,45939,26125,0,0,0
30000,45878,26017,0,0,0
29945,45839,25931,0,0,0
29887,45810,25851,0,0,0
29820,45764,25747,0,0,0
29764,45714,25641,0,0,0
29724,45685,25560,0,0,0
29680,45660,25488,0,0,0
29620,45613,25398,0,0,0
29561,45560,25300,0,0,0
29512,45524,25218,0,0,0
29457,45489,25131,0,0,0
29395,45435,25020,0,0,0
29345,45386,24915,0,0,0
29313,45363,24840,0,0,0
29278,45342,24767,0,0,0
29238,45306,24677,0,0,0
29209,45281,24597,0,0,0
29186,45276,24541,0,0,0
29153,45265,24484,0,0,0
29117,45242,24415,0,0,0
29099,45233,24361,0,0,0
29095,45246,24328,0,0,0
29077,45244,24280,0,0,0
29042,45214,24206,0,0,0
29009,45182,24133,0,0,0
28970,45155,24071,0,0,0
28912,45106,23987,0,0,0
28848,45036,23882,0,0,0
28795,44980,23788,0,0,0
28745,44943,23712,0,0,0
28683,44896,23624,0,0,0
28622,44844,23527,0,0,0
28574,44810,23450,0,0,0
28527,44786,23382,0,0,0
28470,44745,23287,0,0,0
28416,44697,23178,0,0,0
28382,44673,23099,0,0,0
28353,44665,23046,0,0,0
28320,44647,22991,0,0,0
28300,44630,22945,0,0,0
28308,44642,22938,0,0,0
28325,44669,22959,0,0,0
28348,44686,22982,0,0,0
28394,44708,23025,0,0,0
28475,44766,23117,0,0,0
28576,44848,23250,0,0,0
28689,44931,23406,0,0,0
28834,45035,23605,0,0,0
29017,45185,23874,0,0,0
29212,45356,24186,0,0,0
29417,45525,24512,0,0,0
29648,45711,24870,0,0,0
29906,45929,25270,0,0,0
30172,46156,25685,0,0,0
30441,46372,26092,0,0,0
30720,46596,26505,0,0,0
31000,46835,26928,0,0,0
31252,47055,27315,0,0,0
31475,47236,27645,0,0,0
31690,47406,27948,0,0,0
31890,47576,28236,0,0,0
32057,47717,28482,0,0,0
32200,47824,28680,0,0,0
32337,47926,28865,0,0,0
32462,48028,29046,0,0,0
32555,48099,29190,0,0,0
32626,48141,29296,0,0,0
32695,48184,29396,0,0,0
32753,48233,29490,0,0,0
32791,48260,29555,0,0,0
32824,48270,29598,0,0,0
32868,48297,29655,0,0,0
32910,48340,29727,0,0,0
32935,48372,29780,0,0,0
32955,48391,29818,0,0,0
32988,48425,29868,0,0,0
33023,48463,29921,0,0,0
33047,48479,29949,0,0,0
33076,48489,29969,0,0,0
33122,48523,30015,0,0,0
33163,48565,30071,0,0,0
33183,48580,30096,0,0,0
33193,48577,30101,0,0,0
33202,48585,30118,0,0,0
33200,48590,30130,0,0,0
33184,48568,30101,0,0,0
33170,48536,30054,0,0,0
33160,48518,30018,0,0,0
33129,48490,29970,0,0,0
33070,48432,29884,0,0,0
33006,48367,29783,0,0,0
32944,48316,29691,0,0,0
32874,48264,29591,0,0,0
32799,48194,29471,0,0,0
32733,48130,29362,0,0,0
32674,48083,29281,0,0,0
32599,48024,29192,0,0,0
32513,47944,29080,0,0,0
32440,47871,28973,0,0,0
32369,47813,28883,0,0,0
32284,47746,28785,0,0,0
32198,47668,28672,0,0,0
32133,47608,28578,0,0,0
32083,47577,28518,0,0,0
32027,47549,28460,0,0,0
31975,47515,28395,0,0,0
31947,47501,28355,0,0,0
31937,47511,28339,0,0,0
31928,47513,28313,0,0,0
31926,47508,28272,0,0,0
31942,47521,28247,0,0,0
31961,47546,28236,0,0,0
31964,47552,28205,0,0,0
31958,47539,28160,0,0,0
31955,47532,28133,0,0,0
31939,47521,28112,0,0,0
31893,47477,28058,0,0,0
31837,47415,27983,0,0,0
31793,47374,27924,0,0,0
31753,47348,27875,0,0,0
31701,47303,27806,0,0,0
31652,47249,27728,0,0,0
31618,47214,27666,0,0,0
31577,47182,27601,0,0,0
31517,47129,27505,0,0,0
31462,47072,27402,0,0,0
31421,47041,27320,0,0,0
31380,47021,27246,0,0,0
31329,46986,27155,0,0,0
31282,46947,27064,0,0,0
31244,46926,26998,0,0,0
31192,46899,26930,0,0,0
31121,46841,26831,0,0,0
31052,46777,26726,0,0,0
30989,46726,26633,0,0,0
30920,46668,26529,0,0,0
30846,46590,26405,0,0,0
30780,46519,26293,0,0,0
30717,46467,26210,0,0,0
30633,46403,26115,0,0,0
30533,46316,25992,0,0,0
30449,46241,25881,0,0,0
30379,46189,25794,0,0,0
30303,46131,25700,0,0,0
30228,46063,25588,0,0,0
30170,46014,25491,0,0,0
