green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
50221,46340,49902,0,0,0
50073,46241,49752,0,0,0
49969,46170,49594,0,0,0
49865,46094,49436,0,0,0
49724,45992,49278,0,0,0
49582,45886,49108,0,0,0
49468,45790,48930,0,0,0
49342,45690,48755,0,0,0
49179,45576,48582,0,0,0
49030,45475,48411,0,0,0
48923,45396,48250,0,0,0
48811,45309,48107,0,0,0
48678,45213,47977,0,0,0
48574,45139,47848,0,0,0
48510,45084,47719,0,0,0
48432,45022,47597,0,0,0
48328,44951,47476,0,0,0
48248,44893,47344,0,0,0
48193,44843,47210,0,0,0
48102,44765,47077,0,0,0
47972,44666,46944,0,0,0
47861,44578,46808,0,0,0
47766,44496,46671,0,0,0
47640,44398,46544,0,0,0
47498,44299,46425,0,0,0
47400,44225,46303,0,0,0
47331,44163,46183,0,0,0
47232,44082,46066,0,0,0
47110,43991,45937,0,0,0
47017,43918,45789,0,0,0
46940,43846,45640,0,0,0
46825,43748,45495,0,0,0
46699,43651,45356,0,0,0
46621,43587,45237,0,0,0
46569,43534,45150,0,0,0
46488,43469,45087,0,0,0
46408,43414,45028,0,0,0
46374,43394,44971,0,0,0
46347,43378,44920,0,0,0
46287,43346,44869,0,0,0
46229,43317,44800,0,0,0
46208,43301,44712,0,0,0
46178,43268,44621,0,0,0
46101,43197,44524,0,0,0
46006,43119,44407,0,0,0
45921,43049,44272,0,0,0
45813,42966,44137,0,0,0
45664,42866,43999,0,0,0
45527,42782,43858,0,0,0
45436,42729,43738,0,0,0
45363,42683,43657,0,0,0
45303,42649,43622,0,0,0
45310,42663,43631,0,0,0
45408,42733,43704,0,0,0
45554,42840,43865,0,0,0
45740,42987,44116,0,0,0
46015,43204,44447,0,0,0
46383,43492,44875,0,0,0
46786,43816,45404,0,0,0
47217,44171,46010,0,0,0
47731,44583,46674,0,0,0
48311,45031,47393,0,0,0
48885,45479,48158,0,0,0
49448,45930,48942,0,0,0
50050,46409,49724,0,0,0
50677,46898,50494,0,0,0
51256,47350,51239,0,0,0
51784,47766,51939,0,0,0
52309,48170,52588,0,0,0
52814,48550,53198,0,0,0
53241,48879,53772,0,0,0
53613,49178,54305,0,0,0
53990,49476,54796,0,0,0
54349,49750,55249,0,0,0
54637,49974,55659,0,0,0
54883,50166,56005,0,0,0
55130,50344,56285,0,0,0
