green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
23476,6658,27747,0,0,0
23559,6705,27887,0,0,0
23691,6777,28052,0,0,0
23810,6837,28181,0,0,0
23828,6846,28222,0,0,0
23812,6838,28239,0,0,0
23851,6853,28292,0,0,0
23886,6862,28322,0,0,0
23837,6836,28282,0,0,0
23778,6811,28241,0,0,0
23784,6817,28237,0,0,0
23775,6814,28202,0,0,0
23683,6769,28106,0,0,0
23586,6723,28018,0,0,0
23549,6701,27967,0,0,0
23497,6668,27885,0,0,0
23378,6602,27754,0,0,0
23277,6548,27647,0,0,0
23238,6523,27575,0,0,0
23170,6482,27460,0,0,0
23035,6414,27303,0,0,0
22923,6364,27181,0,0,0
22867,6336,27091,0,0,0
22765,6280,26945,0,0,0
22592,6191,26752,0,0,0
22453,6123,26600,0,0,0
22370,6075,26477,0,0,0
22245,6005,26306,0,0,0
22079,5919,26109,0,0,0
21979,5866,25975,0,0,0
21941,5837,25885,0,0,0
21857,5791,25765,0,0,0
21736,5741,25649,0,0,0
21683,5727,25605,0,0,0
21683,5730,25595,0,0,0
21641,5708,25551,0,0,0
21583,5680,25511,0,0,0
21604,5692,25537,0,0,0
21670,5724,25586,0,0,0
21692,5734,25602,0,0,0
21705,5743,25638,0,0,0
21789,5788,25748,0,0,0
21898,5843,25870,0,0,0
21943,5868,25939,0,0,0
21973,5890,26005,0,0,0
22072,5944,26122,0,0,0
22174,5991,26230,0,0,0
22199,5999,26273,0,0,0
22220,6008,26318,0,0,0
22318,6052,26410,0,0,0
22416,6094,26484,0,0,0
22433,6098,26501,0,0,0
22438,6100,26522,0,0,0
22498,6126,26574,0,0,0
22533,6132,26584,0,0,0
22487,6098,26530,0,0,0
22443,6070,26491,0,0,0
22455,6071,26488,0,0,0
22442,6061,26450,0,0,0
22357,6025,26369,0,0,0
22289,6005,26317,0,0,0
22272,6006,26295,0,0,0
22216,5983,26225,0,0,0
22098,5931,26113,0,0,0
22018,5896,26041,0,0,0
21984,5876,25994,0,0,0
21899,5826,25894,0,0,0
21763,5756,25761,0,0,0
21685,5718,25676,0,0,0
21666,5704,25622,0,0,0
21593,5665,25514,0,0,0
21465,5608,25374,0,0,0
21380,5573,25275,0,0,0
21326,5546,25185,0,0,0
21211,5486,25034,0,0,0
21062,5413,24867,0,0,0
20979,5369,24752,0,0,0
20940,5337,24651,0,0,0
20849,5277,24499,0,0,0
20735,5213,24344,0,0,0
20689,5187,24255,0,0,0
20665,5171,24183,0,0,0
20574,5127,24062,0,0,0
20465,5083,23943,0,0,0
20430,5074,23885,0,0,0
20410,5063,23829,0,0,0
20314,5015,23717,0,0,0
20216,4966,23616,0,0,0
20203,4956,23577,0,0,0
20201,4951,23536,0,0,0
20127,4920,23447,0,0,0
20051,4892,23371,0,0,0
20046,4892,23337,0,0,0
20031,4880,23274,0,0,0
19946,4835,23159,0,0,0
19876,4797,23072,0,0,0
19879,4788,23038,0,0,0
19869,4768,22980,0,0,0
19790,4723,22884,0,0,0
19732,4697,22823,0,0,0
19742,4701,22802,0,0,0
19731,4692,22744,0,0,0
19665,4663,22654,0,0,0
19631,4655,22617,0,0,0
19646,4670,22625,0,0,0
19615,4661,22592,0,0,0
19526,4627,22520,0,0,0
19483,4614,22490,0,0,0
19495,4618,22490,0,0,0
19458,4596,22444,0,0,0
19372,4553,22377,0,0,0
19340,4537,22370,0,0,0
19358,4543,22392,0,0,0
19320,4525,22364,0,0,0
19235,4490,22315,0,0,0
19201,4481,22313,0,0,0
19196,4479,22313,0,0,0
19123,4444,22245,0,0,0
19011,4396,22153,0,0,0
18957,4375,22107,0,0,0
18932,4360,22061,0,0,0
18849,4316,21959,0,0,0
18752,4274,21859,0,0,0
18724,4269,21818,0,0,0
18705,4266,21764,0,0,0
18613,4225,21641,0,0,0
18511,4181,21522,0,0,0
18482,4166,21455,0,0,0
18455,4145,21376,0,0,0
18358,4093,21249,0,0,0
18268,4049,21148,0,0,0
18260,4043,21112,0,0,0
18264,4042,21080,0,0,0
18220,4026,21028,0,0,0
18216,4037,21037,0,0,0
18326,4100,21147,0,0,0
18472,4174,21299,0,0,0
18605,4243,21484,0,0,0
18818,4351,21779,0,0,0
19155,4511,22186,0,0,0
19514,4678,22614,0,0,0
19844,4834,23049,0,0,0
20226,5018,23557,0,0,0
20681,5235,24114,0,0,0
21097,5431,24615,0,0,0
21441,5597,25062,0,0,0
21805,5776,25527,0,0,0
22194,5962,25987,0,0,0
22512,6111,26360,0,0,0
22758,6228,26672,0,0,0
23032,6365,27005,0,0,0
23330,6516,27339,0,0,0
23545,6624,27596,0,0,0
23678,6696,27796,0,0,0
23830,6779,28008,0,0,0
23992,6861,28197,0,0,0
24071,6897,28298,0,0,0
24097,6910,28362,0,0,0
24163,6946,28466,0,0,0
24242,6987,28562,0,0,0
24243,6989,28583,0,0,0
24208,6981,28582,0,0,0
24225,6998,28621,0,0,0
24247,7009,28640,0,0,0
24185,6975,28586,0,0,0
24104,6933,28527,0,0,0
24093,6927,28517,0,0,0
24088,6921,28494,0,0,0
24005,6880,28414,0,0,0
23911,6839,28339,0,0,0
23886,6831,28308,0,0,0
23856,6814,28247,0,0,0
23751,6759,28121,0,0,0
23653,6707,28000,0,0,0
23627,6682,27922,0,0,0
23586,6645,27821,0,0,0
23468,6574,27673,0,0,0
23360,6516,27547,0,0,0
23312,6487,27461,0,0,0
23233,6443,27337,0,0,0
23079,6372,27167,0,0,0
22946,6315,27034,0,0,0
22868,6279,26936,0,0,0
22757,6222,26794,0,0,0
22599,6144,26620,0,0,0
22497,6095,26504,0,0,0
22468,6075,26436,0,0,0
22412,6038,26338,0,0,0
22323,5991,26231,0,0,0
22296,5978,26190,0,0,0
22327,5993,26194,0,0,0
22315,5986,26167,0,0,0
22266,5967,26135,0,0,0
22284,5979,26170,0,0,0
22359,6010,26236,0,0,0
22389,6016,26262,0,0,0
22393,6013,26282,0,0,0
22467,6046,26367,0,0,0
22578,6099,26481,0,0,0
22631,6127,26558,0,0,0
22651,6152,26634,0,0,0
22721,6207,26759,0,0,0
22801,6260,26875,0,0,0
22809,6270,26923,0,0,0
22803,6269,26956,0,0,0
22870,6303,27034,0,0,0
22948,6340,27101,0,0,0
22948,6341,27103,0,0,0
22935,6338,27102,0,0,0
22990,6365,27142,0,0,0
23032,6383,27154,0,0,0
22986,6359,27099,0,0,0
22928,6327,27043,0,0,0
22934,6319,27022,0,0,0
22929,6301,26969,0,0,0
22849,6251,26856,0,0,0
22778,6210,26766,0,0,0
22766,6201,26725,0,0,0
22726,6179,26655,0,0,0
22612,6126,26541,0,0,0
22512,6084,26460,0,0,0
22468,6061,26413,0,0,0
22399,6017,26317,0,0,0
22277,5947,26178,0,0,0
22190,5899,26076,0,0,0
22161,5874,26005,0,0,0
22086,5828,25884,0,0,0
21954,5764,25732,0,0,0
21867,5727,25628,0,0,0
21825,5711,25557,0,0,0
21726,5666,25436,0,0,0
21575,5597,25285,0,0,0
21479,5553,25178,0,0,0
21438,5527,25090,0,0,0
21351,5474,24950,0,0,0
21228,5407,24793,0,0,0
21166,5372,24692,0,0,0
21144,5353,24614,0,0,0
21070,5313,24493,0,0,0
20972,5270,24373,0,0,0
20936,5257,24317,0,0,0
20919,5248,24272,0,0,0
20835,5206,24173,0,0,0
20733,5159,24072,0,0,0
20696,5138,24030,0,0,0
20667,5112,23982,0,0,0
20568,5051,23870,0,0,0
20470,4998,23762,0,0,0
20459,4991,23717,0,0,0
20461,4992,23676,0,0,0
20393,4962,23588,0,0,0
20324,4934,23520,0,0,0
20332,4940,23511,0,0,0
20338,4944,23488,0,0,0
20271,4916,23415,0,0,0
20203,4891,23357,0,0,0
20197,4891,23345,0,0,0
20179,4881,23306,0,0,0
20100,4844,23223,0,0,0
20053,4823,23175,0,0,0
20078,4829,23169,0,0,0
20082,4819,23128,0,0,0
20030,4788,23053,0,0,0
20011,4781,23025,0,0,0
20045,4799,23036,0,0,0
20032,4794,23001,0,0,0
19957,4764,22930,0,0,0
