green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
60006,60902,29731,0,0,0
60453,61024,30360,0,0,0
60864,61137,30941,0,0,0
61239,61242,31473,0,0,0
61577,61337,31954,0,0,0
61878,61420,32382,0,0,0
62144,61493,32758,0,0,0
62378,61557,33085,0,0,0
62579,61612,33366,0,0,0
62748,61658,33603,0,0,0
62885,61697,33801,0,0,0
62994,61728,33959,0,0,0
63079,61752,34079,0,0,0
63140,61771,34165,0,0,0
63179,61783,34221,0,0,0
63202,61790,34251,0,0,0
63207,61792,34254,0,0,0
63192,61787,34228,0,0,0
63156,61775,34176,0,0,0
63105,61758,34105,0,0,0
63044,61737,34016,0,0,0
62977,61713,33912,0,0,0
62904,61688,33798,0,0,0
62825,61663,33677,0,0,0
62744,61637,33551,0,0,0
62661,61610,33422,0,0,0
62581,61585,33298,0,0,0
62506,61563,33182,0,0,0
62435,61540,33071,0,0,0
62365,61518,32961,0,0,0
62292,61497,32852,0,0,0
62218,61476,32748,0,0,0
62142,61456,32644,0,0,0
62066,61438,32538,0,0,0
61987,61422,32428,0,0,0
61906,61405,32316,0,0,0
61822,61386,32203,0,0,0
61737,61364,32090,0,0,0
61656,61341,31982,0,0,0
61585,61318,31884,0,0,0
61520,61296,31794,0,0,0
61461,61276,31712,0,0,0
61407,61258,31639,0,0,0
61360,61244,31577,0,0,0
61321,61235,31527,0,0,0
61294,61229,31489,0,0,0
61283,61225,31467,0,0,0
61285,61224,31462,0,0,0
61298,61229,31469,0,0,0
61319,61238,31486,0,0,0
61345,61249,31515,0,0,0
61378,61262,31556,0,0,0
61417,61278,31609,0,0,0
61459,61295,31668,0,0,0
61502,61309,31729,0,0,0
61544,61321,31791,0,0,0
61584,61332,31854,0,0,0
61622,61342,31913,0,0,0
61656,61353,31967,0,0,0
61688,61364,32012,0,0,0
61711,61374,32044,0,0,0
61722,61379,32063,0,0,0
61723,61382,32071,0,0,0
61719,61384,32072,0,0,0
61710,61383,32064,0,0,0
61695,61382,32044,0,0,0
61671,61377,32011,0,0,0
61636,61368,31968,0,0,0
61592,61356,31915,0,0,0
61540,61341,31846,0,0,0
61483,61324,31759,0,0,0
61415,61305,31659,0,0,0
61337,61282,31550,0,0,0
61253,61257,31435,0,0,0
61166,61230,31314,0,0,0
61072,61201,31184,0,0,0
60971,61170,31046,0,0,0
60868,61138,30902,0,0,0
60763,61110,30753,0,0,0
60657,61082,30599,0,0,0
60547,61053,30438,0,0,0
60438,61022,30276,0,0,0
60334,60993,30117,0,0,0
60233,60966,29962,0,0,0
60134,60937,29812,0,0,0
60037,60907,29666,0,0,0
59940,60876,29524,0,0,0
59846,60846,29386,0,0,0
59755,60818,29255,0,0,0
59667,60795,29133,0,0,0
59581,60775,29019,0,0,0
59499,60756,28910,0,0,0
59417,60738,28805,0,0,0
59335,60718,28700,0,0,0
59252,60699,28594,0,0,0
59171,60679,28485,0,0,0
59092,60661,28375,0,0,0
59013,60643,28267,0,0,0
58936,60625,28161,0,0,0
58859,60607,28054,0,0,0
58783,60589,27948,0,0,0
58706,60570,27841,0,0,0
58633,60553,27738,0,0,0
58564,60535,27639,0,0,0
58498,60518,27541,0,0,0
58434,60500,27444,0,0,0
58371,60481,27346,0,0,0
58307,60461,27251,0,0,0
58247,60440,27163,0,0,0
58194,60420,27083,0,0,0
58150,60404,27012,0,0,0
58114,60390,26949,0,0,0
58084,60378,26892,0,0,0
58057,60367,26839,0,0,0
58034,60357,26790,0,0,0
58012,60349,26744,0,0,0
57986,60343,26700,0,0,0
57953,60338,26655,0,0,0
57918,60332,26608,0,0,0
57881,60326,26558,0,0,0
57842,60319,26505,0,0,0
57797,60310,26449,0,0,0
57746,60299,26389,0,0,0
57692,60286,26325,0,0,0
57635,60273,26258,0,0,0
57577,60258,26191,0,0,0
57518,60245,26122,0,0,0
57456,60232,26047,0,0,0
57393,60217,25967,0,0,0
57327,60200,25882,0,0,0
57258,60181,25791,0,0,0
57185,60158,25694,0,0,0
57108,60137,25593,0,0,0
57028,60115,25490,0,0,0
56947,60094,25388,0,0,0
56864,60072,25284,0,0,0
56778,60050,25177,0,0,0
56690,60028,25068,0,0,0
56602,60009,24957,0,0,0
56516,59993,24844,0,0,0
56436,59976,24731,0,0,0
56362,59961,24623,0,0,0
56295,59945,24528,0,0,0
56241,59931,24457,0,0,0
56213,59923,24423,0,0,0
56224,59926,24442,0,0,0
56286,59943,24531,0,0,0
56411,59976,24711,0,0,0
56607,60028,24993,0,0,0
56876,60100,25379,0,0,0
57213,60190,25858,0,0,0
57607,60296,26413,0,0,0
58043,60414,27020,0,0,0
58501,60539,27657,0,0,0
58966,60667,28305,0,0,0
59423,60792,28945,0,0,0
59863,60914,29563,0,0,0
60281,61029,30148,0,0,0
60672,61134,30693,0,0,0
61029,61228,31196,0,0,0
61352,61310,31658,0,0,0
