green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
17921,41854,24262,0,0,0
17943,41872,24294,0,0,0
17958,41884,24314,0,0,0
17968,41890,24324,0,0,0
17973,41890,24328,0,0,0
17970,41888,24325,0,0,0
17960,41879,24315,0,0,0
17941,41863,24294,0,0,0
17915,41840,24264,0,0,0
17883,41812,24226,0,0,0
17847,41781,24181,0,0,0
17808,41746,24132,0,0,0
17764,41704,24075,0,0,0
17716,41659,24010,0,0,0
17667,41612,23938,0,0,0
17616,41563,23859,0,0,0
17562,41511,23776,0,0,0
17505,41456,23692,0,0,0
17445,41397,23604,0,0,0
17384,41337,23513,0,0,0
17322,41274,23422,0,0,0
17259,41211,23337,0,0,0
17198,41150,23256,0,0,0
17138,41090,23175,0,0,0
17079,41030,23092,0,0,0
17022,40971,23009,0,0,0
16966,40915,22926,0,0,0
16909,40865,22844,0,0,0
16852,40820,22766,0,0,0
16798,40779,22690,0,0,0
16746,40737,22617,0,0,0
16695,40692,22545,0,0,0
16644,40648,22472,0,0,0
16594,40605,22400,0,0,0
16543,40560,22327,0,0,0
16489,40511,22253,0,0,0
16435,40460,22178,0,0,0
16386,40416,22107,0,0,0
16339,40377,22040,0,0,0
16293,40340,21977,0,0,0
16247,40303,21917,0,0,0
16204,40269,21862,0,0,0
16165,40235,21811,0,0,0
16132,40202,21765,0,0,0
16103,40169,21722,0,0,0
16077,40138,21679,0,0,0
16052,40110,21635,0,0,0
16027,40084,21591,0,0,0
16004,40060,21546,0,0,0
15979,40037,21500,0,0,0
15953,40015,21454,0,0,0
15927,39993,21410,0,0,0
15899,39971,21370,0,0,0
15870,39947,21331,0,0,0
15841,39922,21291,0,0,0
15810,39898,21250,0,0,0
15777,39874,21209,0,0,0
15745,39849,21169,0,0,0
15714,39822,21127,0,0,0
15685,39792,21084,0,0,0
15656,39760,21041,0,0,0
15624,39726,20996,0,0,0
15590,39692,20951,0,0,0
15556,39656,20907,0,0,0
15521,39621,20862,0,0,0
15487,39587,20815,0,0,0
15453,39557,20769,0,0,0
15422,39530,20724,0,0,0
15394,39506,20683,0,0,0
15365,39483,20643,0,0,0
15333,39458,20603,0,0,0
15299,39430,20564,0,0,0
15267,39402,20529,0,0,0
15235,39375,20496,0,0,0
15205,39353,20463,0,0,0
15178,39335,20431,0,0,0
15154,39317,20398,0,0,0
15132,39298,20365,0,0,0
15109,39281,20332,0,0,0
15085,39264,20298,0,0,0
15059,39246,20263,0,0,0
15033,39224,20228,0,0,0
15006,39201,20192,0,0,0
14982,39179,20157,0,0,0
14961,39159,20123,0,0,0
14941,39141,20085,0,0,0
14919,39122,20043,0,0,0
14894,39099,19997,0,0,0
14869,39072,19949,0,0,0
14841,39041,19900,0,0,0
14811,39006,19851,0,0,0
14779,38973,19806,0,0,0
14747,38941,19763,0,0,0
14719,38913,19720,0,0,0
14694,38887,19678,0,0,0
14670,38861,19639,0,0,0
14647,38835,19601,0,0,0
14621,38811,19562,0,0,0
14593,38789,19523,0,0,0
14562,38767,19484,0,0,0
14531,38747,19447,0,0,0
14501,38725,19410,0,0,0
14472,38701,19372,0,0,0
14441,38675,19331,0,0,0
14405,38647,19287,0,0,0
14367,38615,19239,0,0,0
14328,38582,19188,0,0,0
14292,38547,19134,0,0,0
14257,38509,19080,0,0,0
14220,38469,19024,0,0,0
14182,38428,18966,0,0,0
14143,38389,18907,0,0,0
14102,38349,18850,0,0,0
14061,38307,18794,0,0,0
14021,38266,18736,0,0,0
13982,38228,18678,0,0,0
13944,38189,18620,0,0,0
13907,38151,18565,0,0,0
13872,38115,18514,0,0,0
13840,38084,18466,0,0,0
13810,38058,18421,0,0,0
13781,38034,18383,0,0,0
13755,38012,18348,0,0,0
13729,37989,18312,0,0,0
13702,37965,18275,0,0,0
13676,37936,18234,0,0,0
13648,37905,18192,0,0,0
13618,37875,18152,0,0,0
13585,37847,18114,0,0,0
13549,37819,18074,0,0,0
13509,37786,18031,0,0,0
13464,37751,17983,0,0,0
13415,37713,17928,0,0,0
13364,37671,17866,0,0,0
13312,37625,17802,0,0,0
13260,37575,17738,0,0,0
13208,37522,17672,0,0,0
13156,37470,17607,0,0,0
13106,37421,17545,0,0,0
13058,37371,17484,0,0,0
