green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
46283,18625,5353,0,0,0
46550,18866,6200,0,0,0
46778,19068,6961,0,0,0
46969,19234,7618,0,0,0
47127,19371,8161,0,0,0
47252,19478,8593,0,0,0
47348,19558,8920,0,0,0
47418,19615,9156,0,0,0
47463,19656,9315,0,0,0
47490,19682,9410,0,0,0
47502,19694,9454,0,0,0
47498,19692,9458,0,0,0
47480,19675,9427,0,0,0
47448,19646,9369,0,0,0
47407,19610,9295,0,0,0
47361,19568,9211,0,0,0
47313,19521,9117,0,0,0
47263,19468,9018,0,0,0
47213,19416,8920,0,0,0
47162,19366,8826,0,0,0
47110,19315,8733,0,0,0
47053,19262,8646,0,0,0
46996,19208,8564,0,0,0
46943,19153,8486,0,0,0
46890,19098,8408,0,0,0
46833,19041,8330,0,0,0
46770,18984,8249,0,0,0
46702,18927,8160,0,0,0
46626,18867,8062,0,0,0
46544,18800,7958,0,0,0
46464,18731,7848,0,0,0
46387,18661,7730,0,0,0
46306,18588,7607,0,0,0
46223,18515,7483,0,0,0
46146,18446,7365,0,0,0
46074,18384,7251,0,0,0
46002,18324,7144,0,0,0
45936,18265,7048,0,0,0
45881,18213,6967,0,0,0
45838,18171,6901,0,0,0
45809,18142,6852,0,0,0
45794,18125,6821,0,0,0
45792,18122,6806,0,0,0
45799,18129,6799,0,0,0
45813,18143,6804,0,0,0
45838,18164,6828,0,0,0
45873,18193,6867,0,0,0
45913,18228,6913,0,0,0
45952,18263,6962,0,0,0
45988,18302,7016,0,0,0
46024,18342,7070,0,0,0
46061,18377,7115,0,0,0
46092,18406,7150,0,0,0
46119,18431,7184,0,0,0
46144,18455,7215,0,0,0
46167,18475,7237,0,0,0
46182,18485,7246,0,0,0
46188,18489,7245,0,0,0
46187,18487,7234,0,0,0
46175,18476,7209,0,0,0
46150,18455,7174,0,0,0
46112,18422,7129,0,0,0
46066,18382,7071,0,0,0
46013,18339,7002,0,0,0
45951,18288,6922,0,0,0
45881,18225,6828,0,0,0
45808,18155,6723,0,0,0
45732,18082,6611,0,0,0
45653,18007,6499,0,0,0
45570,17930,6387,0,0,0
45490,17853,6271,0,0,0
45410,17777,6149,0,0,0
45326,17698,6021,0,0,0
45239,17614,5889,0,0,0
45148,17529,5754,0,0,0
45054,17443,5619,0,0,0
44959,17358,5486,0,0,0
44865,17271,5354,0,0,0
44774,17186,5218,0,0,0
44686,17103,5081,0,0,0
44596,17020,4949,0,0,0
44511,16940,4825,0,0,0
44429,16865,4702,0,0,0
44347,16794,4577,0,0,0
44265,16724,4458,0,0,0
44185,16656,4343,0,0,0
44110,16589,4229,0,0,0
44037,16520,4118,0,0,0
43962,16449,4011,0,0,0
43886,16379,3904,0,0,0
43816,16316,3800,0,0,0
43751,16256,3697,0,0,0
43689,16197,3598,0,0,0
43631,16140,3505,0,0,0
43572,16084,3414,0,0,0
43517,16032,3326,0,0,0
43470,15985,3249,0,0,0
43428,15940,3179,0,0,0
43384,15898,3110,0,0,0
43339,15862,3039,0,0,0
43295,15833,2972,0,0,0
43255,15806,2910,0,0,0
43217,15779,2849,0,0,0
43179,15753,2788,0,0,0
43145,15727,2733,0,0,0
43118,15704,2682,0,0,0
43093,15680,2629,0,0,0
43066,15652,2577,0,0,0
43036,15624,2529,0,0,0
43006,15598,2482,0,0,0
42975,15569,2432,0,0,0
42942,15538,2380,0,0,0
42910,15507,2327,0,0,0
42876,15474,2272,0,0,0
42834,15436,2212,0,0,0
42790,15395,2151,0,0,0
42751,15358,2094,0,0,0
42715,15324,2041,0,0,0
42678,15292,1989,0,0,0
42638,15260,1937,0,0,0
42600,15227,1885,0,0,0
42566,15194,1826,0,0,0
42532,15155,1762,0,0,0
42495,15115,1699,0,0,0
42458,15080,1639,0,0,0
42424,15049,1579,0,0,0
42392,15017,1522,0,0,0
42355,14985,1471,0,0,0
42318,14956,1423,0,0,0
42280,14925,1367,0,0,0
42240,14893,1301,0,0,0
42200,14858,1231,0,0,0
42157,14822,1158,0,0,0
42110,14783,1079,0,0,0
42058,14739,993,0,0,0
42000,14690,906,0,0,0
41942,14637,818,0,0,0
41881,14577,727,0,0,0
41815,14515,634,0,0,0
41748,14453,543,0,0,0
41681,14389,453,0,0,0
41615,14324,1679,0,0,0
41554,14261,4967,0,0,0
41506,14213,8007,0,0,0
41479,14190,9345,0,0,0
41486,14201,9505,0,0,0
41538,14255,8930,0,0,0
41645,14359,7969,0,0,0
41812,14514,6881,0,0,0
42038,14722,5852,0,0,0
42322,14982,5002,0,0,0
42656,15291,4387,0,0,0
43039,15644,4027,0,0,0
43458,16035,3914,0,0,0
43899,16445,4020,0,0,0
44353,16865,4308,0,0,0
44814,17291,4740,0,0,0
45271,17712,5269,0,0,0
45709,18115,5852,0,0,0
46123,18494,6456,0,0,0
46506,18844,7052,0,0,0
46851,19160,7615,0,0,0
47154,19433,8129,0,0,0
47420,19666,8588,0,0,0
47652,19865,8991,0,0,0
47847,20033,9336,0,0,0
48007,20173,9629,0,0,0
48139,20290,9879,0,0,0
48246,20384,10083,0,0,0
48321,20453,10238,0,0,0
48367,20498,10348,0,0,0
48393,20524,10424,0,0,0
48403,20536,10471,0,0,0
48400,20534,10487,0,0,0
48388,20519,10474,0,0,0
48370,20495,10439,0,0,0
48345,20463,10389,0,0,0
48311,20423,10330,0,0,0
48273,20380,10263,0,0,0
48236,20337,10192,0,0,0
48199,20295,10122,0,0,0
48162,20252,10052,0,0,0
48124,20209,9984,0,0,0
48085,20169,9920,0,0,0
48043,20133,9860,0,0,0
47996,20097,9806,0,0,0
47948,20059,9755,0,0,0
47901,20022,9701,0,0,0
47851,19980,9637,0,0,0
47794,19930,9563,0,0,0
47729,19873,9480,0,0,0
47655,19807,9382,0,0,0
47572,19733,9270,0,0,0
47483,19654,9146,0,0,0
47392,19574,9018,0,0,0
47302,19494,8888,0,0,0
47214,19417,8759,0,0,0
47133,19344,8639,0,0,0
47060,19274,8526,0,0,0
46992,19206,8417,0,0,0
46930,19141,8317,0,0,0
46876,19085,8231,0,0,0
46833,19043,8163,0,0,0
46797,19008,8108,0,0,0
46770,18980,8068,0,0,0
46754,18965,8047,0,0,0
46752,18967,8042,0,0,0
46758,18981,8050,0,0,0
46772,19004,8069,0,0,0
46793,19028,8100,0,0,0
46821,19053,8141,0,0,0
46854,19084,8185,0,0,0
46887,19117,8231,0,0,0
46917,19147,8278,0,0,0
46947,19173,8320,0,0,0
46978,19198,8354,0,0,0
47005,19219,8380,0,0,0
47022,19232,8396,0,0,0
47030,19238,8400,0,0,0
47028,19237,8391,0,0,0
47018,19227,8368,0,0,0
46997,19207,8333,0,0,0
46967,19179,8286,0,0,0
46931,19145,8229,0,0,0
46886,19105,8165,0,0,0
46835,19061,8095,0,0,0
46781,19011,8016,0,0,0
46721,18952,7924,0,0,0
46649,18879,7819,0,0,0
46571,18800,7702,0,0,0
46495,18723,7580,0,0,0
46423,18645,7460,0,0,0
46348,18562,7339,0,0,0
46268,18477,7218,0,0,0
46186,18392,7096,0,0,0
46104,18310,6974,0,0,0
46023,18229,6854,0,0,0
45942,18149,6739,0,0,0
45860,18071,6622,0,0,0
45777,17997,6504,0,0,0
45694,17923,6388,0,0,0
45612,17848,6273,0,0,0
45530,17772,6155,0,0,0
45446,17696,6035,0,0,0
45363,17623,5919,0,0,0
45280,17555,5805,0,0,0
45200,17487,5689,0,0,0
45121,17416,5571,0,0,0
45044,17346,5454,0,0,0
44971,17279,5337,0,0,0
44900,17211,5219,0,0,0
44830,17141,5101,0,0,0
44762,17073,4991,0,0,0
44693,17007,4887,0,0,0
44622,16943,4786,0,0,0
44552,16880,4690,0,0,0
44489,16817,4599,0,0,0
44431,16754,4511,0,0,0
44376,16696,4424,0,0,0
44323,16641,4338,0,0,0
44276,16590,4259,0,0,0
44237,16546,4189,0,0,0
44197,16509,4122,0,0,0
44154,16475,4055,0,0,0
44107,16444,3990,0,0,0
44061,16415,3929,0,0,0
44017,16385,3867,0,0,0
43972,16352,3801,0,0,0
43927,16319,3735,0,0,0
43883,16284,3671,0,0,0
43841,16248,3608,0,0,0
43797,16207,3545,0,0,0
43751,16163,3486,0,0,0
43707,16121,3429,0,0,0
43669,16083,3370,0,0,0
43634,16047,3311,0,0,0
43597,16009,3250,0,0,0
43562,15971,3184,0,0,0
43524,15931,3116,0,0,0
43480,15885,3050,0,0,0
43432,15839,2989,0,0,0
43387,15795,2927,0,0,0
43345,15751,2862,0,0,0
43307,15707,2799,0,0,0
43271,15669,2738,0,0,0
43232,15632,2672,0,0,0
43190,15596,2605,0,0,0
43146,15561,2542,0,0,0
43101,15526,2482,0,0,0
43056,15491,2420,0,0,0
43009,15455,2355,0,0,0
42961,15417,2290,0,0,0
42911,15377,2219,0,0,0
42860,15333,2138,0,0,0
42807,15282,2051,0,0,0
42753,15230,1964,0,0,0
42695,15174,1877,0,0,0
42634,15115,1789,0,0,0
42570,15053,1701,0,0,0
42504,14989,1612,0,0,0
42435,14927,1524,0,0,0
42367,14867,1431,0,0,0
42297,14808,1335,0,0,0
42230,14752,1239,0,0,0
42165,14697,1144,0,0,0
42097,14639,1045,0,0,0
42025,14577,943,0,0,0
41950,14514,844,0,0,0
41876,14452,748,0,0,0
41804,14387,651,0,0,0
41732,14317,549,0,0,0
41664,14245,447,0,0,0
41603,14179,351,0,0,0
41546,14122,265,0,0,0
41498,14075,201,0,0,0
41471,14052,171,0,0,0
41478,14063,187,0,0,0
41528,14113,261,0,0,0
41627,14209,408,0,0,0
41785,14358,639,0,0,0
42005,14564,952,0,0,0
42285,14821,1344,0,0,0
42625,15124,1814,0,0,0
43019,15473,2356,0,0,0
43454,15863,2956,0,0,0
43919,16285,3603,0,0,0
44402,16728,4287,0,0,0
44891,17181,4988,0,0,0
45375,17630,5682,0,0,0
45839,18061,6353,0,0,0
46278,18463,6994,0,0,0
46688,18838,7597,0,0,0
47060,19177,8149,0,0,0
47389,19476,8644,0,0,0
47679,19741,9085,0,0,0
47932,19976,9475,0,0,0
48149,20177,9813,0,0,0
48332,20346,10104,0,0,0
48483,20484,10351,0,0,0
48605,20593,10558,0,0,0
48698,20674,10720,0,0,0
48763,20727,10837,0,0,0
48804,20760,10918,0,0,0
48826,20778,10968,0,0,0
48830,20782,10991,0,0,0
48819,20777,10992,0,0,0
48800,20763,10975,0,0,0
48773,20738,10943,0,0,0
48740,20702,10897,0,0,0
48699,20657,10838,0,0,0
48653,20607,10771,0,0,0
48605,20556,10703,0,0,0
48560,20507,10635,0,0,0
48519,20460,10568,0,0,0
48482,20418,10501,0,0,0
48449,20381,10442,0,0,0
48420,20353,10390,0,0,0
48389,20325,10337,0,0,0
48349,20292,10281,0,0,0
48302,20252,10218,0,0,0
48249,20208,10149,0,0,0
48187,20159,10070,0,0,0
48117,20103,9981,0,0,0
48043,20040,9884,0,0,0
47962,19966,9778,0,0,0
47871,19883,9666,0,0,0
47779,19797,9552,0,0,0
47693,19715,9433,0,0,0
47613,19636,9310,0,0,0
47539,19565,9195,0,0,0
47474,19503,9095,0,0,0
47417,19453,9006,0,0,0
47365,19411,8928,0,0,0
47320,19378,8863,0,0,0
47285,19352,8811,0,0,0
47258,19334,8767,0,0,0
47237,19324,8736,0,0,0
47225,19326,8724,0,0,0
47227,19336,8728,0,0,0
47243,19354,8743,0,0,0
47268,19376,8768,0,0,0
47295,19393,8801,0,0,0
47321,19408,8835,0,0,0
47347,19424,8866,0,0,0
47373,19440,8892,0,0,0
47394,19455,8916,0,0,0
47412,19469,8936,0,0,0
47426,19481,8950,0,0,0
47432,19491,8959,0,0,0
47431,19498,8965,0,0,0
47424,19501,8963,0,0,0
47412,19497,8949,0,0,0
47390,19483,8925,0,0,0
47358,19457,8889,0,0,0
47322,19421,8840,0,0,0
47285,19377,8778,0,0,0
47240,19324,8705,0,0,0
47181,19259,8620,0,0,0
47110,19187,8524,0,0,0
47031,19111,8416,0,0,0
46943,19031,8301,0,0,0
46848,18948,8180,0,0,0
46749,18862,8051,0,0,0
46651,18774,7913,0,0,0
46554,18685,7771,0,0,0
46457,18594,7626,0,0,0
46359,18496,7476,0,0,0
46259,18392,7323,0,0,0
46160,18290,7174,0,0,0
46060,18196,7030,0,0,0
45960,18105,6885,0,0,0
45856,18015,6740,0,0,0
45752,17926,6597,0,0,0
45647,17837,6453,0,0,0
45540,17746,6305,0,0,0
45427,17649,6151,0,0,0
45310,17548,5996,0,0,0
45195,17449,5844,0,0,0
45084,17351,5693,0,0,0
44979,17256,5543,0,0,0
44883,17163,5404,0,0,0
44797,17078,5280,0,0,1
44716,16999,5162,0,0,1
44635,16923,5049,0,0,1
44554,16851,4940,0,0,1
44478,16782,4829,0,0,1
44405,16716,4715,0,0,1
44334,16653,4605,0,0,1
44267,16590,4504,0,0,1
44208,16532,4412,0,0,1
44153,16477,4319,0,0,1
44096,16419,4224,0,0,1
44038,16358,4133,0,0,1
43977,16299,4047,0,0,1
43915,16243,3961,0,0,1
43855,16192,3879,0,0,1
43800,16147,3801,0,0,1
43744,16102,3723,0,0,1
43688,16053,3643,0,0,1
43635,16005,3565,0,0,1
43589,15963,3493,0,0,1
43547,15922,3423,0,0,1
43500,15879,3350,0,0,1
43450,15834,3275,0,0,1
43398,15786,3201,0,0,1
43347,15740,3128,0,0,1
43297,15695,3059,0,0,1
43249,15648,2993,0,0,1
43201,15600,2931,0,0,1
43156,15555,2867,0,0,1
43112,15512,2798,0,0,1
43064,15469,2729,0,0,1
43014,15425,2660,0,0,1
42962,15381,2585,0,0,1
42909,15336,2505,0,0,1
42853,15286,2423,0,0,1
42799,15236,2341,0,0,1
42745,15186,2258,0,0,1
42687,15132,2174,0,0,1
42626,15072,2088,0,0,1
42564,15009,1998,0,0,1
42503,14947,1907,0,0,1
42442,14888,1819,0,0,1
42382,14833,1738,0,0,1
42323,14783,1658,0,0,1
42264,14736,1578,0,0,1
42204,14686,1497,0,0,1
42145,14635,1418,0,0,1
42088,14589,1336,0,0,1
42033,14544,1251,0,0,1
41975,14495,1168,0,0,1
41910,14440,1089,0,0,1
41840,14382,1007,0,0,1
41770,14324,920,0,0,1
41703,14264,829,0,0,1
41639,14200,738,0,0,1
41574,14136,645,0,0,1
41507,14071,545,0,0,1
41437,13997,1754,0,0,1
41363,13916,6329,0,0,1
41283,13834,13999,0,0,1
41199,13753,23031,0,0,1
41114,13674,32205,0,0,1
41030,13598,40725,0,0,1
40946,13524,48134,0,0,1
40865,13455,54225,0,0,1
40787,13390,58975,0,0,1
40717,13333,62484,0,0,1
40659,13287,64915,0,0,1
40619,13254,932,0,0,1
40606,13242,1811,0,0,1
40627,13260,896,0,0,1
40697,13321,61841,0,0,1
40822,13435,53982,0,0,1
41003,13603,44705,0,0,1
41243,13826,35316,0,0,1
41545,14104,26666,0,0,1
41903,14431,19242,0,0,1
42305,14798,13254,0,0,1
42744,15200,8725,0,0,1
43214,15628,5549,0,0,1
43695,16066,3551,0,0,1
44178,16505,2522,0,0,1
44655,16941,2240,0,0,1
45116,17363,2494,0,0,1
45550,17756,3104,0,0,1
45947,18112,3924,0,0,1
46303,18429,4834,0,0,1
46621,18713,5751,0,0,1
46900,18964,6618,0,0,1
47136,19178,7399,0,0,1
