green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
46062,22066,55583,0,0,0
46015,22042,55526,0,0,0
45975,22026,55477,0,0,0
45939,22014,55431,0,0,0
45908,22000,55382,0,0,0
45880,21985,55331,0,0,0
45856,21969,55281,0,0,0
45833,21948,55230,0,0,0
45808,21920,55175,0,0,0
45776,21887,55119,0,0,0
45738,21855,55064,0,0,0
45700,21828,55012,0,0,0
45663,21804,54969,0,0,0
45628,21781,54933,0,0,0
45596,21761,54905,0,0,0
45568,21744,54880,0,0,0
45544,21728,54854,0,0,0
45518,21713,54823,0,0,0
45489,21697,54784,0,0,0
45456,21678,54739,0,0,0
45417,21658,54694,0,0,0
45377,21639,54652,0,0,0
45339,21623,54613,0,0,0
45308,21610,54575,0,0,0
45283,21602,54540,0,0,0
45266,21598,54506,0,0,0
45253,21595,54471,0,0,0
45240,21587,54433,0,0,0
45223,21570,54393,0,0,0
45199,21546,54352,0,0,0
45165,21515,54303,0,0,0
45120,21481,54252,0,0,0
45071,21450,54205,0,0,0
45023,21424,54163,0,0,0
44979,21403,54125,0,0,0
44943,21386,54092,0,0,0
44916,21373,54062,0,0,0
44892,21362,54027,0,0,0
44866,21350,53988,0,0,0
44836,21330,53944,0,0,0
44801,21307,53895,0,0,0
44764,21282,53845,0,0,0
44725,21255,53794,0,0,0
44680,21228,53743,0,0,0
44632,21203,53696,0,0,0
44587,21182,53653,0,0,0
44547,21161,53611,0,0,0
44508,21141,53566,0,0,0
44473,21123,53523,0,0,0
44442,21105,53481,0,0,0
44412,21083,53439,0,0,0
44383,21056,53392,0,0,0
44348,21029,53345,0,0,0
44306,21001,53295,0,0,0
44258,20974,53242,0,0,0
44208,20948,53188,0,0,0
44160,20922,53133,0,0,0
44119,20897,53079,0,0,0
44081,20870,53028,0,0,0
44048,20844,52982,0,0,0
44016,20822,52937,0,0,0
43982,20803,52888,0,0,0
43946,20781,52833,0,0,0
43907,20755,52776,0,0,0
43864,20725,52719,0,0,0
43820,20692,52660,0,0,0
43775,20657,52601,0,0,0
43727,20620,52544,0,0,0
