green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
56482,53238,29060,0,0,0
56485,53241,29054,0,0,0
56487,53241,29045,0,0,0
56483,53236,29029,0,0,0
56473,53228,29006,0,0,0
56463,53222,28986,0,0,0
56451,53216,28974,0,0,0
56437,53208,28967,0,0,0
56422,53198,28960,0,0,0
56410,53190,28959,0,0,0
56402,53183,28961,0,0,0
56394,53176,28959,0,0,0
56385,53166,28952,0,0,0
56378,53156,28940,0,0,0
56370,53145,28923,0,0,0
56358,53131,28901,0,0,0
56344,53115,28879,0,0,0
56327,53102,28855,0,0,0
56311,53092,28828,0,0,0
56292,53080,28795,0,0,0
56264,53063,28756,0,0,0
56231,53038,28714,0,0,0
56198,53013,28671,0,0,0
56169,52994,28631,0,0,0
56144,52976,28597,0,0,0
56123,52959,28572,0,0,0
56106,52945,28551,0,0,0
56091,52930,28529,0,0,0
56081,52917,28513,0,0,0
56077,52909,28501,0,0,0
56073,52899,28484,0,0,0
56063,52888,28462,0,0,0
56049,52881,28440,0,0,0
56033,52877,28422,0,0,0
56014,52869,28402,0,0,0
55995,52859,28380,0,0,0
55979,52852,28359,0,0,0
55966,52847,28340,0,0,0
55954,52837,28319,0,0,0
55948,52824,28296,0,0,0
55946,52812,28274,0,0,0
55940,52798,28250,0,0,0
55930,52780,28220,0,0,0
55921,52759,28187,0,0,0
55912,52740,28163,0,0,0
55903,52722,28146,0,0,0
55893,52708,28124,0,0,0
55879,52698,28101,0,0,0
55865,52695,28081,0,0,0
55855,52696,28062,0,0,0
55846,52694,28040,0,0,0
55837,52689,28017,0,0,0
55831,52684,27997,0,0,0
55825,52678,27980,0,0,0
55813,52665,27963,0,0,0
55795,52647,27945,0,0,0
55775,52630,27927,0,0,0
55753,52612,27909,0,0,0
55728,52591,27886,0,0,0
55702,52568,27859,0,0,0
55670,52545,27831,0,0,0
55635,52524,27799,0,0,0
55602,52505,27766,0,0,0
55574,52487,27737,0,0,0
55550,52469,27715,0,0,0
55533,52454,27701,0,0,0
55524,52443,27696,0,0,0
55524,52439,27704,0,0,0
55536,52442,27725,0,0,0
55560,52458,27758,0,0,0
55596,52487,27805,0,0,0
55642,52526,27868,0,0,0
55703,52576,27948,0,0,0
55774,52636,28044,0,0,0
55852,52706,28151,0,0,0
55934,52779,28269,0,0,0
56014,52850,28390,0,0,0
56089,52916,28511,0,0,0
56160,52980,28631,0,0,0
56227,53047,28752,0,0,0
56292,53113,28873,0,0,0
56356,53176,28986,0,0,0
56413,53233,29091,0,0,0
56463,53284,29186,0,0,0
56506,53331,29269,0,0,0
56545,53372,29341,0,0,0
56582,53405,29407,0,0,0
56615,53432,29466,0,0,0
56645,53459,29518,0,0,0
56673,53487,29561,0,0,0
56694,53510,29596,0,0,0
56708,53528,29624,0,0,0
56722,53545,29649,0,0,0
56735,53557,29672,0,0,0
56747,53565,29693,0,0,0
56759,53572,29713,0,0,0
56769,53580,29733,0,0,0
56776,53585,29752,0,0,0
56783,53590,29772,0,0,0
56789,53596,29794,0,0,0
56795,53603,29816,0,0,0
56798,53611,29837,0,0,0
56798,53618,29859,0,0,0
56799,53625,29887,0,0,0
56803,53634,29919,0,0,0
56812,53646,29956,0,0,0
56826,53662,29998,0,0,0
56843,53680,30039,0,0,0
56868,53703,30080,0,0,0
56900,53729,30122,0,0,0
56932,53754,30168,0,0,0
56964,53780,30216,0,0,0
56998,53807,30262,0,0,0
57035,53838,30309,0,0,0
57075,53870,30358,0,0,0
57113,53898,30399,0,0,0
57145,53920,30430,0,0,0
57170,53936,30457,0,0,0
57189,53949,30484,0,0,0
57210,53963,30513,0,0,0
57228,53977,30538,0,0,0
57236,53986,30555,0,0,0
57236,53990,30565,0,0,0
57231,53994,30573,0,0,0
57226,54001,30582,0,0,0
57221,54010,30591,0,0,0
57211,54012,30594,0,0,0
57198,54007,30589,0,0,0
57187,54001,30584,0,0,0
57178,53996,30582,0,0,0
57171,53995,30582,0,0,0
57167,53998,30586,0,0,0
57166,54003,30594,0,0,0
57169,54005,30607,0,0,0
57177,54007,30623,0,0,0
57189,54011,30639,0,0,0
57201,54018,30648,0,0,0
57215,54026,30655,0,0,0
57226,54034,30663,0,0,0
57228,54036,30667,0,0,0
57228,54035,30665,0,0,0
57227,54034,30665,0,0,0
57225,54033,30671,0,0,0
57228,54035,30679,0,0,0
57236,54041,30685,0,0,0
57243,54047,30689,0,0,0
57248,54050,30694,0,0,0
57254,54050,30700,0,0,0
57260,54047,30705,0,0,0
57264,54046,30709,0,0,0
57267,54047,30716,0,0,0
57270,54049,30722,0,0,0
57269,54047,30722,0,0,0
57263,54041,30717,0,0,0
57255,54037,30711,0,0,0
57248,54038,30709,0,0,0
57239,54041,30706,0,0,0
57227,54040,30703,0,0,0
57208,54034,30696,0,0,0
57190,54025,30685,0,0,0
57179,54020,30674,0,0,0
57171,54018,30665,0,0,0
57165,54012,30658,0,0,0
57161,54000,30648,0,0,0
57159,53986,30633,0,0,0
57160,53975,30620,0,0,0
57161,53966,30608,0,0,0
57161,53955,30593,0,0,0
57152,53942,30574,0,0,0
57139,53929,30551,0,0,0
57121,53914,30525,0,0,0
57101,53900,30498,0,0,0
57082,53889,30475,0,0,0
57069,53880,30457,0,0,0
57057,53870,30440,0,0,0
57044,53859,30425,0,0,0
57031,53849,30411,0,0,0
57021,53841,30401,0,0,0
57012,53835,30389,0,0,0
57005,53829,30375,0,0,0
56997,53823,30360,0,0,0
56988,53816,30344,0,0,0
56974,53810,30324,0,0,0
56954,53800,30301,0,0,0
56932,53787,30279,0,0,0
56909,53772,30260,0,0,0
56888,53757,30240,0,0,0
56871,53745,30221,0,0,0
56859,53739,30210,0,0,0
56852,53736,30205,0,0,0
56845,53732,30198,0,0,0
56837,53727,30185,0,0,0
56828,53723,30172,0,0,0
56817,53720,30162,0,0,0
56803,53717,30152,0,0,0
56790,53712,30141,0,0,0
56776,53702,30131,0,0,0
56760,53690,30123,0,0,0
56743,53675,30111,0,0,0
56729,53656,30091,0,0,0
56718,53639,30069,0,0,0
56712,53628,30050,0,0,0
56710,53621,30033,0,0,0
56711,53615,30017,0,0,0
56709,53610,30001,0,0,0
56704,53601,29985,0,0,0
56694,53587,29967,0,0,0
56681,53574,29947,0,0,0
56669,53567,29930,0,0,0
56659,53560,29915,0,0,0
56648,53552,29898,0,0,0
56637,53547,29881,0,0,0
56627,53551,29867,0,0,0
56614,53553,29851,0,0,0
56599,53550,29830,0,0,0
56587,53545,29805,0,0,0
56580,53540,29781,0,0,0
56577,53536,29757,0,0,0
56571,53529,29730,0,0,0
56559,53516,29700,0,0,0
56541,53498,29667,0,0,0
56520,53479,29629,0,0,0
56499,53460,29592,0,0,0
56478,53443,29560,0,0,0
56457,53428,29532,0,0,0
56433,53413,29502,0,0,0
56409,53395,29469,0,0,0
56386,53374,29439,0,0,0
56368,53356,29415,0,0,0
56354,53344,29393,0,0,0
56340,53335,29374,0,0,0
56322,53325,29355,0,0,0
56303,53311,29337,0,0,0
56287,53300,29320,0,0,0
56273,53291,29301,0,0,0
56258,53284,29283,0,0,0
56244,53276,29263,0,0,0
56227,53263,29237,0,0,0
56203,53244,29205,0,0,0
56174,53223,29172,0,0,0
56143,53201,29142,0,0,0
56115,53182,29114,0,0,0
56091,53165,29085,0,0,0
56068,53148,29058,0,0,0
56045,53128,29030,0,0,0
56024,53106,29003,0,0,0
56010,53089,28979,0,0,0
55998,53079,28960,0,0,0
55987,53074,28940,0,0,0
55980,53072,28920,0,0,0
55976,53069,28902,0,0,0
55971,53063,28882,0,0,0
55963,53057,28862,0,0,0
55959,53051,28842,0,0,0
55953,53041,28820,0,0,0
55939,53021,28794,0,0,0
55916,52992,28756,0,0,0
