green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
27800,3445,53481,0,0,0
27709,3352,53312,0,0,0
27620,3263,53151,0,0,0
27543,3187,53010,0,0,0
27483,3130,52897,0,0,0
27435,3086,52805,0,0,0
27396,3054,52734,0,0,0
27370,3037,52686,0,0,0
27353,3032,52661,0,0,0
27340,3029,52650,0,0,0
27336,3029,52652,0,0,0
27344,3038,52670,0,0,0
27363,3058,52704,0,0,0
27385,3081,52742,0,0,0
27409,3102,52776,0,0,0
27435,3120,52806,0,0,0
27454,3134,52826,0,0,0
27462,3137,52829,0,0,0
27462,3130,52813,0,0,0
27458,3119,52786,0,0,0
27449,3106,52749,0,0,0
27427,3087,52703,0,0,0
27397,3068,52655,0,0,0
27371,3057,52612,0,0,0
27347,3049,52577,0,0,0
27326,3039,52549,0,0,0
27314,3035,52532,0,0,0
27319,3044,52534,0,0,0
27338,3062,52552,0,0,0
27362,3084,52582,0,0,0
27388,3111,52625,0,0,0
27421,3147,52687,0,0,0
27459,3186,52760,0,0,0
27498,3222,52834,0,0,0
27540,3260,52914,0,0,0
27588,3304,52996,0,0,0
27636,3347,53072,0,0,0
27677,3380,53134,0,0,0
27712,3407,53189,0,0,0
27743,3431,53238,0,0,0
27765,3447,53274,0,0,0
27777,3456,53292,0,0,0
27783,3461,53299,0,0,0
27783,3465,53299,0,0,0
27774,3463,53288,0,0,0
27759,3455,53264,0,0,0
27746,3445,53231,0,0,0
27733,3433,53192,0,0,0
27711,3412,53144,0,0,0
27680,3380,53085,0,0,0
27647,3345,53017,0,0,0
27611,3306,52941,0,0,0
27566,3257,52851,0,0,0
27513,3197,52751,0,0,0
27458,3135,52648,0,0,0
27401,3072,52544,0,0,0
27336,3005,52431,0,0,0
27265,2933,52306,0,0,0
27192,2862,52175,0,0,0
27118,2795,52042,0,0,0
27041,2726,51908,0,0,0
26966,2659,51776,0,0,0
26899,2600,51652,0,0,0
26834,2543,51534,0,0,0
26766,2484,51415,0,0,0
26698,2427,51297,0,0,0
26637,2378,51189,0,0,0
26582,2334,51087,0,0,0
26525,2288,50982,0,0,0
26469,2240,50883,0,0,0
26418,2192,50791,0,0,0
26368,2144,50703,0,0,0
26321,2096,50616,0,0,0
26281,2054,50534,0,0,0
26250,2023,50462,0,0,0
26222,1995,50394,0,0,0
26194,1968,50327,0,0,0
26174,1943,50267,0,0,0
26156,1920,50216,0,0,0
26130,1894,50170,0,0,0
26098,1863,50123,0,0,0
26069,1835,50078,0,0,0
26045,1811,50038,0,0,0
26020,1786,50002,0,0,0
25993,1758,49964,0,0,0
25968,1735,49928,0,0,0
25947,1720,49900,0,0,0
25925,1703,49874,0,0,0
25901,1681,49840,0,0,0
25878,1661,49802,0,0,0
25860,1646,49764,0,0,0
25837,1630,49724,0,0,0
25809,1609,49681,0,0,0
25783,1589,49642,0,0,0
25760,1572,49607,0,0,0
25734,1552,49568,0,0,0
25707,1529,49526,0,0,0
25685,1505,49484,0,0,0
25664,1478,49443,0,0,0
25637,1446,49402,0,0,0
25607,1412,49359,0,0,0
25583,1386,49319,0,0,0
25564,1365,49282,0,0,0
25541,1341,49242,0,0,0
25515,1313,49202,0,0,0
25491,1289,49168,0,0,0
25464,1268,49136,0,0,0
25432,1245,49100,0,0,0
25403,1223,49062,0,0,0
25382,1208,49033,0,0,0
25366,1195,49012,0,0,0
25348,1177,48986,0,0,0
25328,1154,48955,0,0,0
25308,1134,48929,0,0,0
25287,1115,48902,0,0,0
25265,1096,48870,0,0,0
25251,1084,48839,0,0,0
25245,1078,48815,0,0,0
25238,1074,48796,0,0,0
25228,1067,48774,0,0,0
25221,1059,48750,0,0,0
25220,1053,48728,0,0,0
25215,1046,48704,0,0,0
25206,1034,48677,0,0,0
25198,1024,48650,0,0,0
25194,1019,48627,0,0,0
25185,1015,48602,0,0,0
25171,1009,48577,0,0,0
25158,1004,48560,0,0,0
25147,999,48549,0,0,0
25131,990,48534,0,0,0
25111,976,48512,0,0,0
25091,960,48490,0,0,0
25073,944,48472,0,0,0
25054,923,48451,0,0,0
25036,898,48419,0,0,0
25020,875,48383,0,0,0
25002,855,48349,0,0,0
24976,831,48315,0,0,0
24946,805,48278,0,0,0
24921,785,48244,0,0,0
24901,770,48215,0,0,0
24881,752,48183,0,0,0
24862,734,48147,0,0,0
24847,718,48116,0,0,0
24835,704,48093,0,0,0
24824,693,48075,0,0,0
24828,694,48075,0,0,0
24857,720,48111,0,0,0
24914,775,48193,0,0,0
25002,861,48337,0,0,0
25139,996,48569,0,0,0
25338,1196,48915,0,0,0
25600,1459,49376,0,0,0
25919,1773,49938,0,0,0
26292,2135,50587,0,0,0
26710,2540,51307,0,0,0
27154,2965,52063,0,0,0
27593,3380,52808,0,0,0
28011,3772,53508,0,0,0
28398,4133,54147,0,0,0
28743,4452,54710,0,0,0
29037,4724,55182,0,0,0
29285,4952,55565,0,0,0
29491,5136,55869,0,0,0
29649,5277,56098,0,0,0
29763,5375,56257,0,0,0
29845,5437,56357,0,0,0
29902,5471,56412,0,0,0
29927,5475,56421,0,0,0
29918,5452,56387,0,0,0
29886,5412,56319,0,0,0
29836,5362,56230,0,0,0
29771,5301,56123,0,0,0
29695,5228,55998,0,0,0
29612,5149,55865,0,0,0
29524,5069,55730,0,0,0
29436,4986,55591,0,0,0
29349,4906,55452,0,0,0
29273,4838,55322,0,0,0
29208,4781,55205,0,0,0
29150,4728,55099,0,0,0
29100,4682,55010,0,0,0
29061,4644,54940,0,0,0
29029,4611,54884,0,0,0
28999,4576,54836,0,0,0
28976,4545,54796,0,0,0
28965,4523,54770,0,0,0
28963,4509,54757,0,0,0
28962,4499,54756,0,0,0
28965,4499,54767,0,0,0
28980,4511,54789,0,0,0
28997,4527,54817,0,0,0
29010,4541,54838,0,0,0
29026,4554,54854,0,0,0
29046,4575,54872,0,0,0
29059,4595,54883,0,0,0
29065,4606,54882,0,0,0
29066,4610,54869,0,0,0
