green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
5596,1367,24836,0,0,0
5618,1372,24860,0,0,0
5645,1380,24894,0,0,0
5670,1390,24929,0,0,0
5706,1404,24973,0,0,0
5756,1421,25031,0,0,0
5811,1437,25092,0,0,0
5866,1452,25153,0,0,0
5924,1469,25216,0,0,0
5979,1491,25286,0,0,0
6027,1509,25359,0,0,0
6066,1522,25427,0,0,0
6103,1533,25492,0,0,0
6136,1544,25552,0,0,0
6159,1553,25595,0,0,0
6174,1555,25619,0,0,0
6186,1555,25637,0,0,0
6191,1557,25646,0,0,0
6182,1556,25639,0,0,0
6164,1552,25617,0,0,0
6138,1546,25586,0,0,0
6103,1540,25544,0,0,0
6058,1529,25482,0,0,0
6006,1513,25404,0,0,0
5955,1496,25324,0,0,0
5904,1478,25245,0,0,0
5848,1455,25157,0,0,0
5788,1431,25061,0,0,0
5733,1409,24971,0,0,0
5682,1387,24887,0,0,0
5629,1362,24800,0,0,0
5572,1337,24709,0,0,0
5514,1316,24624,0,0,0
5455,1295,24538,0,0,0
5391,1271,24442,0,0,0
5325,1247,24344,0,0,0
5266,1227,24251,0,0,0
5206,1210,24159,0,0,0
5138,1189,24061,0,0,0
5066,1165,23958,0,0,0
4996,1139,23858,0,0,0
4925,1111,23757,0,0,0
4849,1079,23647,0,0,0
4768,1044,23532,0,0,0
4682,1010,23415,0,0,0
4595,975,23294,0,0,0
4507,939,23165,0,0,0
4418,905,23037,0,0,0
4332,873,22916,0,0,0
4246,841,22796,0,0,0
4162,809,22675,0,0,0
4086,782,22565,0,0,0
4023,763,22475,0,0,0
3977,749,22407,0,0,0
3959,743,22371,0,0,0
3980,750,22388,0,0,0
4050,775,22474,0,0,0
4172,817,22633,0,0,0
4349,875,22867,0,0,0
4581,954,23181,0,0,0
4858,1055,23567,0,0,0
5169,1170,24007,0,0,0
5508,1294,24489,0,0,0
5871,1429,25010,0,0,0
6247,1573,25557,0,0,0
6625,1716,26105,0,0,0
6994,1852,26639,0,0,0
7351,1986,27159,0,0,0
7689,2116,27654,0,0,0
7994,2235,28104,0,0,0
8263,2340,28501,0,0,0
8501,2434,28853,0,0,0
8702,2515,29153,0,0,0
8859,2578,29394,0,0,0
8980,2624,29584,0,0,0
9073,2662,29731,0,0,0
9129,2688,29823,0,0,0
9144,2699,29854,0,0,0
9131,2695,29837,0,0,0
9095,2682,29786,0,0,0
9036,2660,29701,0,0,0
8953,2629,29580,0,0,0
8854,2589,29434,0,0,0
8743,2547,29275,0,0,0
8619,2500,29097,0,0,0
8484,2447,28900,0,0,0
8349,2393,28699,0,0,0
8218,2340,28504,0,0,0
8088,2285,28309,0,0,0
7961,2228,28113,0,0,0
7840,2176,27927,0,0,0
7732,2133,27761,0,0,0
7631,2096,27612,0,0,0
7539,2064,27476,0,0,0
7464,2039,27362,0,0,0
7406,2023,27270,0,0,0
7352,2009,27185,0,0,0
7301,1992,27098,0,0,0
7256,1977,27017,0,0,0
7215,1962,26944,0,0,0
7171,1943,26875,0,0,0
7129,1922,26809,0,0,0
7094,1905,26752,0,0,0
7059,1891,26700,0,0,0
7021,1877,26646,0,0,0
6987,1862,26593,0,0,0
6964,1851,26550,0,0,0
6952,1845,26522,0,0,0
6947,1841,26503,0,0,0
6949,1840,26495,0,0,0
6962,1846,26506,0,0,0
6986,1857,26535,0,0,0
7015,1870,26571,0,0,0
7050,1886,26619,0,0,0
7096,1906,26685,0,0,0
7147,1928,26763,0,0,0
7197,1947,26837,0,0,0
7249,1968,26909,0,0,0
7308,1992,26985,0,0,0
7367,2017,27060,0,0,0
7419,2035,27121,0,0,0
7462,2050,27172,0,0,0
7498,2064,27221,0,0,0
7521,2073,27255,0,0,0
7524,2072,27261,0,0,0
7517,2065,27248,0,0,0
7503,2056,27224,0,0,0
7482,2047,27191,0,0,0
7453,2035,27146,0,0,0
7417,2021,27096,0,0,0
7377,2008,27046,0,0,0
7331,1994,26985,0,0,0
7281,1975,26912,0,0,0
7226,1955,26835,0,0,0
7168,1935,26758,0,0,0
7106,1913,26670,0,0,0
7042,1887,26570,0,0,0
6978,1860,26470,0,0,0
6913,1833,26373,0,0,0
6845,1807,26270,0,0,0
6780,1780,26162,0,0,0
6719,1756,26058,0,0,0
6656,1734,25956,0,0,0
6584,1709,25850,0,0,0
6506,1680,25736,0,0,0
6433,1654,25630,0,0,0
6368,1631,25534,0,0,0
6300,1605,25439,0,0,0
6231,1577,25342,0,0,0
6170,1551,25254,0,0,0
6114,1528,25171,0,0,0
6055,1504,25084,0,0,0
5989,1475,24993,0,0,0
5924,1447,24910,0,0,0
5859,1422,24827,0,0,0
5788,1394,24732,0,0,0
5715,1366,24628,0,0,0
5645,1342,24526,0,0,0
5575,1320,24425,0,0,0
5498,1294,24318,0,0,0
5421,1266,24211,0,0,0
5344,1239,24109,0,0,0
5266,1209,24002,0,0,0
5187,1176,23887,0,0,0
5118,1147,23777,0,0,0
5062,1125,23687,0,0,0
5022,1109,23620,0,0,0
5005,1099,23586,0,0,0
5025,1103,23607,0,0,0
5094,1129,23697,0,0,0
5214,1174,23860,0,0,0
5387,1238,24096,0,0,0
5616,1321,24412,0,0,0
5893,1422,24803,0,0,0
6209,1537,25251,0,0,0
6555,1664,25743,0,0,0
6928,1801,26276,0,0,0
7317,1949,26837,0,0,0
7707,2098,27399,0,0,0
8085,2243,27948,0,0,0
8449,2386,28482,0,0,0
8793,2524,28989,0,0,0
9104,2649,29453,0,0,0
9378,2758,29864,0,0,0
9617,2851,30224,0,0,0
9814,2930,30525,0,0,0
9964,2990,30758,0,0,0
10072,3030,30927,0,0,0
10145,3056,31039,0,0,0
10179,3067,31096,0,0,0
10172,3062,31096,0,0,0
10129,3044,31042,0,0,0
10055,3014,30941,0,0,0
9954,2976,30800,0,0,0
9829,2929,30619,0,0,0
9688,2875,30404,0,0,0
9540,2820,30174,0,0,0
9385,2765,29938,0,0,0
9223,2707,29695,0,0,0
9065,2650,29453,0,0,0
8915,2596,29222,0,0,0
8771,2545,29001,0,0,0
8628,2489,28785,0,0,0
8490,2432,28580,0,0,0
8364,2378,28395,0,0,0
8243,2331,28225,0,0,0
8124,2293,28063,0,0,0
8020,2260,27918,0,0,0
7931,2232,27791,0,0,0
7849,2203,27668,0,0,0
7769,2171,27543,0,0,0
7693,2139,27423,0,0,0
7619,2110,27308,0,0,0
7544,2080,27192,0,0,0
7467,2047,27074,0,0,0
7395,2015,26961,0,0,0
7327,1987,26860,0,0,0
7264,1960,26768,0,0,0
7212,1936,26685,0,0,0
7177,1919,26620,0,0,0
7154,1910,26576,0,0,0
7135,1903,26544,0,0,0
7122,1894,26520,0,0,0
7119,1890,26518,0,0,0
7129,1892,26542,0,0,0
7148,1898,26575,0,0,0
7179,1908,26613,0,0,0
7223,1926,26667,0,0,0
7278,1950,26739,0,0,0
7332,1975,26815,0,0,0
